code_nat,d_code_nat,text_nat,d_text_nat,code_plus,d_code_plus,text_plus,d_text_plus,ast,country
X5n8h,,"Overanstrengelse, reisesyke, vann- eller matmangel i friluft, på hav, sjø eller vann under arbeid i annen næring",,X5800,,Exposure to other specified factors,,,nor
X5n8i,,"Overanstrengelse, reisesyke, vann- eller matmangel i friluft, på hav, sjø eller vann under arbeid i ukjent eller ikke spesifisert næring",,X5800,,Exposure to other specified factors,,,nor
X5n8j,,"Overanstrengelse, reisesyke, vann- eller matmangel i friluft, på hav, sjø eller vann under utdanning",,X5800,,Exposure to other specified factors,,,nor
X5n8k,,"Overanstrengelse, reisesyke, vann- eller matmangel i friluft, på hav, sjø eller vann under verneplikt, militærtjeneste eller siviltjeneste",,X5800,,Exposure to other specified factors,,,nor
X5n8m,,"Overanstrengelse, reisesyke, vann- eller matmangel i friluft, på hav, sjø eller vann under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste",,X5800,,Exposure to other specified factors,,,nor
X5n8p,,"Overanstrengelse, reisesyke, vann- eller matmangel i friluft, på hav, sjø eller vann under annen idrett, sport eller mosjon",,X5800,,Exposure to other specified factors,,,nor
X5n8r,,"Overanstrengelse, reisesyke, vann- eller matmangel i friluft, på hav, sjø eller vann under annen aktivitet",,X5800,,Exposure to other specified factors,,,nor
X5n8y,,"Overanstrengelse, reisesyke, vann- eller matmangel i friluft, på hav, sjø eller vann under ukjent aktivitet",,X5800,,Exposure to other specified factors,,,nor
X5n9a,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted under arbeid i industri, bergverk, olje eller gass",,X5800,,Exposure to other specified factors,,,nor
X5n9b,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted under arbeid i bygg og anlegg",,X5800,,Exposure to other specified factors,,,nor
X5n9c,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel",,X5800,,Exposure to other specified factors,,,nor
X5n9d,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted i jordbruk eller skogbruk",,X5800,,Exposure to other specified factors,,,nor
X5n9e,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted under arbeid med fiske eller fangst",,X5800,,Exposure to other specified factors,,,nor
X5n9f,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted under arbeid i det militære forsvar",,X5800,,Exposure to other specified factors,,,nor
X5n9g,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted under arbeid i politi eller fengselsvesen",,X5800,,Exposure to other specified factors,,,nor
X5n9h,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted under arbeid i annen næring",,X5800,,Exposure to other specified factors,,,nor
X5n9i,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted under arbeid i ukjent eller ikke spesifisert næring",,X5800,,Exposure to other specified factors,,,nor
X5n9j,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted under utdanning",,X5800,,Exposure to other specified factors,,,nor
X5n9k,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted under verneplikt, militærtjeneste eller siviltjeneste",,X5800,,Exposure to other specified factors,,,nor
X5n9m,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste",,X5800,,Exposure to other specified factors,,,nor
X5n9p,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted under annen idrett, sport eller mosjon",,X5800,,Exposure to other specified factors,,,nor
X5n9r,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted under annen aktivitet",,X5800,,Exposure to other specified factors,,,nor
X5n9y,,"Overanstrengelse, reisesyke, vann- eller matmangel på annet sted under ukjent aktivitet",,X5800,,Exposure to other specified factors,,,nor
X5nxa,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted under arbeid i industri, bergverk, olje eller gass",,X5800,,Exposure to other specified factors,,,nor
X5nxb,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted under arbeid i bygg og anlegg",,X5800,,Exposure to other specified factors,,,nor
X5nxc,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel",,X5800,,Exposure to other specified factors,,,nor
X5nxd,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted i jordbruk eller skogbruk",,X5800,,Exposure to other specified factors,,,nor
X5nxe,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted under arbeid med fiske eller fangst",,X5800,,Exposure to other specified factors,,,nor
X5nxf,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted under arbeid i det militære forsvar",,X5800,,Exposure to other specified factors,,,nor
X5nxg,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted under arbeid i politi eller fengselsvesen",,X5800,,Exposure to other specified factors,,,nor
X5nxh,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted under arbeid i annen næring",,X5800,,Exposure to other specified factors,,,nor
X5nxi,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted under arbeid i ukjent eller ikke spesifisert næring",,X5800,,Exposure to other specified factors,,,nor
X5nxj,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted under utdanning",,X5800,,Exposure to other specified factors,,,nor
X5nxk,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted under verneplikt, militærtjeneste eller siviltjeneste",,X5800,,Exposure to other specified factors,,,nor
X5nxm,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste",,X5800,,Exposure to other specified factors,,,nor
X5nxp,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted under annen idrett, sport eller mosjon",,X5800,,Exposure to other specified factors,,,nor
X5nxr,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted under annen aktivitet",,X5800,,Exposure to other specified factors,,,nor
X5nxy,,"Overanstrengelse, reisesyke, vann- eller matmangel på ukjent sted under ukjent aktivitet",,X5800,,Exposure to other specified factors,,,nor
X6n0,,Villet egenskade i bolig eller boligområde,,X6900,,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,,,nor
X6n1,,Inactivated at 31.12.2019 - Villet egenskade ved veitrafikkulykke,,X6900,,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,,,nor
X6n2,,Villet egenskade ved annen ulykke på gate eller vei,,X6900,,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,,,nor
X6n3,,Villet egenskade i barnehage eller på lekeplass,,X6900,,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,,,nor
X6n4,,"Villet egenskade på skole, høyskole eller i skolegård",,X6900,,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,,,nor
X6n5,,Inactivated at 31.12.2019 - Villet egenskade i somatisk eller psykiatrisk sykehus eller helseinstitusjon,,X6900,,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,,,nor
X6n6,,"Villet egenskade i fellesboform for pleie og omsorg, på sykehjem eller aldershjem",,X6900,,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,,,nor
X6n7,,"Villet egenskade i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon",,X6900,,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,,,nor
X6n8,,"Villet egenskade i friluft, på hav, sjø eller vann",,X6900,,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,,,nor
X6n9,,Villet egenskade på annet sted,,X6900,,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,,,nor
X6nx,,Villet egenskade på ukjent sted,,X6900,,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,,,nor
X8n0a,,"Kroppskrenkelse eller overfall i bolig eller boligområde under arbeid i industri, bergverk, olje eller gass",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n0b,,Kroppskrenkelse eller overfall i bolig eller boligområde under arbeid i bygg og anlegg,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n0c,,Kroppskrenkelse eller overfall i bolig eller boligområde i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n0d,,Kroppskrenkelse eller overfall i bolig eller boligområde i jordbruk eller skogbruk,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n0e,,Kroppskrenkelse eller overfall i bolig eller boligområde under arbeid med fiske eller fangst,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n0f,,Kroppskrenkelse eller overfall i bolig eller boligområde under arbeid i det militære forsvar,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n0g,,Kroppskrenkelse eller overfall i bolig eller boligområde under arbeid i politi eller fengselsvesen,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n0h,,Kroppskrenkelse eller overfall i bolig eller boligområde under arbeid i annen næring,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n0i,,Kroppskrenkelse eller overfall i bolig eller boligområde under arbeid i ukjent eller ikke spesifisert næring,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n0j,,Kroppskrenkelse eller overfall i bolig eller boligområde under utdanning,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n0k,,"Kroppskrenkelse eller overfall i bolig eller boligområde under verneplikt, militærtjeneste eller siviltjeneste",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n0m,,"Kroppskrenkelse eller overfall i bolig eller boligområde under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n0p,,"Kroppskrenkelse eller overfall i bolig eller boligområde under annen idrett, sport eller mosjon",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n0r,,Kroppskrenkelse eller overfall i bolig eller boligområde under annen aktivitet,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n0y,,Kroppskrenkelse eller overfall i bolig eller boligområde under ukjent aktivitet,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1a,,"Kroppskrenkelse eller overfall ved veitrafikkulykke under arbeid i industri, bergverk, olje eller gass",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1b,,Kroppskrenkelse eller overfall ved veitrafikkulykke under arbeid i bygg og anlegg,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1c,,Kroppskrenkelse eller overfall ved veitrafikkulykke i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1d,,Kroppskrenkelse eller overfall ved veitrafikkulykke i jordbruk eller skogbruk,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1e,,Kroppskrenkelse eller overfall ved veitrafikkulykke under arbeid med fiske eller fangst,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1f,,Kroppskrenkelse eller overfall ved veitrafikkulykke under arbeid i det militære forsvar,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1g,,Kroppskrenkelse eller overfall ved veitrafikkulykke under arbeid i politi eller fengselsvesen,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1h,,Kroppskrenkelse eller overfall ved veitrafikkulykke under arbeid i annen næring,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1i,,Kroppskrenkelse eller overfall ved veitrafikkulykke under arbeid i ukjent eller ikke spesifisert næring,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1j,,Kroppskrenkelse eller overfall ved veitrafikkulykke under utdanning,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1k,,"Kroppskrenkelse eller overfall ved veitrafikkulykke under verneplikt, militærtjeneste eller siviltjeneste",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1m,,"Kroppskrenkelse eller overfall ved veitrafikkulykke under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1p,,"Kroppskrenkelse eller overfall ved veitrafikkulykke under annen idrett, sport eller mosjon",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1r,,Kroppskrenkelse eller overfall ved veitrafikkulykke under annen aktivitet,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n1y,,Kroppskrenkelse eller overfall ved veitrafikkulykke under ukjent aktivitet,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2a,,"Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei under arbeid i industri, bergverk, olje eller gass",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2b,,Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei under arbeid i bygg og anlegg,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2c,,Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2d,,Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei i jordbruk eller skogbruk,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2e,,Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei under arbeid med fiske eller fangst,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2f,,Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei under arbeid i det militære forsvar,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2g,,Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei under arbeid i politi eller fengselsvesen,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2h,,Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei under arbeid i annen næring,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2i,,Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei under arbeid i ukjent eller ikke spesifisert næring,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2j,,Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei under utdanning,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2k,,"Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei under verneplikt, militærtjeneste eller siviltjeneste",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2m,,"Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2p,,"Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei under annen idrett, sport eller mosjon",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2r,,Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei under annen aktivitet,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n2y,,Kroppskrenkelse eller overfall ved annen ulykke på gate eller vei under ukjent aktivitet,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3a,,"Kroppskrenkelse eller overfall i barnehage eller på lekeplass under arbeid i industri, bergverk, olje eller gass",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3b,,Kroppskrenkelse eller overfall i barnehage eller på lekeplass under arbeid i bygg og anlegg,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3c,,Kroppskrenkelse eller overfall i barnehage eller på lekeplass i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3d,,Kroppskrenkelse eller overfall i barnehage eller på lekeplass i jordbruk eller skogbruk,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3e,,Kroppskrenkelse eller overfall i barnehage eller på lekeplass under arbeid med fiske eller fangst,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3f,,Kroppskrenkelse eller overfall i barnehage eller på lekeplass under arbeid i det militære forsvar,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3g,,Kroppskrenkelse eller overfall i barnehage eller på lekeplass under arbeid i politi eller fengselsvesen,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3h,,Kroppskrenkelse eller overfall i barnehage eller på lekeplass under arbeid i annen næring,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3i,,Kroppskrenkelse eller overfall i barnehage eller på lekeplass under arbeid i ukjent eller ikke spesifisert næring,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3j,,Kroppskrenkelse eller overfall i barnehage eller på lekeplass under utdanning,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3k,,"Kroppskrenkelse eller overfall i barnehage eller på lekeplass under verneplikt, militærtjeneste eller siviltjeneste",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3m,,"Kroppskrenkelse eller overfall i barnehage eller på lekeplass under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3p,,"Kroppskrenkelse eller overfall i barnehage eller på lekeplass under annen idrett, sport eller mosjon",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3r,,Kroppskrenkelse eller overfall i barnehage eller på lekeplass under annen aktivitet,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n3y,,Kroppskrenkelse eller overfall i barnehage eller på lekeplass under ukjent aktivitet,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4a,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård under arbeid i industri, bergverk, olje eller gass",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4b,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård under arbeid i bygg og anlegg",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4c,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4d,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård i jordbruk eller skogbruk",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4e,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård under arbeid med fiske eller fangst",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4f,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård under arbeid i det militære forsvar",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4g,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård under arbeid i politi eller fengselsvesen",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4h,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård under arbeid i annen næring",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4i,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård under arbeid i ukjent eller ikke spesifisert næring",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4j,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård under utdanning",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4k,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård under verneplikt, militærtjeneste eller siviltjeneste",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4m,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4p,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård under annen idrett, sport eller mosjon",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4r,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård under annen aktivitet",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n4y,,"Kroppskrenkelse eller overfall på skole, høyskole eller i skolegård under ukjent aktivitet",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5a,,"Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i industri, bergverk, olje eller gass",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5b,,Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i bygg og anlegg,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5c,,Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5d,,Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon i jordbruk eller skogbruk,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5e,,Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid med fiske eller fangst,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5f,,Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i det militære forsvar,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5g,,Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i politi eller fengselsvesen,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5h,,Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i annen næring,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5i,,Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i ukjent eller ikke spesifisert næring,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5j,,Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon under utdanning,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5k,,"Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon under verneplikt, militærtjeneste eller siviltjeneste",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5m,,"Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5p,,"Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon under annen idrett, sport eller mosjon",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5r,,Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon under annen aktivitet,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n5y,,Kroppskrenkelse eller overfall i somatisk eller psykiatrisk sykehus eller helseinstitusjon under ukjent aktivitet,,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6a,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i industri, bergverk, olje eller gass",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6b,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i bygg og anlegg",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6c,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6d,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem i jordbruk eller skogbruk",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6e,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid med fiske eller fangst",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6f,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i det militære forsvar",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6g,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i politi eller fengselsvesen",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6h,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i annen næring",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6i,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i ukjent eller ikke spesifisert næring",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6j,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under utdanning",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6k,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under verneplikt, militærtjeneste eller siviltjeneste",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6m,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6p,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under annen idrett, sport eller mosjon",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6r,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under annen aktivitet",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n6y,,"Kroppskrenkelse eller overfall i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under ukjent aktivitet",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n7a,,"Kroppskrenkelse eller overfall i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i industri, bergverk, olje eller gass",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n7b,,"Kroppskrenkelse eller overfall i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i bygg og anlegg",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n7c,,"Kroppskrenkelse eller overfall i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n7d,,"Kroppskrenkelse eller overfall i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon i jordbruk eller skogbruk",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n7e,,"Kroppskrenkelse eller overfall i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid med fiske eller fangst",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n7f,,"Kroppskrenkelse eller overfall i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i det militære forsvar",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n7g,,"Kroppskrenkelse eller overfall i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i politi eller fengselsvesen",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
X8n7h,,"Kroppskrenkelse eller overfall i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i annen næring",,X8900,,Assault by other specified chemicals and noxious substances,,,nor
