code_plus,text_plus,nat_ver
NBSE42,Plastic repair of ligament of shoulder not using prosthetic material\ open,est/swe/lat/ice/den/fin/nor
NBSE51,Plastic repair of ligament of shoulder using prosthetic material\ arthroscopic,est/swe/lat/ice/den/nor
NBSE52,Plastic repair of ligament of shoulder using prosthetic material\ open,est/swe/lat/ice/den/nor
NBSE70,Repair of ligament of acromioclavicular joint,ice/fin
NBSE72,Repair of ligament of sternoclavicular joint,ice/fin
NBSE91,Other operation on capsule or ligament of joint of shoulder\ arthroscopic,est/swe/lat/ice/den/nor
NBSE92,Other operation on capsule or ligament of joint of shoulder\ open,est/swe/lat/ice/den/fin/nor
NBSF01,Total humero-scapular synovectomy\ arthroscopic,est/swe/lat/ice/den/nor
NBSF02,Total humero-scapular synovectomy\ open,est/swe/lat/ice/den/nor
NBSF09,Total humero-scapular synovectomy\ unspecified,est/ice
NBSF11,Partial humero-scapular synovectomy\ arthroscopic,est/swe/lat/ice/den/fin/nor
NBSF12,Partial humero-scapular synovectomy\ open,est/swe/lat/ice/den/fin/nor
NBSF19,Partial humero-scapular synovectomy\ unspecified,est/ice
NBSF20,Fixation of fragment of surface of humero-scapular joint\ percutaneous,swe
NBSF21,Fixation of fragment of surface of humero-scapular joint\ arthroscopic,est/swe/lat/ice/den/fin/nor
NBSF22,Fixation of fragment of surface of humero-scapular joint\ open,est/swe/lat/ice/den/fin/nor
NBSF29,Fixation of fragment of surface of humero-scapular joint\ unspecified,est/ice
NBSF31,Partial excision of humero-scapular joint cartilage\ arthroscopic,est/swe/lat/ice/den/nor
NBSF32,Partial excision of humero-scapular joint cartilage\ open,est/swe/lat/ice/den/fin/nor
NBSF39,Partial excision of humero-scapular joint cartilage\ unspecified,est/ice
NBSF40,Repair of humeroscapular joint cartilage,ice/fin
NBSF91,Other operation on synovia or joint surface of shoulder\ arthroscopic,est/swe/lat/ice/den/nor
NBSF92,Other operation on synovia or joint surface of shoulder\ open,est/swe/lat/ice/den/fin/nor
NBSF99,Other operation on synovia or joint surface of shoulder\ unspecified,est/ice
NBSG00,Humeroscapular excision arthroplasty,est/swe/lat/ice/den/fin/nor
NBSG02,Humeroscapular interposition arthroplasty,est/swe/lat/ice/den/nor
NBSG06,Other humero-scapular arthroplasty without prosthetic replacement,est/swe/lat/ice/nor
NBSG10,Acromioclavicular arthroplasty,ice/fin
NBSG14,Acromioplasty,ice/fin
NBSG16,"Acromioplasty, arthroscopic",ice/fin
NBSG18,Sternoclavicular arthroplasty,ice/fin
NBSG30,Humeroscapular fusion,ice/den/fin
NBSG39,Fusion of joint of shoulder without fixation,est/swe/lat/ice/den/nor
NBSG49,Fusion of joint of shoulder with internal fixation,est/swe/lat/ice/den/nor
NBSG59,Fusion of joint of shoulder with external fixation,est/swe/lat/ice/den/nor
NBSG99,"Other excision, reconstruction or fusion of joint of shoulder",est/swe/lat/ice/den/fin/nor
NBSH00,Reduction of dislocation of humeroscapular joint\ closed,est/swe/lat/ice/den/fin/nor
NBSH01,Reduction of dislocation of humero-scapular joint\ arthroscopic,est/swe/lat/ice/den
NBSH02,Reduction of dislocation of humeroscapular joint\ open,est/swe/lat/ice/den/fin/nor
NBSH10,Reduction of dislocation of acromioclavicular joint\ closed,est/swe/lat/ice/den/nor
NBSH11,Reduction of dislocation of acromioclavicular joint\ arthroscopic,est/swe/lat/ice/den
NBSH12,Reduction of dislocation of acromioclavicular joint\ open,est/swe/lat/ice/den/nor
NBSH20,Reduction of dislocation of prosthesis of humero-scapular joint\ closed,est/swe/lat/ice/den/nor
NBSH21,Reduction of dislocation of prosthesis of humero-scapular joint\ arthroscopic,est/swe/lat/ice/den
NBSH22,Reduction of dislocation of prosthesis of humero-scapular joint\ open,est/swe/lat/ice/den/nor
NBSH30,Freeing of adhesions of humero-scapular region\ closed,est/swe/lat/ice/den/fin
NBSH31,Freeing of adhesions of humero-scapular region\ arthroscopic,est/swe/lat/ice/den/nor
NBSH32,Freeing of adhesions of humero-scapular region\ open,est/swe/lat/ice/den/fin/nor
NBSH39,Freeing of adhesions of humero-scapular region\ unspecified,est/ice
NBSH40,Removal of foreign or loose body from humero-scapular joint\ closed,est/swe/lat/ice
NBSH41,Removal of foreign or loose body from humero-scapular joint\ arthroscopic,est/swe/lat/ice/den/nor
NBSH42,Removal of foreign or loose body from humero-scapular joint\ open,est/swe/lat/ice/den/nor
NBSH49,Removal of foreign or loose body from humero-scapular joint\ unspecified,est/ice
NBSH51,Excision of intraarticular exostosis or osteophyte of humero-scapular jont\ arthroscopic,est/swe/lat/ice/den/nor
NBSH52,Excision of intraarticular exostosis or osteophyte of humero-scapular jont\ open,est/swe/lat/ice/den/nor
NBSH59,Excision of intraarticular exostosis or osteophyte of humero-scapular jont\ unspecified,est/ice
NBSH71,Operation for habitual dislocation of humero-scapular joint\ arthroscopic,est/swe/lat/ice/den/nor
NBSH72,Operation for habitual dislocation of humero-scapular joint\ open,est/swe/lat/ice/den/nor
NBSH79,Operation for habitual dislocation of humero-scapular joint\ unspecified,est/ice
NBSH90,Other operation on joint of shoulder\ closed,est/swe/lat/ice/den/nor
NBSH91,Other operation on joint of shoulder\ arthroscopic,est/swe/lat/ice/den/fin/nor
NBSH92,Other operation on joint of shoulder\ open,est/swe/lat/ice/den/fin/nor
NBSH99,Other operation on joint of shoulder\ unspecified,est/ice
NBSJ01,Closed reduction of fracture of shoulder or upper arm\ humerus,est/lat/ice/den/fin/nor
NBSJ02,Closed reduction of fracture of shoulder or upper arm\ clavicle,est/lat/ice/den/fin/nor
NBSJ03,Closed reduction of fracture of shoulder or upper arm\ scapula,est/lat/ice/den/fin/nor
NBSJ09,Closed reduction of fracture of shoulder or upper arm - upspecified,swe/ice
NBSJ11,Open reduction of fracture of shoulder or upper arm\ humerus,est/lat/ice/den
NBSJ12,Open reduction of fracture of shoulder or upper arm\ clavicle,est/lat/ice/den/fin/nor
NBSJ13,Open reduction of fracture of shoulder or upper arm\ scapula,est/lat/ice/den/fin/nor
NBSJ19,"Open reduction of fracture of shoulder or upper arm, undefined",swe/ice
NBSJ21,External fixation of fracture of shoulder or upper arm\ humerus,est/lat/ice/den/fin/nor
NBSJ22,External fixation of fracture of shoulder or upper arm\ clavicle,est/lat/ice/den/nor
NBSJ23,External fixation of fracture of shoulder or upper arm\ scapula,est/lat/ice/den/nor
NBSJ29,External fixation of fracture of shoulder or upper arm,swe/ice
NBSJ31,Internal fixation of fracture of shoulder or upper arm using bioimplant\ humerus,est/lat/ice/den/nor
NBSJ32,Internal fixation of fracture of shoulder or upper arm using bioimplant\ clavicle,est/lat/ice/den/nor
NBSJ33,Internal fixation of fracture of shoulder or upper arm using bioimplant\ scapula,est/lat/ice/den/nor
NBSJ39,Osteosyntes av fraktur i axel eller ”verarm med bioimplantat,swe/ice
NBSJ41,"Internal fixation of fracture of shoulder or upper arm using wire, rod, cerclage or pin\ humerus",est/lat/ice/den/fin/nor
NBSJ42,"Internal fixation of fracture of shoulder or upper arm using wire, rod, cerclage or pin\ clavicle",est/lat/ice/den/nor
NBSJ43,"Internal fixation of fracture of shoulder or upper arm using wire, rod, cerclage or pin\ scapula",est/lat/ice/den/nor
NBSJ49,"Internal fixation of fracture of shoulder or upper arm using wire, rod, cerclage or pin",swe/ice
NBSJ51,Internal fixation of fracture of shoulder or upper arm using intramedullary nail\ humerus,est/lat/ice/den/fin/nor
NBSJ52,Internal fixation of fracture of shoulder or upper arm using intramedullary nail\ clavicle,est/lat/ice/den/nor
NBSJ53,Internal fixation of fracture of shoulder or upper arm using intramedullary nail\ scapula,est/lat/ice
NBSJ59,Internal fixation of fracture of shoulder or upper arm using intramedullary nail,swe/ice
NBSJ61,Internal fixation of fracture of shoulder or upper arm using plate and screws\ humerus,est/lat/ice/den/nor
NBSJ62,Internal fixation of fracture of shoulder or upper arm using plate and screws\ clavicle,est/lat/ice/den/nor
NBSJ63,Internal fixation of fracture of shoulder or upper arm using plate and screws\ scapula,est/lat/ice/den/nor
NBSJ64,"Internal fixation of fracture of shoulder or upper arm using wire, rod, cerclage or pin\ humerus",ice/fin
NBSJ69,Internal fixation of fracture of shoulder or upper arm using plate and screws,swe/ice
NBSJ71,Internal fixation of fracture of shoulder or upper arm using screws alone\ humerus,est/lat/ice/den/nor
NBSJ72,Internal fixation of fracture of shoulder or upper arm using screws alone\ clavicle,est/lat/ice/den/nor
NBSJ73,Internal fixation of fracture of shoulder or upper arm using screws alone\ scapula,est/lat/ice/den/nor
NBSJ79,Internal fixation of fracture of shoulder or upper arm using screws alone\ unspecified,swe/ice
NBSJ81,Internal fixation of fracture of shoulder or upper arm using other or combined methods\ humerus,est/lat/ice/den/nor
NBSJ82,Internal fixation of fracture of shoulder or upper arm using other or combined methods\ clavicle,est/lat/ice/den/nor
NBSJ83,Internal fixation of fracture of shoulder or upper arm using other or combined methods\ scapula,est/lat/ice/den/nor
NBSJ84,Refixation of fracture of shoulder or upper arm,ice/fin
NBSJ86,Late operation of shoulder or upper arm to promote bone formation,ice/fin
NBSJ89,Internal fixation of fracture of shoulder or upper arm using other or combined methods,swe/ice
NBSJ91,Other fracture surgery of shoulder or upper arm\ humerus,est/lat/ice/den/fin/nor
NBSJ92,Other fracture surgery of shoulder or upper arm\ clavicle,est/lat/ice/den/fin/nor
NBSJ93,Other fracture surgery of shoulder or upper arm\ scapula,est/lat/ice/den/fin/nor
NBSJ99,Other fracture surgery of shoulder or upper arm\ unspecified part,swe/ice
NBSK01,Excision of fragment of bone of shoulder or upper arm\ humerus,est/lat/ice/den/fin/nor
NBSK02,Excision of fragment of bone of shoulder or upper arm\ clavicle,est/lat/ice/den/fin/nor
NBSK03,Excision of fragment of bone of shoulder or upper arm\ scapula,est/lat/ice/den/fin/nor
NBSK11,Partial or total excision of bone of shoulder or upper arm\ humerus,est/lat/nor
NBSK12,Partial or total excision of bone of shoulder or upper arm\ clavicle,est/lat/nor
NBSK13,Partial or total excision of bone of shoulder or upper arm\ scapula,est/lat/nor
NBSK19,Other partial or total excision of bone of shoulder or upper arm,swe/ice
NBSK21,Fenestration or forage of bone of shoulder or upper arm\ humerus,est/lat/den/nor
NBSK22,Fenestration or forage of bone of shoulder or upper arm\ clavicle,est/lat/den/nor
NBSK23,Fenestration or forage of bone of shoulder or upper arm\ scapula,est/lat/den/nor
NBSK29,Fenestration or forage of bone of shoulder or upper arm,swe/ice
NBSK31,Curettage of cyst of bone of shoulder or upper arm\ humerus,est/lat/den/nor
NBSK32,Curettage of cyst of bone of shoulder or upper arm\ clavicle,est/lat/den/nor
NBSK33,Curettage of cyst of bone of shoulder or upper arm\ scapula,est/lat/den/nor
NBSK39,Curettage of cyst of bone of shoulder or upper arm,swe/ice
NBSK41,Epiphysiodesis of  humerus,est/lat/ice/den/fin/nor
NBSK49,Other epiphysiodesis of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSK51,"Angulation, rotation or displacement osteotomy of shoulder or upper arm\ humerus",est/lat/ice/den/fin/nor
NBSK59,"Other angulation, rotation or displacement osteotomy of shoulder or upper arm",est/swe/lat/ice/den/nor
NBSK61,Shortening or lengthening osteotomy of shoulder or upper arm\ humerus,est/lat/ice/den/fin/nor
NBSK69,Other shortening or lengthening osteotomy of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSK71,Bone transport operation of shoulder or upper arm\ humerus,est/lat/ice/den/fin/nor
NBSK79,Other bone transport operation of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSK81,Traction lengthening of epiphyseal plate of shoulder or upper arm\ humerus,est/lat/ice/den/fin/nor
NBSK89,Other traction lengthening of epiphyseal plate of shoulder or upper arm,est/swe/lat/ice/den
NBSK91,Other operation on bone of shoulder or upper arm\ humerus,est/lat/ice/den/fin/nor
NBSK92,Other operation on bone of shoulder or upper arm\ clavicle,est/lat/ice/den/fin/nor
NBSK93,Other operation on bone of shoulder or upper arm\ scapula,est/lat/ice/den/fin/nor
NBSK99,Other operation on unspecified bone of shoulder or upper arm,swe/ice
NBSL00,Suture or reinsertation of rotator cuff of shoulder,ice/fin
NBSL02,Transposition of autograft muscle to rotator cuff of shoulder,ice
NBSL04,Transposition of allograft muscle to rotator cuff of shoulder,ice
NBSL05,Arthroscopic suture or reinsertation of rotator cuff of shoulder,est/fin
NBSL09,Freeing of muscle of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSL19,Suture or plastic repair of muscle of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSL29,Transposition of muscle of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSL39,Myotomy or tenotomy of shoulder or upper arm with or without excision,est/swe/lat/ice/den/fin/nor
NBSL49,Repair of tendon of shoulder or upper arm by suture or transplant,est/swe/lat/ice/den/fin/nor
NBSL59,Tenolysis or tenosynovectomy of shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSL68,"Transposition, tenodesis, shortening or lengthening of tendon of shoulder or upper arm",est/swe/lat/ice/den/fin/nor
NBSL99,Other operation on muscle or tendon of shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSM09,Fasciotomy of shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSM19,Partial or total excision of fascia of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSM29,Suture of fascia of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSM39,Excision av ganglion i axel eller ”verarm,swe/ice
NBSM49,Division of fascia of shoulder or upper arm,swe/ice
NBSM59,Partial excision of fascia of shoulder or upper arm,swe/ice
NBSM79,Excision of bursa of shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSM99,"Other operation on fascia, ganglion or bursa of shoulder or upper arm",est/swe/lat/ice/den/fin/nor
NBSN90,Use of transplant in shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSP29,Replantation of upper extremity above elbow,est/swe/lat/ice/den/fin/nor
NBSQ01,Amputation or exarticulation in shoulder or upper arm\ interthoracoscapular,est/swe/lat/ice/den/fin/nor
NBSQ02,Amputation or exarticulation in shoulder or upper arm\ humeroscapular,est/swe/lat/ice/den/nor
NBSQ03,Amputation or exarticulation in shoulder or upper arm\ in upper arm,est/swe/lat/ice/den/nor
NBSQ08,Amputation or exarticulation in shoulder or upper arm\ other or unspecified,est/lat/ice/nor
NBSQ20,Amputation in upper arm,ice/fin
NBSQ29,Revision of amputation or exarticulation stump in shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSQ34,Insertion of humeral implant to give form to the amputation stump,swe/fin/nor
NBSQ40,Insertion of bone-anchored transdermal humeral implant,swe/fin/nor
NBSQ99,Other amputation or related operation in shoulder or upper arm,est/swe/lat/ice/den/nor
NBSR09,Incomplete excision of soft tissue tumour of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSR19,Complete excision of soft tissue tumour of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSR29,Extended excision of soft tissue tumour of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSR39,Block excision of soft tissue tumour of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSR49,Incomplete excision of tumour of bone or cartilage of shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSR59,Complete excision of tumour of bone or cartilage of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSR69,Extended excision of tumour of bone or cartilage of shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSR79,Block excision of tumour of bone or cartilage of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSR89,Total excision of humerus with prosthetic replacement,est/swe/lat/ice
NBSR90,Fixation of upper arm to prevent pathological fracture,ice/fin
NBSR99,Other operation for tumour of shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSS09,Incision and debridement of infection of tendon of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSS19,Incision and debridement of infection of joint of shoulder,est/swe/lat/ice/den/fin/nor
NBSS29,Incision and debridement of infection of bone of shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSS39,Incision and debridement of infection of tendon of shoulder or upper arm with introduction of therapeutic,est/swe/lat/ice/den/nor
NBSS49,Incision and debridement of infection of joint of shoulder with introduction of therapeutic agent,est/swe/lat/ice/den/nor
NBSS59,Incision and debridement of infection of bone of shoulder or upper arm with introduction of therapeutic substance,est/swe/lat/ice/den/nor
NBSS99,"Other operation for infection of tendon, joint or bone of shoulder or upper arm",est/swe/lat/ice/den/fin/nor
NBST39,"Correction of deformity of shoulder or upper arm using muscle, tendon or ligament",est/swe/lat/ice/den/nor
NBST49,Correction of deformity of shoulder or upper arm using external or internal fixation,est/swe/lat/ice/den/nor
NBST59,Removal of foreign body from tissue of shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBST99,Other operation on of shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSU00,Removal of partial prosthesis from humero-scapular joint\ both parts,est/lat/ice
NBSU01,Removal of partial prosthesis from humero-scapular joint\ single part - proximal,est/lat/ice/den/nor
NBSU02,Removal of partial prosthesis from humero-scapular joint\ single part - distal,est/lat/ice/den/nor
NBSU03,Removal of partial prosthesis from humero-scapular joint\ single part - other,est/lat/ice
NBSU09,Removal of partial prosthesis from humero-scapular joint\ other or unspecified,est/swe/lat/ice/den
NBSU10,Removal of total prosthesis from humero-scapular joint\ both parts,est/lat/ice/den/nor
NBSU11,Removal of total prosthesis from humero-scapular joint\ single part - proximal,est/lat/ice/den/nor
NBSU12,Removal of total prosthesis from humero-scapular joint\ single part - distal,est/lat/ice/den/nor
NBSU13,Removal of total prosthesis from humero-scapular joint\ single part - other,est/lat/ice
NBSU19,Removal of prosthesis from shoulder,est/swe/lat/ice/den/fin
NBSU20,Removal of prosthesis from acromioclavicular joint\ both parts,est/lat/ice/den
NBSU21,Removal of prosthesis from acromioclavicular joint\ single part - proximal,est/lat/ice/den
NBSU22,Removal of prosthesis from acromioclavicular joint\ single part - distal,est/lat/ice/den
NBSU23,Removal of prosthesis from acromioclavicular joint\ single part - other,est/lat/ice
NBSU29,Removal of prosthesis from acromioclavicular joint\ other or unspecified,est/swe/lat/ice/den
NBSU39,Removal of external fixation device from shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSU49,Removal of internal fixation device from shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSU69,Removal of prosthetic ligament from shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSU89,Removal of therapeutic implant in treatment of infection of shoulder or upper arm,est/swe/lat/ice/nor
NBSU99,Removal of other implant from shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSW49,Repair of wound dehiscence in surgery of shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSW59,Reoperation for superficial infection in surgery of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSW69,Reoperation for deep infection in surgery of shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBSW79,Reoperation for superficial haemorrhage in surgery of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSW89,Reoperation for deep haemorrhage in surgery of shoulder or upper arm,est/swe/lat/ice/den/nor
NBSW99,Other reoperation in surgery of shoulder or upper arm,est/swe/lat/ice/den/fin/nor
NBXA00,Heat coagulaation in upper arm,nor
NBXQ00,Adjustment of external prosthesis on shoulder or upper arm,lat/ice/den/nor
NBXT00,Forcible manipulation of humero-scapular joint,est/swe/lat/ice/den/fin/nor
NBXT05,Crushing of soft tissue calcifications in shoulder with ultrasound quidance,fin
NBXT10,Application of traction on humerus,ice/fin
NBXT1A,Puncture of shoulder with ultrasound guidance,ice/fin
NBXT1B,Shoulder puncture with X-ray guidance,ice/fin
NBXT2A,Intra artrial injection of shoulder with ultrasound guidance,ice/fin
NBXT2B,Intra artrial injection of shoulder with X-ray guidance,ice/fin
NBXX00,Puncture or needle biopsy of soft tissue\ shoulder and upper arm (incl. clavicle and scapula),est/swe/lat/ice/den/fin/nor
NBXX01,Needle biopsy for cytology\ shoulder and upper arm,ice/fin/nor
NBXX02,Biopsy of bone of shoulder or upper arm\ percutaneous,swe
NBXX05,Simple incision of soft tissue\ shoulder and upper arm (incl. clavicle and scapula),est/swe/lat/ice/den/fin/nor
NBXX10,Arthrocentesis\ shoulder and upper arm (incl. clavicle and scapula),est/swe/lat/ice/den/fin/nor
NBXX11,Injection of diagnostic or therapeutic substance into joint\ shoulder and upper arm,est/swe/lat/ice/den/fin/nor
NBXX30,Soft bandage\ shoulder and upper arm (incl. clavicle and scapula),est/swe/lat/ice/fin/nor
NBXX31,Prefabricated orthosis\ shoulder and upper arm (incl. clavicle and scapula),est/swe/lat/ice/den/fin/nor
NBXX32,Custom moulded splint\ shoulder and upper arm (incl. clavicle and scapula),est/swe/lat/ice/den/fin/nor
NBXX33,Custom moulded cast\ shoulder and upper arm (incl. clavicle and scapula),est/swe/lat/ice/den/fin/nor
NBXX34,Major custom moulded cast\ shoulder and upper arm (incl. clavicle and scapula),est/swe/lat/ice/fin/nor
NBXX39,Other orthopedic bandage\ shoulder and upper arm (incl. clavicle and scapula),est/swe/lat/ice/fin/nor
NBXX40,External traction\ shoulder and upper arm (incl. clavicle and scapula),est/swe/lat/ice/den/fin/nor
NBXX50,Implantation of skeletal marker\ shoulder and upper arm (incl. clavicle and scapula),est/swe/lat/ice/den/fin/nor
NBXX90,Examination of shoulder joint with photography,fin
NCDA1A,Elbow X-ray examination without contrast,swe/ice/den/fin/nor
NCDA1D,Bilateral elbow X-ray examination without contrast,ice
NCDA2A,Forearm X-ray examination,swe/ice/den/fin/nor
NCDA2D,Bilateral forearm X-ray examination,ice
NCDB1C,Elbow artrography with X-ray,ice
NCDD1A,Elbow CT,swe/ice/den/fin
NCDD1B,Elbow cone beam CT,fin
NCDD2A,Forearm CT,swe/ice/den/fin
NCDE1A,Elbow ultrasound examination,den/fin/nor
NCDG1B,Elbow and forearm MRI examination,swe/ice/den/fin
NCSA00,Exploration of elbow or forearm\ open,est/swe/lat/ice/den/fin/nor
NCSA01,Exploration of elbow or forearm\ arthroscopic,est/swe/lat/ice/den/fin/nor
NCSA12,Exploration of joint of elbow or forearm\ open,est/swe/lat/ice/den/nor
NCSA22,Biopsy of bone of elbow or forearm\  open,est/swe/lat/nor
NCSB00,Primary partial prosthetic replacement of elbow joint not using cement\ all parts,est/lat/ice
NCSB01,Primary partial prosthetic replacement of elbow joint not using cement\ single part - proximal,est/lat/ice/den/nor
NCSB02,Primary partial prosthetic replacement of elbow joint not using cement\ single part - distal,est/lat/ice/den/nor
NCSB03,Primary partial prosthetic replacement of elbow joint not using cement\ single part - other,est/lat/ice/den
NCSB04,Primary partial prosthetic replacement of elbow joint not using cement\ two distal or proximal and one distal pa,est/lat/ice/den/nor
NCSB09,Primary partial prosthetic replacement of elbow joint not using cement\ other or unspecified,est/swe/lat/ice/den
NCSB10,Primary partial prosthetic replacement of elbow joint using cement\ all parts,est/lat/ice
NCSB11,Primary partial prosthetic replacement of elbow joint using cement\ single part - proximal,est/lat/ice/den/nor
NCSB12,Primary partial prosthetic replacement of elbow joint using cement\ single part - distal,est/lat/ice/den/nor
NCSB13,Primary partial prosthetic replacement of elbow joint using cement\ single part - other,est/lat/ice/den
NCSB14,Primary partial prosthetic replacement of elbow joint using cement\ two distal or proximal and one distal part,est/lat/ice/den/nor
NCSB19,Primary partial prosthetic replacement of elbow joint,est/swe/lat/ice/den/fin
NCSB20,Primary total prosthetic replacement of elbow joint not using cement,est/swe/lat/ice/den/fin/nor
NCSB30,Primary total prosthetic replacement of elbow joint using hybrid technique,est/swe/lat/ice/den/nor
NCSB40,Primary total prosthetic replacement of elbow joint using cement,est/swe/lat/ice/den/nor
NCSB59,Primary prosthetic interposition arthroplasty of elbow joint,est/swe/lat/ice/den/nor
NCSB99,Other primary prosthetic replacement of elbow joint,est/swe/lat/ice/den/nor
NCSC00,Secondary implantation of partial prosthesis in elbow joint not using cement\ all parts,est/lat/ice
NCSC01,Secondary implantation of partial prosthesis in elbow joint not using cement\ single part - proximal,est/lat/ice/den/nor
NCSC02,Secondary implantation of partial prosthesis in elbow joint not using cement\ single part - distal,est/lat/ice/den/nor
NCSC03,Secondary implantation of partial prosthesis in elbow joint not using cement\ single part - other,est/lat/ice/den
NCSC04,Secondary implantation of partial prosthesis in elbow joint not using cement\ two distal or proximal and one dis,est/lat/ice/den/nor
NCSC09,Secondary implantation of partial prosthesis in elbow joint not using cement\ other or unspecified,est/swe/lat/ice/den
NCSC10,Secondary implantation of partial prosthesis in elbow joint using cement\ all parts,est/lat/ice
NCSC11,Secondary implantation of partial prosthesis in elbow joint using cement\ single part - proximal,est/lat/ice/den/nor
NCSC12,Secondary implantation of partial prosthesis in elbow joint using cement\ single part - distal,est/lat/ice/den/nor
NCSC13,Secondary implantation of partial prosthesis in elbow joint using cement\ single part - other,est/lat/ice/den
NCSC14,Secondary implantation of partial prosthesis in elbow joint using cement\ two distal or proximal and one distal,est/lat/ice/den/nor
NCSC19,"Secondary implantation of prosthesis in elbow joint, one part",est/swe/lat/ice/den/fin
NCSC20,Secondary implantation of total prosthesis in elbow joint not using cement\ all parts,est/lat/ice/den/nor
NCSC21,Secondary implantation of total prosthesis in elbow joint not using cement\ single part - proximal,est/lat/ice/den/nor
NCSC22,Secondary implantation of total prosthesis in elbow joint not using cement\ single part - distal,est/lat/ice/den/nor
NCSC23,Secondary implantation of total prosthesis in elbow joint not using cement\ single part - other,est/lat/ice/den
NCSC24,Secondary implantation of total prosthesis in elbow joint not using cement\ two distal or proximal and one dista,est/lat/ice/den/nor
NCSC29,Secondary implantation of total prosthesis in elbow joint not using cement\ other or unspecified,est/swe/lat/ice/den
NCSC30,Secondary implantation of total prosthesis in elbow joint using hybrid technique\ all parts,est/lat/ice/den/nor
NCSC31,Secondary implantation of total prosthesis in elbow joint using hybrid technique\ single part - proximal,est/lat/ice/den/nor
NCSC32,Secondary implantation of total prosthesis in elbow joint using hybrid technique\ single part - distal,est/lat/ice/den/nor
NCSC33,Secondary implantation of total prosthesis in elbow joint using hybrid technique\ single part - other,est/lat/ice/den
NCSC34,Secondary implantation of total prosthesis in elbow joint using hybrid technique\ two distal or proximal and one,est/lat/ice/den/nor
NCSC39,"Secondary implantation of prosthesis in elbow joint, two parts",est/swe/lat/ice/den/fin
NCSC40,Secondary implantation of total prosthesis in primary elbow joint using cement\ all parts,est/lat/ice/den/nor
NCSC41,Secondary implantation of total prosthesis in primary elbow joint using cement\ single part - proximal,est/lat/ice/den/nor
NCSC42,Secondary implantation of total prosthesis in primary elbow joint using cement\ single part - distal,est/lat/ice/den/nor
NCSC43,Secondary implantation of total prosthesis in primary elbow joint using cement\ single part - other,est/lat/ice/den
NCSC44,Secondary implantation of total prosthesis in primary elbow joint using cement\ two distal or proximal and one d,est/lat/ice/den/nor
NCSC49,Secondary implantation of total prosthesis in primary elbow joint using cement\ other or unspecified,est/swe/lat/ice/den
NCSC59,Secondary implantation of interposition prosthesis in elbow joint,est/swe/lat/ice/den/nor
NCSC99,Other secondary prosthetic replacement in elbow joint,est/swe/lat/ice/den/fin/nor
NCSE01,Incision or suture of capsule of elbow joint\ arthroscopic,est/swe/lat/ice/den/fin/nor
NCSE02,Incision or suture of capsule of elbow joint\ open,est/swe/lat/ice/den/fin/nor
NCSE11,Transcision or excision of ligament of elbow joint\ arthroscopic,est/swe/lat/ice/den/nor
NCSE12,Transcision or excision of ligament of elbow joint\ open,est/swe/lat/ice/den/nor
NCSE21,Suture or reinsertion of ligament of elbow joint\ arthroscopic,est/swe/lat/ice/den/fin/nor
NCSE22,Suture or reinsertion of ligament of elbow joint\ open,est/swe/lat/ice/den/fin/nor
NCSE31,Transposition of ligament of elbow joint\ arthroscopic,est/swe/lat/ice/den
NCSE32,Transposition of ligament of elbow joint\ open,est/swe/lat/ice/den/nor
NCSE41,Plastic repair of ligament of elbow joint not using prosthetic material\ arthroscopic,est/swe/lat/ice/den/nor
