ord,id,drg_comb,rtc,icd,mdc,dgcat,pdgprop,compl,or_proc,procpro,secpro,dgprop1,dgprop2,dgprop3,dgprop4,agelim,sex,dur,disch,nat_ver
50002080500,200D208050,970B,0,+,2.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002080750,200D208075,970B,0,+,23.0,23M04,,,,99V20,99V39,02K99,,,,,,<1,N,swe
50002081000,200D208100,970C,0,+,3.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002081250,200D208125,970C,0,+,23.0,23M04,,,,99V20,99V39,03K99,,,,,,<1,N,swe
50002081500,200D208150,970D,0,+,4.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002081750,200D208175,970D,0,+,23.0,23M04,,,,99V20,99V39,04K99,,,,,,<1,N,swe
50002082000,200D208200,970E,0,+,5.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002082250,200D208225,970E,0,+,23.0,23M04,,,,99V20,99V39,05K99,,,,,,<1,N,swe
50002082350,200D208235,970E,0,,,,,,,05V11,99V39,,,,,,,<1,N,swe
50002082500,200D208250,970F,0,+,6.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002082750,200D208275,970F,0,+,23.0,23M04,,,,99V20,99V39,06K99,,,,,,<1,N,swe
50002083000,200D208300,970G,0,+,7.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002083250,200D208325,970G,0,+,23.0,23M04,,,,99V20,99V39,07K99,,,,,,<1,N,swe
50002083350,200D208335,970G,0,,,,,,,07V01,99V39,,,,,,,<1,N,swe
50002083500,200D208350,970H,0,+,8.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002083750,200D208375,970H,0,+,23.0,23M04,,,,99V20,99V39,08K99,,,,,,<1,N,swe
50002084000,200D208400,970J,0,+,9.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002084250,200D208425,970J,0,+,23.0,23M04,,,,99V20,99V39,09K99,,,,,,<1,N,swe
50002084500,200D208450,970K,0,+,30.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002084750,200D208475,970K,0,+,23.0,23M04,,,,99V20,99V39,30K99,,,,,,<1,N,swe
50002085000,200D208500,970L,0,+,10.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002085250,200D208525,970L,0,+,23.0,23M04,,,,99V20,99V39,10K99,,,,,,<1,N,swe
50002085500,200D208550,970M,0,+,11.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002085750,200D208575,970M,0,+,23.0,23M04,,,,99V20,99V39,11K99,,,,,,<1,N,swe
50002086000,200D208600,970N,0,+,12.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002086250,200D208625,970N,0,+,23.0,23M04,,,,99V20,99V39,12K99,,,,,,<1,N,swe
50002086500,200D208650,970SO,0,+,13.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002086750,200D208675,970SO,0,+,23.0,23M04,,,,99V20,99V39,13K99,,,,,,<1,N,swe
50002087000,200D208700,970P,0,+,14.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002087250,200D208725,970P,0,+,23.0,23M04,,,,99V20,99V39,14K99,,,,,,<1,N,swe
50002087375,200D208745,970Q,0,+,,,10P05,,,99V20,99V39,,,,,<365,,<1,N,swe
50002087500,200D208750,970Q,0,+,15.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002087750,200D208775,970Q,0,+,23.0,23M04,,,,99V20,99V39,15K99,,,,,,<1,N,swe
50002088000,200D208800,960R,0,+,16.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002088250,200D208825,960R,0,+,23.0,23M04,,,,99V20,99V39,16K99,,,,,,<1,N,swe
50002088500,200D208850,970R,0,+,17.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002088750,200D208875,970R,0,+,23.0,23M04,,,,99V20,99V39,17K99,,,,,,<1,N,swe
50002089000,200D208900,970S,0,+,18.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002089250,200D208925,970S,0,+,23.0,23M04,,,,99V20,99V39,18K99,,,,,,<1,N,swe
50002090000,200D209000,970U,0,+,21.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002090250,200D209025,970U,0,+,23.0,23M04,,,,99V20,99V39,21K99,,,,,,<1,N,swe
50002090500,200D209050,970W,0,+,,,90P11,,,99V20,99V39,,,,,,,<1,N,swe
50002090750,200D209075,970Y,0,+,22.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002091000,200D209100,970Y,0,+,23.0,23M04,,,,99V20,99V39,22K99,,,,,,<1,N,swe
50002091125,200D2091125,X97O,0,+,,,18P10,,,99V20,99V39,,,,,,,<1,N,swe
50002091187,200D2091126,X97O,0,,,,,,,40V58,99V39,,,,,,,<1,N,swe
50002091250,200D209125,970SV,0,+,24.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002091500,200D209150,970SV,0,+,23.0,,,,,99V20,99V39,,,,,,,<1,N,swe
50002110000,200D211000,951V,0,,,,,,,99V37,99V20,,,,,,,<1,N,swe
50002115000,200D211500,876V,0,,,,,,,19V01,,,,,,,,<1,N,swe
50002130000,200D213000,953V,0,,,,,,,99V35,99V21,,,,,,,<1,N,swe
50002150000,200D215000,955V,0,,,,,,,99V34,99V20,,,,,,,<1,N,swe
50002155000,200D215500,909V,0,,,,,,,40V22,,,,,,,,<1,N,swe
50002190000,200D219000,959V,0,,,,,,,99V33,99V20,,,,,,,<1,N,swe
50002200000,200D220000,960V,0,,,,,,,99V37,99V21,,,,,,,<1,N,swe
50002220000,200D222000,962V,0,,,,,,,99V36,99V20,,,,,,,<1,N,swe
50002229500,200D222950,981V,0,,,,,,,99V43,99V20,,,,,,,<1,N,swe
50002250000,200D225000,965V,0,,,,,,,99V30,99V20,,,,,,,<1,N,swe
50002260000,200D226000,966V,0,,,,,,,99V32,99V20,,,,,,,<1,N,swe
50002270000,200D227000,967V,0,,,,,,,99V31,99V20,,,,,,,<1,N,swe
50002280000,200D228000,968V,0,,,,,,,99V34,99V21,,,,,,,<1,N,swe
50002290000,200D229000,969V,0,,,,,,,99V38,99V20,,,,,,,<1,N,swe
50002299000,200D229900,927V,0,,,,,,,40V40,,,,,,,,<1,N,swe
50002300000,200D230000,970V,0,,,,,,,99V39,99V20,,,,,,,<1,N,swe
50002310000,200D231000,971V,0,,,,,,,99V33,99V21,,,,,,,<1,N,swe
50002322000,200D232200,972V,0,,,,,,,99V40,99V20,,,,,,,<1,N,swe
50002330000,200D233000,973V,0,,,,,,,99V36,99V21,,,,,,,<1,N,swe
50002333000,200D234100,X97O,0,+,,,18P10,,,99V42,,,,,,,,<1,N,swe
50002336000,200D234150,X97O,0,,,,,,,40V58,99V42,,,,,,,<1,N,swe
50002342000,200D234200,974V,0,,,,,,,99V42,99V20,,,,,,,<1,N,swe
50002343000,200D234300,974V,0,,,,,,,99V42,99V21,,,,,,,<1,N,swe
50002346500,200D2346500,974V,0,+,,99M02,,,,99V20,,,,,,,,<1,N,swe
50002350000,200D235000,975V,0,,,,,,,99V30,99V21,,,,,,,<1,N,swe
50002360000,200D236000,976V,0,,,,,,,99V32,99V21,,,,,,,<1,N,swe
50002372000,200D237200,977V,0,,,,,,,99V41,99V20,,,,,,,<1,N,swe
50002380000,200D238000,978V,0,,,,,,,99V31,99V21,,,,,,,<1,N,swe
50002390000,200D239000,979V,0,,,,,,,99V38,99V21,,,,,,,<1,N,swe
50002395000,200D239500,983V,0,,,,,,,99V43,99V21,,,,,,,<1,N,swe
50002400000,200D240000,980V,0,,,,,,,99V39,99V21,,,,,,,<1,N,swe
50002405000,200D240500,972Y,0,,,,,,,99V40,99V21,,,,,,,<1,N,swe
50002406000,200D240600,977Y,0,,,,,,,99V41,99V21,,,,,,,<1,N,swe
57002500100,270D250010,929W,0,,,,,,,99V23,,,,,,,,<1,N,swe
57809900000,278D990000,470V,2,+,98.0,,,,,,,,,,,,,<1,,swe
57809900010,000D0040109,470V,2,+,98.0,,,,,,,,,,,,,<2,,est/fin/ice/lat/nor
57900010000,199D001000,477O,7,+,,,,,P,,,,,,,,,<2,N,den/est/fin/ice/lat
57900010001,199D0010001,477O,7,+,,,,,S,,,,,,,,,<2,N,nor
57900020000,199D002000,998NO,0,,,,,,,99V21,,,,,,,,<2,N,ice
57900900000,199D090000,980X,0,+,,,40P80,,,,,,,,,<29,,<2,N,nor
57900900400,199D090040,981X,0,+,,,,,,,,,,,,,,<2,N,nor
58000000000,280D000000,477O,7,+,,,,,S,,,,,,,,,<1,N,swe
58000000010,280D000001,477O,7,+,,,,,,,,00X10,,,,,,<1,N,swe
59909999900,299D999990,470U,9,,,,,,,,,,,,,,,<2,N,fin/est
59909999901,299D9999901,470Z,9,,,,,,,,,,,,,,,<2,N,ice
59909999902,299D9999902,470Z,9,,,,,,,,,,,,,,,<1,N,swe
64955499951,400D090000,W95N,0,+,,,23P20,,,,,,,,,,,>0,,swe
67478249975,400D300300,495X,0,+,,,,,S,00S04,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70001000000,400D100000,480X,0,+,,,,,S,00S01,,,,,,,,,,fin
70001001000,400D100100,480X,0,+,,,,,S,00S01,,,,,,,,,,den/est/ice/lat/nor
70001001090,400D100109,480X,0,+,,,,,S,00S01,,,,,,,,,,swe
70002001000,400D200100,481B,0,+,,,,,,17S03,,,,,,>6574,,,,den/fin/ice/lat/nor
70002001090,400D200109,518N,0,+,,,,,,17S03,,,,,,>6574,,,,swe
70002001100,400D200110,481C,0,+,,,,,,17S03,,,,,,,,,,den/fin/ice/lat/nor
70002001101,400D2001101,518B,0,+,,,,,,17S03,,,,,,,,,,swe
70002001200,400D200120,481A,0,+,,,,,,17S04,,,,,,,,,,den/fin/ice/lat/nor
70002001201,400D2001201,481C,0,+,,,,1.0,,17S04,,,,,,,,,,swe
70002001290,400D200129,481N,0,+,,,,,,17S04,,,,,,,,,,swe
70003001000,400D300100,103X,0,+,,,,,S,00S07,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70003002000,400D300200,103X,0,+,5.0,,,,S,05S01,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70003004000,400D300400,191A,0,+,,,,,S,00S06,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70003005000,400D300500,302X,0,+,,,,,S,11S01,,,,,,,,,,den/fin/ice/lat/nor
70003005001,400D3005001,302X,0,+,11.0,,,,S,11S01,,,,,,,,,,est
70003005010,400D300501,302C,0,+,,,,,S,11S01,,11X05,,,,,,,,swe
70003005050,400D300505,302C,0,+,,,,1.0,S,11S01,,,,,,,,,,swe
70003005090,400D300509,302N,0,+,,,,,S,11S01,,,,,,,,,,swe
70003006000,400D300600,482X,0,+,,,00P11,,S,00S03,,,,,,,,,,den/fin/ice/lat/nor
70003006050,400D300605,482C,0,+,,,00P11,1.0,S,00S03,,,,,,,,,,swe
70003006060,400D300606,482C,0,+,,,,,S,00S03,00S05,,,,,,,,,swe
70003006090,400D300609,482N,0,+,,,00P11,,S,00S03,,,,,,,,,,swe
70003006140,400D300614,482N,0,+,,,,,S,00S09,,,,,,,,,,swe
70003006150,400D300615,482X,0,+,,,,,S,00S09,,,,,,,,,,fin/nor
70003008000,400D300800,483X,0,+,,,,,S,00S03,,,,,,,,,,den/fin/ice/lat/nor
70003008001,400D3008001,483M,0,+,,,,2.0,S,00S03,,,,,,,,,,swe
70003008090,400D300809,483N,0,+,,,,,S,00S03,,,,,,,,,,swe
70003008100,400D300810,483B,0,+,,,,,S,00S20,,,,,,,,,,swe
70003008110,400D300811,483B,0,+,,,,,S,00S21,05S02,,,,,,,,,swe
70003008120,400D300812,483B,0,+,,,,,S,00S21,05S09,,,,,,,,,swe
70003008200,400D300820,483B,0,+,,,,,S,00S20,,,,,,,,,,ice
70003008300,400D300830,483B,0,+,,,,,S,00S21,05S02,,,,,,,,,ice
70003008400,400D300840,483B,0,+,,,,,S,00S21,05S09,,,,,,,,,ice
70003008500,400D300850,483B,0,+,,,,,S,00S20,,,,,,,,,,fin
70003008600,400D300860,483B,0,+,,,,,S,00S21,05S02,,,,,,,,,fin
70003008700,400D300870,483B,0,+,,,,,S,00S21,05S09,,,,,,,,,fin
70003009000,400D300900,483B,0,+,,,,,S,00S20,,,,,,,,,,den/est/lat/nor
70003009100,400D300910,483B,0,+,,,,,S,00S21,05S02,,,,,,,,,nor
70003009200,400D300920,483B,0,+,,,,,S,00S21,05S09,,,,,,,,,nor
70003009500,400D300950,483B,0,+,,,,,S,00S21,05S02,,,,,,,,,den/lat
70003009700,400D300970,483B,0,+,,,,,S,00S21,05S09,,,,,,,,,den/lat
70003100000,400D310000,550E,0,+,,,01P10,,N,,,23X20,23F52,,,,,,,den/est/fin/ice/swe
70003100500,400D310010,550E,0,+,,,05P11,,N,,,23X20,01X05,23F52,,,,,,swe
70003101000,400D310100,550D,0,+,,,01P10,,N,,,23X20,23F11,23F72,,,,,,den/est/fin/ice/swe
70003101500,400D310110,550D,0,+,,,05P11,,N,,,23X20,01X05,23F11,23F72,,,,,swe
70003102000,400D310200,550C,0,+,,,01P10,,N,,,23X20,23F11,,,,,,,den/est/fin/ice/swe
70003102500,400D310210,550C,0,+,,,05P11,,N,,,23X20,01X05,23F11,,,,,,swe
70003103000,400D310300,550B,0,+,,,01P10,,N,,,23X20,23F72,,,,,,,den/est/fin/ice/swe
70003103500,400D310310,550B,0,+,,,05P11,,N,,,23X20,01X05,23F72,,,,,,swe
70003104000,400D310400,550A,0,+,,,01P10,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003104500,400D310410,550A,0,+,,,05P11,,N,,,23X20,01X05,,,,,,,swe
70003105000,400D310500,551B,0,+,,,01P11,,N,,,23X20,23F72,,,,,,,den/est/fin/ice/swe
70003106000,400D310600,551A,0,+,,,01P11,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003107000,400D310700,552C,0,+,,,01P12,,N,,,23X20,23F71,23F02,,,,,,den/est/fin/ice/swe
70003108000,400D310800,552B,0,+,,,01P12,,N,,,23X20,23F71,,,,,,,den/est/fin/ice/swe
70003109000,400D310900,552A,0,+,,,01P12,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003110000,400D311000,553B,0,+,,,01P13,,N,,,23X20,23F51,,,,,,,den/est/fin/ice/swe
70003111000,400D311100,553A,0,+,,,01P13,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003112000,400D311200,554B,0,+,,,01P14,,N,,,23X20,23F72,,,,,,,den/est/fin/ice/swe
70003113000,400D311300,554A,0,+,,,01P14,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003114000,400D311400,555B,0,+,,,01P15,,N,,,23X20,23F72,,,,,,,den/est/fin/ice/swe
70003115000,400D311500,555A,0,+,,,01P15,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003116000,400D311600,556B,0,+,,,05P10,,N,,,23X20,23F71,,,,,,,den/est/fin/ice/swe
70003117000,400D311700,556A,0,+,,,05P10,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003118000,400D311800,557E,0,+,,,08P10,,N,,,23X20,23F32,23F41,,,,,,den/est/fin/ice/swe
70003119000,400D311900,557D,0,+,,,08P10,,N,,,23X20,23F32,,,,,,,den/est/fin/ice/swe
70003120000,400D312000,557C,0,+,,,08P10,,N,,,23X20,23F41,,,,,,,den/est/fin/ice/swe
70003121000,400D312100,557B,0,+,,,08P10,,N,,,23X20,23F72,,,,,,,den/est/fin/ice/swe
70003122000,400D312200,557A,0,+,,,08P10,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003123000,400D312300,558C,0,+,,,21P10,,N,,,23X20,23F32,,,,,,,den/est/fin/ice/swe
70003124000,400D312400,558B,0,+,,,21P10,,N,,,23X20,23F61,,,,,,,den/est/fin/ice/swe
70003125000,400D312500,558A,0,+,,,21P10,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003126000,400D312600,559B,0,+,,,23P10,,N,,,23X20,23F72,,,,,,,den/est/fin/ice/swe
70003127000,400D312700,559A,0,+,,,23P10,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70003128000,400D312800,560E,0,+,,,,,N,,,23X20,23F31,23F91,,,,,,den/est/fin/ice/swe
70003129000,400D312900,560D,0,+,,,,,N,,,23X20,23F31,,,,,,,den/est/fin/ice/swe
70003130000,400D313000,560C,0,+,,,,,N,,,23X20,23F91,,,,,,,den/est/fin/ice/swe
70003131000,400D313100,560B,0,+,,,,,N,,,23X20,23F62,,,,,,,den/est/fin/ice/swe
70003132000,400D313200,560A,0,+,,,,,N,,,23X20,,,,,,,,den/est/fin/ice/lat/swe
70005100000,400D510000,484X,0,+,,,00P21,,S,21S04,,24X10,24X20,,,,,,,den/est/ice/lat/nor/swe
70005100100,400D510010,484X,0,+,,,00P21,,S,21S04,,24X10,24X30,,,,,,,den/est/ice/lat/nor/swe
70005100200,400D510020,484X,0,+,,,00P21,,S,21S04,,24X10,24X40,,,,,,,den/est/ice/lat/nor/swe
70005100300,400D510030,484X,0,+,,,00P21,,S,21S04,,24X10,24X50,,,,,,,den/est/ice/lat/nor/swe
70005100400,400D510040,484X,0,+,,,00P21,,S,21S04,,24X10,24X60,,,,,,,den/est/ice/lat/nor/swe
70005100500,400D510050,484X,0,+,,,00P21,,S,21S04,,24X10,24X70,,,,,,,den/est/ice/lat/nor/swe
70005100600,400D510060,484X,0,+,,,00P21,,S,21S04,,24X10,24X71,21X01,,,,,,den/est/ice/lat/nor/swe
70005100700,400D510070,484X,0,+,,,00P21,,S,21S04,,24X10,24X72,21X03,,,,,,den/est/ice/lat/nor/swe
70005100800,400D510080,484X,0,+,,,00P21,,S,21S04,,24X10,24X80,,,,,,,den/est/ice/lat/nor/swe
70005100900,400D510090,484X,0,+,,,00P21,,S,21S04,,24X10,24X81,21X02,,,,,,den/est/ice/lat/nor/swe
70005101000,400D510100,484X,0,+,,,00P21,,S,21S04,,24X20,24X30,,,,,,,den/est/ice/lat/nor/swe
70005101100,400D510110,484X,0,+,,,00P21,,S,21S04,,24X20,24X40,,,,,,,den/est/ice/lat/nor/swe
70005101110,400D510111,484N,0,+,,,24P01,,S,21S04,,24X11,24X21,,,,,,,fin
70005101200,400D510120,484X,0,+,,,00P21,,S,21S04,,24X20,24X50,,,,,,,den/est/ice/lat/nor/swe
70005101210,400D510121,484N,0,+,,,24P01,,S,21S04,,24X11,24X22,,,,,,,fin
70005101300,400D510130,484X,0,+,,,00P21,,S,21S04,,24X20,24X60,,,,,,,den/est/ice/lat/nor/swe
70005101310,400D510131,484N,0,+,,,24P01,,S,21S04,,24X11,24X31,,,,,,,fin
70005101400,400D510140,484X,0,+,,,00P21,,S,21S04,,24X20,24X70,,,,,,,den/est/ice/lat/nor/swe
70005101410,400D510141,484N,0,+,,,24P01,,S,21S04,,24X11,24X41,,,,,,,fin
70005101500,400D510150,484X,0,+,,,00P21,,S,21S04,,24X20,24X71,21X01,,,,,,den/est/ice/lat/nor/swe
70005101510,400D510151,484N,0,+,,,24P01,,S,21S04,,24X11,24X61,,,,,,,fin
70005101600,400D510160,484X,0,+,,,00P21,,S,21S04,,24X20,24X72,21X03,,,,,,den/est/ice/lat/nor/swe
70005101700,400D510170,484X,0,+,,,00P21,,S,21S04,,24X20,24X80,,,,,,,den/est/ice/lat/nor/swe
70005101800,400D510180,484X,0,+,,,00P21,,S,21S04,,24X20,24X81,21X02,,,,,,den/est/ice/lat/nor/swe
70005101900,400D510190,484X,0,+,,,00P21,,S,21S04,,24X30,24X40,,,,,,,den/est/ice/lat/nor/swe
70005102000,400D510200,484X,0,+,,,00P21,,S,21S04,,24X30,24X50,,,,,,,den/est/ice/lat/nor/swe
70005102100,400D510210,484X,0,+,,,00P21,,S,21S04,,24X30,24X60,,,,,,,den/est/ice/lat/nor/swe
70005102200,400D510220,484X,0,+,,,00P21,,S,21S04,,24X30,24X70,,,,,,,den/est/ice/lat/nor/swe
70005102300,400D510230,484X,0,+,,,00P21,,S,21S04,,24X30,24X71,21X01,,,,,,den/est/ice/lat/nor/swe
70005102400,400D510240,484X,0,+,,,00P21,,S,21S04,,24X30,24X72,21X03,,,,,,den/est/ice/lat/nor/swe
70005102500,400D510250,484X,0,+,,,00P21,,S,21S04,,24X30,24X80,,,,,,,den/est/ice/lat/nor/swe
70005102600,400D510260,484X,0,+,,,00P21,,S,21S04,,24X30,24X81,21X02,,,,,,den/est/ice/lat/nor/swe
70005102700,400D510270,484X,0,+,,,00P21,,S,21S04,,24X40,24X50,,,,,,,den/est/ice/lat/nor/swe
70005102800,400D510280,484X,0,+,,,00P21,,S,21S04,,24X40,24X60,,,,,,,den/est/ice/lat/nor/swe
70005102900,400D510290,484X,0,+,,,00P21,,S,21S04,,24X40,24X70,,,,,,,den/est/ice/lat/nor/swe
70005103000,400D510300,484X,0,+,,,00P21,,S,21S04,,24X40,24X71,21X01,,,,,,den/est/ice/lat/nor/swe
70005103100,400D510310,484X,0,+,,,00P21,,S,21S04,,24X40,24X72,21X03,,,,,,den/est/ice/lat/nor/swe
70005103200,400D510320,484X,0,+,,,00P21,,S,21S04,,24X40,24X80,,,,,,,den/est/ice/lat/nor/swe
70005103300,400D510330,484X,0,+,,,00P21,,S,21S04,,24X40,24X81,21X02,,,,,,den/est/ice/lat/nor/swe
70005103400,400D510340,484X,0,+,,,00P21,,S,21S04,,24X50,24X60,,,,,,,den/est/ice/lat/nor/swe
70005103500,400D510350,484X,0,+,,,00P21,,S,21S04,,24X50,24X70,,,,,,,den/est/ice/lat/nor/swe
70005103600,400D510360,484X,0,+,,,00P21,,S,21S04,,24X50,24X71,21X01,,,,,,den/est/ice/lat/nor/swe
70005103700,400D510370,484X,0,+,,,00P21,,S,21S04,,24X50,24X72,21X03,,,,,,den/est/ice/lat/nor/swe
70005103800,400D510380,484X,0,+,,,00P21,,S,21S04,,24X50,24X80,,,,,,,den/est/ice/lat/nor/swe
70005103900,400D510390,484X,0,+,,,00P21,,S,21S04,,24X50,24X81,21X02,,,,,,den/est/ice/lat/nor/swe
70005104000,400D510400,484X,0,+,,,00P21,,S,21S04,,24X60,24X70,,,,,,,den/est/ice/lat/nor/swe
70005104100,400D510410,484X,0,+,,,00P21,,S,21S04,,24X60,24X71,21X01,,,,,,den/est/ice/lat/nor/swe
70005104200,400D510420,484X,0,+,,,00P21,,S,21S04,,24X60,24X72,21X03,,,,,,den/est/ice/lat/nor/swe
70005104300,400D510430,484X,0,+,,,00P21,,S,21S04,,24X60,24X80,,,,,,,den/est/ice/lat/nor/swe
70005104400,400D510440,484X,0,+,,,00P21,,S,21S04,,24X60,24X81,21X02,,,,,,den/est/ice/lat/nor/swe
70005104500,400D510450,484X,0,+,,,00P21,,S,21S04,,24X70,24X80,,,,,,,den/est/ice/lat/nor/swe
70005104600,400D510460,484X,0,+,,,00P21,,S,21S04,,24X71,21X01,24X80,,,,,,den/est/ice/lat/nor/swe
70005104700,400D510470,484X,0,+,,,00P21,,S,21S04,,24X72,21X03,24X80,,,,,,den/est/ice/lat/nor/swe
70005104800,400D510480,484X,0,+,,,00P21,,S,21S04,,24X70,24X81,21X02,,,,,,den/est/ice/lat/nor/swe
70005104900,400D510490,484X,0,+,,,00P21,,S,21S04,,24X71,21X01,24X81,21X02,,,,,den/est/ice/lat/nor/swe
70005104920,400D510492,484X,0,+,,,00P21,,S,21S04,,24X72,21X01,24X81,21X02,,,,,nor
70005105000,400D510500,484X,0,+,,,00P21,,S,21S04,,24X72,21X03,24X81,21X02,,,,,den/est/ice/lat/swe
70005105100,400D510510,484X,0,+,,,00P21,,S,21S04,,24X90,,,,,,,,den/est/ice/lat/nor/swe
70005105110,400D512000,486X,0,+,,,00P21,,S,21S03,,24X10,24X20,,,,,,,ice/nor/swe
70005105120,400D512001,486X,0,+,,,00P21,,,21S03,,24X10,24X20,00X10,,,,,,ice/swe
70005105130,400D512010,486X,0,+,,,00P21,,S,21S03,,24X10,24X30,,,,,,,ice/nor/swe
70005105140,400D512011,486X,0,+,,,00P21,,,21S03,,24X10,24X30,00X10,,,,,,ice/swe
70005105150,400D512020,486X,0,+,,,00P21,,S,21S03,,24X10,24X40,,,,,,,ice/nor/swe
70005105160,400D512021,486X,0,+,,,00P21,,,21S03,,24X10,24X40,00X10,,,,,,ice/swe
70005105170,400D512030,486X,0,+,,,00P21,,S,21S03,,24X10,24X50,,,,,,,ice/nor/swe
70005105180,400D512031,486X,0,+,,,00P21,,,21S03,,24X10,24X50,00X10,,,,,,ice/swe
70005105190,400D512040,486X,0,+,,,00P21,,S,21S03,,24X10,24X60,,,,,,,ice/nor/swe
70005105200,400D512041,486X,0,+,,,00P21,,,21S03,,24X10,24X60,00X10,,,,,,ice/swe
70005105210,400D512050,486X,0,+,,,00P21,,S,21S03,,24X10,24X70,,,,,,,ice/nor/swe
70005105220,400D512051,486X,0,+,,,00P21,,,21S03,,24X10,24X70,00X10,,,,,,ice/swe
70005105230,400D512060,486X,0,+,,,00P21,,S,21S03,,24X10,24X71,21X01,,,,,,ice/nor/swe
70005105240,400D512061,486X,0,+,,,00P21,,,21S03,,24X10,24X71,21X01,00X10,,,,,ice/swe
70005105250,400D512070,486X,0,+,,,00P21,,S,21S03,,24X10,24X72,21X03,,,,,,ice/nor/swe
70005105260,400D512071,486X,0,+,,,00P21,,,21S03,,24X10,24X72,21X03,00X10,,,,,ice/swe
70005105270,400D512080,486X,0,+,,,00P21,,S,21S03,,24X10,24X80,,,,,,,ice/nor/swe
70005105280,400D512081,486X,0,+,,,00P21,,,21S03,,24X10,24X80,00X10,,,,,,ice/swe
70005105290,400D512090,486X,0,+,,,00P21,,S,21S03,,24X10,24X81,21X02,,,,,,ice/nor/swe
70005105300,400D512091,486X,0,+,,,00P21,,,21S03,,24X10,24X81,21X02,00X10,,,,,ice/swe
70005105310,400D512100,486X,0,+,,,00P21,,S,21S03,,24X20,24X30,,,,,,,ice/nor/swe
70005105320,400D512101,486X,0,+,,,00P21,,,21S03,,24X20,24X30,00X10,,,,,,ice/swe
70005105330,400D512110,486X,0,+,,,00P21,,S,21S03,,24X20,24X40,,,,,,,ice/nor/swe
70005105340,400D512111,486X,0,+,,,00P21,,,21S03,,24X20,24X40,00X10,,,,,,ice/swe
70005105350,400D512120,486X,0,+,,,00P21,,S,21S03,,24X20,24X50,,,,,,,ice/nor/swe
70005105360,400D512121,486X,0,+,,,00P21,,,21S03,,24X20,24X50,00X10,,,,,,ice/swe
70005105370,400D512130,486X,0,+,,,00P21,,S,21S03,,24X20,24X60,,,,,,,ice/nor/swe
70005105380,400D512131,486X,0,+,,,00P21,,,21S03,,24X20,24X60,00X10,,,,,,ice/swe
70005105390,400D512140,486X,0,+,,,00P21,,S,21S03,,24X20,24X70,,,,,,,ice/nor/swe
70005105400,400D512141,486X,0,+,,,00P21,,,21S03,,24X20,24X70,00X10,,,,,,ice/swe
70005105410,400D512150,486X,0,+,,,00P21,,S,21S03,,24X20,24X71,21X01,,,,,,ice/nor/swe
70005105420,400D512151,486X,0,+,,,00P21,,,21S03,,24X20,24X71,21X01,00X10,,,,,ice/swe
70005105430,400D512160,486X,0,+,,,00P21,,S,21S03,,24X20,24X72,21X03,,,,,,ice/nor/swe
70005105440,400D512161,486X,0,+,,,00P21,,,21S03,,24X20,24X72,21X03,00X10,,,,,ice/swe
70005105450,400D512170,486X,0,+,,,00P21,,S,21S03,,24X20,24X80,,,,,,,ice/nor/swe
70005105460,400D512171,486X,0,+,,,00P21,,,21S03,,24X20,24X80,00X10,,,,,,ice/swe
70005105470,400D512180,486X,0,+,,,00P21,,S,21S03,,24X20,24X81,21X02,,,,,,ice/nor/swe
70005105480,400D512181,486X,0,+,,,00P21,,,21S03,,24X20,24X81,21X02,00X10,,,,,ice/swe
