code_plus,d_code_plus,text_plus,d_text_plus,vartype,varval,prop_0,varval_text_comb,nat_ver
M9060,C9110,Osteitis deformans in neoplastic disease (C00–D48+),Chronic lymphocytic leukaemia of B-cell typeChronic lymphocytic leukaemia,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9110,Osteitis deformans in neoplastic disease (C00–D48+),Chronic lymphocytic leukaemia of B-cell typeChronic lymphocytic leukaemia,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9130,Osteitis deformans in neoplastic disease (C00–D48+),Prolymphocytic leukaemia of B-cell type,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9130,Osteitis deformans in neoplastic disease (C00–D48+),Prolymphocytic leukaemia of B-cell type,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9140,Osteitis deformans in neoplastic disease (C00–D48+),Hairy-cell leukaemia,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9140,Osteitis deformans in neoplastic disease (C00–D48+),Hairy-cell leukaemia,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9150,Osteitis deformans in neoplastic disease (C00–D48+),Adult T-cell lymphoma/leukaemia (HTLV-1-associated),DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9150,Osteitis deformans in neoplastic disease (C00–D48+),Adult T-cell lymphoma/leukaemia (HTLV-1-associated),MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9160,Osteitis deformans in neoplastic disease (C00–D48+),Prolymophocytic leukaemia of T-cell type,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9160,Osteitis deformans in neoplastic disease (C00–D48+),Prolymophocytic leukaemia of T-cell type,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9170,Osteitis deformans in neoplastic disease (C00–D48+),Other lymphoid leukaemia,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9170,Osteitis deformans in neoplastic disease (C00–D48+),Other lymphoid leukaemia,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9180,Osteitis deformans in neoplastic disease (C00–D48+),Mature B-cell leukaemia Burkitt-type,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9180,Osteitis deformans in neoplastic disease (C00–D48+),Mature B-cell leukaemia Burkitt-type,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9190,Osteitis deformans in neoplastic disease (C00–D48+),"Lymphoid leukaemia, unspecified",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9190,Osteitis deformans in neoplastic disease (C00–D48+),"Lymphoid leukaemia, unspecified",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9200,Osteitis deformans in neoplastic disease (C00–D48+),Acute myeloblastic leukaemia,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9200,Osteitis deformans in neoplastic disease (C00–D48+),Acute myeloblastic leukaemia,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C920A,Osteitis deformans in neoplastic disease (C00–D48+),"Acute myeloblastic leukaemia, type M0, M1, M2",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C920A,Osteitis deformans in neoplastic disease (C00–D48+),"Acute myeloblastic leukaemia, type M0, M1, M2",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C920B,Osteitis deformans in neoplastic disease (C00–D48+),Acute myeloblastic leukaemia with t(8\21),DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C920B,Osteitis deformans in neoplastic disease (C00–D48+),Acute myeloblastic leukaemia with t(8\21),MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9210,Osteitis deformans in neoplastic disease (C00–D48+),"Chronic myeloid leukaemia [CML], BCR/ABL-positive",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9210,Osteitis deformans in neoplastic disease (C00–D48+),"Chronic myeloid leukaemia [CML], BCR/ABL-positive",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9220,Osteitis deformans in neoplastic disease (C00–D48+),"Atypical chronic myeloid leukaemia, BCR/ABL- negative",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9220,Osteitis deformans in neoplastic disease (C00–D48+),"Atypical chronic myeloid leukaemia, BCR/ABL- negative",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9230,Osteitis deformans in neoplastic disease (C00–D48+),Myeloid sarcoma,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9230,Osteitis deformans in neoplastic disease (C00–D48+),Myeloid sarcoma,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9240,Osteitis deformans in neoplastic disease (C00–D48+),Acute promyelocytic leukaemia [PML],DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9240,Osteitis deformans in neoplastic disease (C00–D48+),Acute promyelocytic leukaemia [PML],MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9250,Osteitis deformans in neoplastic disease (C00–D48+),Acute myelomonocytic leukaemia,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9250,Osteitis deformans in neoplastic disease (C00–D48+),Acute myelomonocytic leukaemia,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9260,Osteitis deformans in neoplastic disease (C00–D48+),Acute myeloid leukaemia with 11q23-abnormality,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9260,Osteitis deformans in neoplastic disease (C00–D48+),Acute myeloid leukaemia with 11q23-abnormality,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9270,Osteitis deformans in neoplastic disease (C00–D48+),Other myeloid leukaemia,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9270,Osteitis deformans in neoplastic disease (C00–D48+),Other myeloid leukaemia,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9280,Osteitis deformans in neoplastic disease (C00–D48+),Acute myeloid leukaemia wiht multilineage dysplasia,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9280,Osteitis deformans in neoplastic disease (C00–D48+),Acute myeloid leukaemia wiht multilineage dysplasia,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9290,Osteitis deformans in neoplastic disease (C00–D48+),"Myeloid leukaemia, unspecified",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9290,Osteitis deformans in neoplastic disease (C00–D48+),"Myeloid leukaemia, unspecified",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9300,Osteitis deformans in neoplastic disease (C00–D48+),Acute monoblastic/monocytic leukaemia,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9300,Osteitis deformans in neoplastic disease (C00–D48+),Acute monoblastic/monocytic leukaemia,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9310,Osteitis deformans in neoplastic disease (C00–D48+),Chronic myelomonocytic leukaemia,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9310,Osteitis deformans in neoplastic disease (C00–D48+),Chronic myelomonocytic leukaemia,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9330,Osteitis deformans in neoplastic disease (C00–D48+),Juvenile myelomonocytic leukaemia,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9330,Osteitis deformans in neoplastic disease (C00–D48+),Juvenile myelomonocytic leukaemia,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9370,Osteitis deformans in neoplastic disease (C00–D48+),Other monocytic leukaemia,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9370,Osteitis deformans in neoplastic disease (C00–D48+),Other monocytic leukaemia,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9390,Osteitis deformans in neoplastic disease (C00–D48+),"Monocytic leukaemia, unspecified",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9390,Osteitis deformans in neoplastic disease (C00–D48+),"Monocytic leukaemia, unspecified",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9400,Osteitis deformans in neoplastic disease (C00–D48+),Acute erythroid leukaemia,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9400,Osteitis deformans in neoplastic disease (C00–D48+),Acute erythroid leukaemia,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9420,Osteitis deformans in neoplastic disease (C00–D48+),Acute megakaryoblastic leukaemia,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9420,Osteitis deformans in neoplastic disease (C00–D48+),Acute megakaryoblastic leukaemia,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9430,Osteitis deformans in neoplastic disease (C00–D48+),Mast cell leukaemia,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9430,Osteitis deformans in neoplastic disease (C00–D48+),Mast cell leukaemia,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9440,Osteitis deformans in neoplastic disease (C00–D48+),Acute panmyelosis,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9440,Osteitis deformans in neoplastic disease (C00–D48+),Acute panmyelosis,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9460,Osteitis deformans in neoplastic disease (C00–D48+),"Myelodysplastic and myeloproliferative disease, not classified",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9460,Osteitis deformans in neoplastic disease (C00–D48+),"Myelodysplastic and myeloproliferative disease, not classified",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9470,Osteitis deformans in neoplastic disease (C00–D48+),Other specified leukaemias,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9470,Osteitis deformans in neoplastic disease (C00–D48+),Other specified leukaemias,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9500,Osteitis deformans in neoplastic disease (C00–D48+),Acute leukaemia of unspecified cell type,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9500,Osteitis deformans in neoplastic disease (C00–D48+),Acute leukaemia of unspecified cell type,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9510,Osteitis deformans in neoplastic disease (C00–D48+),Chronic leukaemia of unspecified cell type,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9510,Osteitis deformans in neoplastic disease (C00–D48+),Chronic leukaemia of unspecified cell type,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9570,Osteitis deformans in neoplastic disease (C00–D48+),Other leukaemia of unspecified cell type,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9570,Osteitis deformans in neoplastic disease (C00–D48+),Other leukaemia of unspecified cell type,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9590,Osteitis deformans in neoplastic disease (C00–D48+),"Leukaemia, unspecified",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9590,Osteitis deformans in neoplastic disease (C00–D48+),"Leukaemia, unspecified",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9600,Osteitis deformans in neoplastic disease (C00–D48+),Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease],DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9600,Osteitis deformans in neoplastic disease (C00–D48+),Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease],MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9620,Osteitis deformans in neoplastic disease (C00–D48+),Malignant mast cell tumour,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9620,Osteitis deformans in neoplastic disease (C00–D48+),Malignant mast cell tumour,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9640,Osteitis deformans in neoplastic disease (C00–D48+),Sarcoma of dendritic cells (accessory cells),DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9640,Osteitis deformans in neoplastic disease (C00–D48+),Sarcoma of dendritic cells (accessory cells),MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9650,Osteitis deformans in neoplastic disease (C00–D48+),Multifocal and unisystemic Langerhans-cell histiocytosis,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9650,Osteitis deformans in neoplastic disease (C00–D48+),Multifocal and unisystemic Langerhans-cell histiocytosis,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9660,Osteitis deformans in neoplastic disease (C00–D48+),Unifocal Langerhans-cell histiocytosis,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9660,Osteitis deformans in neoplastic disease (C00–D48+),Unifocal Langerhans-cell histiocytosis,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9670,Osteitis deformans in neoplastic disease (C00–D48+),"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9670,Osteitis deformans in neoplastic disease (C00–D48+),"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9680,Osteitis deformans in neoplastic disease (C00–D48+),Histiocytic sarcoma,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9680,Osteitis deformans in neoplastic disease (C00–D48+),Histiocytic sarcoma,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9690,Osteitis deformans in neoplastic disease (C00–D48+),"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9690,Osteitis deformans in neoplastic disease (C00–D48+),"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,C9700,Osteitis deformans in neoplastic disease (C00–D48+),Malignant neoplasms of independent (primary) multiple sites,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,C9700,Osteitis deformans in neoplastic disease (C00–D48+),Malignant neoplasms of independent (primary) multiple sites,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0000,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of lip, oral cavity and pharynx",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0000,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of lip, oral cavity and pharynx",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0010,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of oesophagus,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0010,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of oesophagus,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0020,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of stomach,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0020,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of stomach,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0100,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of colon,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0100,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of colon,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0110,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of rectosigmoid junction,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0110,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of rectosigmoid junction,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0120,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of rectum,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0120,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of rectum,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0130,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of anus and anal canal,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0130,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of anus and anal canal,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0140,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of other and unspecified parts of intestine,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0140,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of other and unspecified parts of intestine,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0150,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of liver, gallbladder and bile ducts",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0150,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of liver, gallbladder and bile ducts",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0170,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of other specified digestive organs,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0170,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of other specified digestive organs,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0190,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of digestive organ, unspecified",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0190,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of digestive organ, unspecified",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0200,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of larynx,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0200,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of larynx,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0210,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of trachea,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0210,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of trachea,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0220,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of bronchus and lung,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0220,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of bronchus and lung,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0230,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of other parts of respiratory system,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0230,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of other parts of respiratory system,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0240,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of respiratory system, unspecified",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0240,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of respiratory system, unspecified",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0300,Osteitis deformans in neoplastic disease (C00–D48+),Melanoma in situ of lip,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0300,Osteitis deformans in neoplastic disease (C00–D48+),Melanoma in situ of lip,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0310,Osteitis deformans in neoplastic disease (C00–D48+),"Melanoma in situ of eyelid, including canthus",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0310,Osteitis deformans in neoplastic disease (C00–D48+),"Melanoma in situ of eyelid, including canthus",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0320,Osteitis deformans in neoplastic disease (C00–D48+),Melanoma in situ of ear and external auricular canal,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0320,Osteitis deformans in neoplastic disease (C00–D48+),Melanoma in situ of ear and external auricular canal,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0330,Osteitis deformans in neoplastic disease (C00–D48+),Melanoma in situ of other and unspecified parts of face,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0330,Osteitis deformans in neoplastic disease (C00–D48+),Melanoma in situ of other and unspecified parts of face,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0340,Osteitis deformans in neoplastic disease (C00–D48+),Melanoma in situ of scalp and neck,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0340,Osteitis deformans in neoplastic disease (C00–D48+),Melanoma in situ of scalp and neck,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0350,Osteitis deformans in neoplastic disease (C00–D48+),Melanoma in situ of trunk,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0350,Osteitis deformans in neoplastic disease (C00–D48+),Melanoma in situ of trunk,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0360,Osteitis deformans in neoplastic disease (C00–D48+),"Melanoma in situ of upper limb, including shoulder",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0360,Osteitis deformans in neoplastic disease (C00–D48+),"Melanoma in situ of upper limb, including shoulder",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0370,Osteitis deformans in neoplastic disease (C00–D48+),"Melanoma in situ of lower limb, including hip",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0370,Osteitis deformans in neoplastic disease (C00–D48+),"Melanoma in situ of lower limb, including hip",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0380,Osteitis deformans in neoplastic disease (C00–D48+),Melanoma in situ of other sites,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0380,Osteitis deformans in neoplastic disease (C00–D48+),Melanoma in situ of other sites,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0390,Osteitis deformans in neoplastic disease (C00–D48+),"Melanoma in situ, unspecified",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0390,Osteitis deformans in neoplastic disease (C00–D48+),"Melanoma in situ, unspecified",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0400,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of skin of lip,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0400,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of skin of lip,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0410,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of skin of eyelid, including canthus",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0410,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of skin of eyelid, including canthus",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0420,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of skin of ear and external auricular canal,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0420,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of skin of ear and external auricular canal,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0430,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of skin of other and unspecified parts of face,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0430,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of skin of other and unspecified parts of face,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0440,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of skin of scalp and neck,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0440,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of skin of scalp and neck,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0450,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of skin of trunk,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0450,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of skin of trunk,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0460,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of skin of upper limb, including shoulder",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0460,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of skin of upper limb, including shoulder",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0470,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of skin of lower limb, including hip",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0470,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of skin of lower limb, including hip",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0480,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of skin of other sites,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0480,Osteitis deformans in neoplastic disease (C00–D48+),Carcinoma in situ of skin of other sites,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0490,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of skin, unspecified",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0490,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of skin, unspecified",MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0500,Osteitis deformans in neoplastic disease (C00–D48+),Lobular carcinoma in situ,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0500,Osteitis deformans in neoplastic disease (C00–D48+),Lobular carcinoma in situ,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0510,Osteitis deformans in neoplastic disease (C00–D48+),Intraductal carcinoma in situ,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0510,Osteitis deformans in neoplastic disease (C00–D48+),Intraductal carcinoma in situ,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0570,Osteitis deformans in neoplastic disease (C00–D48+),Other carcinoma in situ of breast,DGCAT,08M09,False,Bone disease and specific arthropaties,swe
M9060,D0570,Osteitis deformans in neoplastic disease (C00–D48+),Other carcinoma in situ of breast,MDC,08,False,Diseases and disorders of the musculoskeletal system and connective tissue,swe
M9060,D0590,Osteitis deformans in neoplastic disease (C00–D48+),"Carcinoma in situ of breast, unspecified",DGCAT,08M09,False,Bone disease and specific arthropaties,swe
