code_plus,text_plus,ast,nat_ver
N04AB01,Etanautine,,fin/swe
N04AB02,Orphenadrine (chloride),,fin/swe
N04AC,Ethers of tropine or tropine derivatives,,est/swe/lat/ice/den/fin/nor
N04AC01,Benzatropine,,fin/swe
N04AC30,Etybenzatropine,,fin/swe
N04BA,Dopa and dopa derivatives,,est/swe/lat/ice/den/fin/nor
N04BA01,Levodopa,,fin/swe
N04BA02,Levodopa and decarboxylase inhibitor,,fin/swe
N04BA03,"Levodopa, decarboxylase inhibitor and COMT inhibito",,fin/swe
N04BA04,Melevodopa,,fin/swe
N04BA05,Melevodopa and decarboxylase inhibitor,,fin/swe
N04BA06,Etilevodopa and decarboxylase inhibitor,,fin/swe
N04BB,Adamantane derivatives,,est/swe/lat/ice/den/fin/nor
N04BB01,Amantadine,,fin/swe
N04BC,Dopamine agonists,,est/swe/lat/ice/den/fin/nor
N04BC01,Bromocriptine,,fin/swe
N04BC02,Pergolide,,fin/swe
N04BC03,Dihydroergocryptine mesylate,,fin/swe
N04BC04,Ropinirole,,fin/swe
N04BC05,Pramipexole,,fin/swe
N04BC06,Cabergoline,,fin/swe
N04BC07,Apomorphine,,fin/swe
N04BC08,Piribedil,,fin/swe
N04BC09,Rotigotine,,fin/swe
N04BD,Monoamine oxidase B inhibitors,,est/swe/lat/ice/den/fin/nor
N04BD01,Selegiline,,fin/swe
N04BD02,Rasagiline,,fin/swe
N04BD03,Safinamide,,swe/fin
N04BX,Other dopaminergic agents,,est/swe/lat/ice/den/fin/nor
N04BX01,Tolcapone,,fin/swe
N04BX02,Entacapone,,fin/swe
N04BX03,Budipine,,fin/swe
N04BX04,Opicapone,,swe
N04CX01,Istradefylline,,fin/swe
N0500,"Unspecified nephritic syndrome, minor glomerular abnormality",,est/swe/lat/ice/den/fin/nor
N0510,"Unspecified nephritic syndrome, focal and segmental glomerular lesions",,est/swe/lat/ice/den/fin/nor
N0520,"Unspecified nephritic syndrome, diffuse membranous glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0530,"Unspecified nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0540,"Unspecified nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0550,"Unspecified nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0560,"Unspecified nephritic syndrome, dense deposit disease",,est/swe/lat/ice/den/fin/nor
N0570,"Unspecified nephritic syndrome, diffuse crescentic glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0580,"Unspecified nephritic syndrome, other",,est/swe/lat/ice/den/fin/nor
N0590,"Unspecified nephritic syndrome, unspecified",,est/swe/lat/ice/den/fin/nor
N05AA,Phenothiazines with aliphatic side-chain,,est/swe/lat/ice/den/fin/nor
N05AA01,Chlorpromazine,,fin/swe
N05AA02,Levomepromazine,,fin/swe
N05AA03,Promazine,,fin/swe
N05AA04,Acepromazine,,fin/swe
N05AA05,Triflupromazine,,fin/swe
N05AA06,Cyamemazine,,fin/swe
N05AA07,Chlorproethazine,,fin/swe
N05AB,Phenothiazines with piperazine structure,,est/swe/lat/ice/den/fin/nor
N05AB01,Dixyrazine,,fin/swe
N05AB02,Fluphenazine,,fin/swe
N05AB03,Perphenazine,,fin/swe
N05AB04,Prochlorperazine,,fin/swe
N05AB05,Thiopropazate,,fin/swe
N05AB06,Trifluoperazine,,fin/swe
N05AB07,Acetophenazine,,fin/swe
N05AB08,Thioproperazine,,fin/swe
N05AB09,Butaperazine,,fin/swe
N05AB10,Perazine,,fin/swe
N05AC,Phenothiazines with piperidine structure,,est/swe/lat/ice/den/fin/nor
N05AC01,Periciazine,,fin/swe
N05AC02,Thioridazine,,fin/swe
N05AC03,Mesoridazine,,fin/swe
N05AC04,Pipotiazine,,fin/swe
N05AD,Butyrophenone derivatives,,est/swe/lat/ice/den/fin/nor
N05AD01,Haloperidol,,fin/swe
N05AD02,Trifluperidol,,fin/swe
N05AD03,Melperone,,fin/swe
N05AD04,Moperone,,fin/swe
N05AD05,Pipamperone,,fin/swe
N05AD06,Bromperidol,,fin/swe
N05AD07,Benperidol,,fin/swe
N05AD08,Droperidol,,fin/swe
N05AD09,Fluanisone,,fin/swe
N05AD10,Lumateperone,,fin/swe
N05AE,Indole derivatives,,est/swe/lat/ice/den/fin/nor
N05AE01,Oxypertine,,fin/swe
N05AE02,Molindone,,fin/swe
N05AE03,Sertindole,,fin/swe
N05AE04,Ziprasidone,,fin/swe
N05AE05,Lurasidone,,swe
N05AF,Thioxanthene derivatives,,est/swe/lat/ice/den/fin/nor
N05AF01,Flupentixol,,fin/swe
N05AF02,Clopenthixol,,fin/swe
N05AF03,Chlorprothixene,,fin/swe
N05AF04,Tiotixene,,fin/swe
N05AF05,Zuclopenthixol,,fin/swe
N05AG,Diphenylbutylpiperidine derivatives,,est/swe/lat/ice/den/fin/nor
N05AG01,Fluspirilene,,fin/swe
N05AG02,Pimozide,,fin/swe
N05AG03,Penfluridol,,fin/swe
N05AH,"Diazepines, oxazepines and thiazepines",,est/swe/lat/ice/den/fin/nor
N05AH01,Loxapine,,fin/swe
N05AH02,Clozapine,,fin/swe
N05AH03,Olanzapine,,fin/swe
N05AH04,Quetiapine,,fin/swe
N05AH05,Asenapine,,swe
N05AH06,Clotiapine,,fin/swe
N05AK,"Inactivated at 31.12.2021 - Neuroleptics, in tardive dyskinesia",,
N05AL,Benzamides,,est/swe/lat/ice/den/fin/nor
N05AL01,Sulpiride,,fin/swe
N05AL02,Sultopride,,fin/swe
N05AL03,Tiapride,,fin/swe
N05AL04,Remoxipride,,fin/swe
N05AL05,Amisulpride,,fin/swe
N05AL06,Veralipride,,fin/swe
N05AL07,Levosulpiride,,fin/swe
N05AN,Lithium,,est/swe/lat/ice/den/fin/nor
N05AN01,Lithium,,fin/swe
N05AX,Other antipsychotics,,est/swe/lat/ice/den/fin/nor
N05AX07,Prothipendyl,,fin/swe
N05AX08,Risperidone,,fin/swe
N05AX10,Mosapramine,,fin/swe
N05AX11,Zotepine,,fin/swe
N05AX12,Aripiprazole,,fin/swe
N05AX13,Paliperidone,,fin/swe
N05AX14,Iloperidone,,swe
N05AX15,Cariprazine,,swe
N05AX16,Brexpiprazole,,swe
N05AX17,Pimavanserin,,swe
N05BA,Benzodiazepine derivatives,,est/swe/lat/ice/den/fin/nor
N05BA01,Diazepam,,fin/swe
N05BA02,Chlordiazepoxide,,fin/swe
N05BA03,Medazepam,,fin/swe
N05BA04,Oxazepam,,fin/swe
N05BA05,Potassium clorazepate,,fin/swe
N05BA06,Lorazepam,,fin/swe
N05BA07,Adinazolam,,fin/swe
N05BA08,Bromazepam,,fin/swe
N05BA09,Clobazam,,fin/swe
N05BA10,Ketazolam,,fin/swe
N05BA11,Prazepam,,fin/swe
N05BA12,Alprazolam,,fin/swe
N05BA13,Halazepam,,fin/swe
N05BA14,Pinazepam,,fin/swe
N05BA15,Camazepam,,fin/swe
N05BA16,Nordazepam,,fin/swe
N05BA17,Fludiazepam,,fin/swe
N05BA18,Ethyl loflazepate,,fin/swe
N05BA19,Etizolam,,fin/swe
N05BA21,Clotiazepam,,fin/swe
N05BA22,Cloxazolam,,fin/swe
N05BA23,Tofisopam,,fin/swe
N05BA24,Bentazepam,,swe
N05BA25,Mexazolam,,fin/swe
N05BA56,"Lorazepam, combinations",,fin/swe
N05BB,Diphenylmethane derivatives,,est/swe/lat/ice/den/fin/nor
N05BB01,Hydroxyzine,,fin/swe
N05BB02,Captodiame,,fin/swe
N05BB51,"Hydroxyzine, combinations",,fin/swe
N05BC,Carbamates,,est/swe/lat/ice/den/fin/nor
N05BC01,Meprobamate,,fin/swe
N05BC03,Emylcamate,,fin/swe
N05BC04,Mebutamate,,fin/swe
N05BC51,"Meprobamate, combinations",,fin/swe
N05BD,Dibenzo-bicyclo-octadiene derivatives,,est/swe/lat/ice/den/fin/nor
N05BD01,Benzoctamine,,fin/swe
N05BE,Azaspirodecanedione derivatives,,est/swe/lat/ice/den/fin/nor
N05BE01,Buspirone,,fin/swe
N05BX,Other anxiolytics,,est/swe/lat/ice/den/fin/nor
N05BX01,Mephenoxalone,,fin/swe
N05BX02,Gedocarnil,,fin/swe
N05BX03,Etifoxine,,fin/swe
N05BX04,Fabomotizole,,swe
N05BX05,Lavandulae aetheroleum,,swe
N05CA,"Barbiturates, plain",,est/swe/lat/ice/den/fin/nor
N05CA01,Pentobarbital,,fin/swe
N05CA02,Amobarbital,,fin/swe
N05CA03,Butobarbital,,fin/swe
N05CA04,Barbital,,fin/swe
N05CA05,Aprobarbital,,fin/swe
N05CA06,Secobarbital,,fin/swe
N05CA07,Talbutal,,fin/swe
N05CA08,Vinylbital,,fin/swe
N05CA09,Vinbarbital,,fin/swe
N05CA10,Cyclobarbital,,fin/swe
N05CA11,Heptabarbital,,fin/swe
N05CA12,Reposal,,fin/swe
N05CA15,Methohexital,,fin/swe
N05CA16,Hexobarbital,,fin/swe
N05CA19,Thiopental,,fin/swe
N05CA20,Etallobarbital,,fin/swe
N05CA21,Allobarbital,,fin/swe
N05CA22,Proxibarbal,,fin/swe
N05CB,"Barbiturates, combinations",,est/swe/lat/ice/den/fin/nor
N05CB01,Combinations of barbiturates,,fin/swe
N05CB02,Barbiturates in combination with other drugs,,fin/swe
N05CC,Aldehydes and derivatives,,est/swe/lat/ice/den/fin/nor
N05CC01,Chloral hydrate,,fin/swe
N05CC02,Chloralodol,,fin/swe
N05CC03,Acetylglycinamide chloral hydrate,,fin/swe
N05CC04,Dichloralphenazone,,fin/swe
N05CC05,Paraldehyde,,fin/swe
N05CD,Benzodiazepine derivatives,,est/swe/lat/ice/den/fin/nor
N05CD01,Flurazepam,,fin/swe
N05CD02,Nitrazepam,,fin/swe
N05CD03,Flunitrazepam,,fin/swe
N05CD04,Estazolam,,fin/swe
N05CD05,Triazolam,,fin/swe
N05CD06,Lormetazepam,,fin/swe
N05CD07,Temazepam,,fin/swe
N05CD08,Midazolam,,fin/swe
N05CD09,Brotizolam,,fin/swe
N05CD10,Quazepam,,fin/swe
N05CD11,Loprazolam,,fin/swe
N05CD12,Doxefazepam,,fin/swe
N05CD13,Cinolazepam,,fin/swe
N05CD14,Remimazolam,,fin/swe
N05CD15,Nimetazepam,,fin/swe
N05CE,Piperidinedione derivatives,,est/swe/lat/ice/den/fin/nor
N05CE01,Glutethimide,,fin/swe
N05CE02,Methyprylon,,fin/swe
N05CE03,Pyrithyldione,,fin/swe
N05CF,Benzodiazepine related drugs,,est/swe/lat/ice/den/fin/nor
N05CF01,Zopiclone,,fin/swe
N05CF02,Zolpidem,,fin/swe
N05CF03,Zaleplon,,fin/swe
N05CF04,Eszopiclone,,fin/swe
N05CH01,Melatonin,,fin/swe
N05CH02,Ramelteon,,fin/swe
N05CH03,Tasimelteon,,swe
N05CM,Other hypnotics and sedatives,,est/swe/lat/ice/den/fin/nor
N05CM01,Methaqualone,,fin/swe
N05CM02,Clomethiazole,,fin/swe
N05CM03,Bromisoval,,fin/swe
N05CM04,Carbromal,,fin/swe
N05CM05,Scopolamine,,fin/swe
N05CM06,Propiomazine,,fin/swe
N05CM07,Triclofos,,fin/swe
N05CM08,Ethchlorvynol,,fin/swe
N05CM09,Valerianae radix,,fin/swe
N05CM10,Hexapropymate,,fin/swe
N05CM11,Bromides,,fin/swe
N05CM12,Apronal,,fin/swe
N05CM13,Valnoctamide,,fin/swe
N05CM15,Methylpentynol,,fin/swe
N05CM16,Niaprazine,,fin/swe
N05CM18,Dexmedetomidine ,,fin/swe
N05CM19,Suvorexant,,swe
N05CM21,Lemborexant,,fin/swe
N05CM96,Tasipimidin,,swe
N05CX,"Hypnotics and sedatives in combination, excl. barbiturates",,est/swe/lat/ice/den/fin/nor
N05CX01,"Meprobamate, combinations",,fin/swe
N05CX02,"Methaqualone, combinations",,fin/swe
N05CX03,"Methylpentynol, combinations",,fin/swe
N05CX04,"Clomethiazole, combinations",,fin/swe
N05CX05,"Emepronium, combinations",,fin/swe
N05CX06,"Dipiperonylaminoethanol, combinations",,fin/swe
N0600,"Isolated proteinuria with specified morphological lesion, minor glomerular abnormality",,est/swe/lat/ice/den/fin/nor
N0610,"Isolated proteinuria with specified morphological lesion, focal and segmental glomerular lesions",,est/swe/lat/ice/den/fin/nor
N0620,"Isolated proteinuria with specified morphological lesion, diffuse membranous glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0630,"Isolated proteinuria with specified morphological lesion, diffuse mesangial proliferative glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0640,"Isolated proteinuria with specified morphological lesion, diffuse endocapillary proliferative glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0650,"Isolated proteinuria with specified morphological lesion, diffuse mesangiocapillary glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0660,"Isolated proteinuria with specified morphological lesion, dense deposit disease",,est/swe/lat/ice/den/fin/nor
N0670,"Isolated proteinuria with specified morphological lesion, diffuse crescentic glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0680,"Isolated proteinuria with specified morphological lesion, other",,est/swe/lat/ice/den/fin/nor
N0690,"Isolated proteinuria with specified morphological lesion, unspecified",,est/swe/lat/ice/den/fin/nor
N06AA,Non-selective monoamine reuptake inhibitors,,est/swe/lat/ice/den/fin/nor
N06AA01,Desipramine,,fin/swe
N06AA02,Imipramine,,fin/swe
N06AA03,Imipramine oxide,,fin/swe
N06AA04,Clomipramine,,fin/swe
N06AA05,Opipramol,,fin/swe
N06AA06,Trimipramine,,fin/swe
N06AA07,Lofepramine,,fin/swe
N06AA08,Dibenzepin,,fin/swe
N06AA09,Amitriptyline,,fin/swe
N06AA10,Nortriptyline,,fin/swe
N06AA11,Protriptyline,,fin/swe
N06AA12,Doxepin,,fin/swe
N06AA13,Iprindole,,fin/swe
N06AA14,Melitracen,,fin/swe
N06AA15,Butriptyline,,fin/swe
N06AA16,Dosulepin,,fin/swe
N06AA17,Amoxapine,,fin/swe
N06AA18,Dimetacrine,,fin/swe
N06AA19,Amineptine,,fin/swe
N06AA21,Maprotiline,,fin/swe
N06AA23,Quinupramine,,fin/swe
N06AB,Selective serotonin reuptake inhibitors,,est/swe/lat/ice/den/fin/nor
N06AB02,Zimeldine,,fin/swe
N06AB03,Fluoxetine,,fin/swe
N06AB04,Citalopram,,fin/swe
N06AB05,Paroxetine,,fin/swe
N06AB06,Sertraline,,fin/swe
N06AB07,Alaproclate,,fin/swe
N06AB08,Fluvoxamine,,fin/swe
N06AB09,Etoperidone,,fin/swe
N06AB10,Escitalopram,,fin/swe
N06AF,"Monoamine oxidase inhibitors, non-selective",,est/swe/lat/ice/den/fin/nor
N06AF01,Isocarboxazid,,fin/swe
N06AF02,Nialamide,,fin/swe
N06AF03,Phenelzine,,fin/swe
N06AF04,Tranylcypromine,,fin/swe
N06AF05,Iproniazide,,fin/swe
N06AF06,Iproclozide,,fin/swe
N06AG,Monoamine oxidase A inhibitors,,est/swe/lat/ice/den/fin/nor
N06AG02,Moclobemide,,fin/swe
N06AG03,Toloxatone,,fin/swe
N06AX,Other antidepressants,,est/swe/lat/ice/den/fin/nor
N06AX01,Oxitriptan,,fin/swe
N06AX02,Tryptophan,,fin/swe
N06AX03,Mianserin,,fin/swe
N06AX04,Nomifensine,,fin/swe
N06AX05,Trazodone,,fin/swe
N06AX06,Nefazodone,,fin/swe
N06AX07,Minaprine,,fin/swe
N06AX08,Bifemelane,,fin/swe
N06AX09,Viloxazine,,fin/swe
N06AX10,Oxaflozane,,fin/swe
N06AX11,Mirtazapine,,fin/swe
N06AX12,Bupropion,,fin/swe
N06AX13,Medifoxamine,,fin/swe
N06AX14,Tianeptine,,fin/swe
N06AX15,Pivagabine,,fin/swe
N06AX16,Venlafaxine,,fin/swe
N06AX17,Milnacipran,,fin/swe
N06AX18,Reboxetine,,fin/swe
N06AX19,Gepirone,,fin/swe
N06AX21,Duloxetine,,fin/swe
N06AX22,Agomelatine,,fin/swe
N06AX23,Desvenlafaxine,,fin/swe
N06AX24,Vilazodone,,swe
N06AX25,Hyperici herba,,swe
N06AX26,Vortioxetine,,swe
N06AX27,Esketamine,,fin/swe
N06AX28,Levomilnacipran,,fin/swe
N06BA,Centrally acting sympathomimetics,,est/swe/lat/ice/den/fin/nor
N06BA01,Amfetamine,,fin/swe
N06BA02,Dexamfetamine,,fin/swe
N06BA03,Metamfetamine,,fin/swe
N06BA04,Methylphenidate,,fin/swe
N06BA05,Pemoline,,fin/swe
N06BA06,Fencamfamin,,fin/swe
N06BA07,Modafinil,,fin/swe
N06BA08,Fenozolone,,fin/swe
N06BA09,Atomoxetine,,fin/swe
N06BA10,Fenetylline,,fin/swe
N06BA11,Dexmethylphenidate,,swe
N06BA12,Lisdexamfetamine,,swe
N06BA13,Armodafinil,,swe
N06BA14,Solriamfetol,,fin/swe
N06BC,Xanthine derivatives,,est/swe/lat/ice/den/fin/nor
N06BC01,Caffeine,,fin/swe
N06BC02,Propentofylline,,fin/swe
N06BX,Other psychostimulants and nootropics,,est/swe/lat/ice/den/fin/nor
N06BX01,Meclofenoxate,,fin/swe
N06BX02,Pyritinol,,fin/swe
N06BX03,Piracetam,,fin/swe
N06BX04,Deanol,,fin/swe
N06BX05,Fipexide,,fin/swe
N06BX06,Citicoline,,fin/swe
N06BX07,Oxiracetam,,fin/swe
N06BX08,Pirisudanol,,fin/swe
N06BX09,Linopirdine,,fin/swe
N06BX10,Nizofenone,,fin/swe
N06BX11,Aniracetam,,fin/swe
N06BX12,Acetylcarnitine,,fin/swe
N06BX13,Idebenone,,fin/swe
N06BX14,Prolintane,,fin/swe
N06BX15,Pipradrol,,fin/swe
N06BX16,Pramiracetam,,fin/swe
N06BX17,Adrafinil,,fin/swe
N06BX18,Vinpocetine,,fin/swe
N06BX21,Temgicoluril,,fin/swe
N06BX22,Phenibut,,swe
N06CA,Antidepressants in combination with psycholeptics,,est/swe/lat/ice/den/fin/nor
N06CA01,Amitriptyline and psycholeptics,,fin/swe
N06CA02,Melitracen and psycholeptics,,fin/swe
N06CA03,Fluoxetine and psycholeptics,,swe
N06CB,Psychostimulants in combination with psycholeptics,,est/swe/lat/ice/den/fin/nor
N06DA,Anticholinesterases,,est/swe/lat/ice/den/fin/nor
N06DA01,Tacrine,,fin/swe
N06DA02,Donepezil,,fin/swe
N06DA03,Rivastigmine,,fin/swe
N06DA04,Galantamine,,fin/swe
N06DA05,Ipidacrine,,swe
N06DA52,Donepezil and memantine,,swe
N06DA53,"Donepezil, memantine and Ginkgo folium",,swe
N06DX,Other anti-dementia drugs,,est/swe/lat/ice/den/fin/nor
N06DX01,Memantine,,fin/swe
N06DX02,Ginkgo folium,,fin/swe
N06DX03,Aducanumab,,fin/swe
N06DX30,Combinations,,swe
N0700,"Hereditary nephropathy, not elsewhere classified, minor glomerular abnormality",,est/swe/lat/ice/den/fin/nor
N0710,"Hereditary nephropathy, not elsewhere classified, focal and segmental glomerular lesions",,est/swe/lat/ice/den/fin/nor
N0720,"Hereditary nephropathy, not elsewhere classified, diffuse membranous glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0730,"Hereditary nephropathy, not elsewhere classified, diffuse mesangial proliferative glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0740,"Hereditary nephropathy, not elsewhere classified, diffuse endocapillary proliferative glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0750,"Hereditary nephropathy, not elsewhere classified, diffuse mesangiocapillary glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0760,"Hereditary nephropathy, not elsewhere classified, dense deposit disease",,est/swe/lat/ice/den/fin/nor
N0770,"Hereditary nephropathy, not elsewhere classified, diffuse crescentic glomerulonephritis",,est/swe/lat/ice/den/fin/nor
N0780,"Hereditary nephropathy, not elsewhere classified, other",,est/swe/lat/ice/den/fin/nor
N0790,"Hereditary nephropathy, not elsewhere classified, unspecified",,est/swe/lat/ice/den/fin/nor
N07AA,Anticholinesterases,,est/swe/lat/ice/den/fin/nor
N07AA01,Neostigmine,,fin/swe
N07AA02,Pyridostigmine,,fin/swe
N07AA03,Distigmine,,fin/swe
N07AA30,Ambenonium,,fin/swe
N07AA51,"Neostigmine, combinations",,fin/swe
N07AB,Choline esters,,est/swe/lat/ice/den/fin/nor
N07AB01,Carbachol,,fin/swe
N07AB02,Bethanechol,,fin/swe
N07AX,Other parasympathomimetics,,est/swe/lat/ice/den/fin/nor
N07AX01,Pilocarpine,,fin/swe
N07AX02,Choline alfoscerate,,fin/swe
N07AX03,Cevimeline,,swe
N07BA,Drugs used in nicotine dependence,,est/swe/lat/ice/den/fin/nor
N07BA01,Nicotine,,fin/swe
N07BA03,Varenicline,,fin/swe
N07BA04,Cytisinicline,,swe
N07BB,Drugs used in alcohol dependence,,est/swe/lat/ice/den/fin/nor
N07BB01,Disulfiram,,fin/swe
N07BB02,Calcium carbimide,,fin/swe
N07BB03,Acamprosate,,fin/swe
N07BB04,Naltrexone,,fin/swe
N07BB05,Nalmefene,,swe
N07BC,Drugs used in opioid dependence,,est/swe/lat/ice/den/fin/nor
N07BC01,Buprenorphine,,fin/swe
N07BC02,Methadone,,fin/swe
N07BC03,Levacetylmethadol,,fin/swe
N07BC04,Lofexidine,,fin/swe
N07BC05,Levomethadone,,swe
N07BC06,Diamorphine,,fin/swe
N07BC51,"Buprenorphine, combinations",,fin/swe
N07CA,Antivertigo preparations,,est/swe/lat/ice/den/fin/nor
N07CA01,Betahistine,,fin/swe
N07CA02,Cinnarizine,,fin/swe
N07CA03,Flunarizine,,fin/swe
N07CA04,Acetylleucine,,fin/swe
N07CA52,"Cinnarizine, combinations",,fin/swe
N07XA,Gangliosides and ganglioside derivatives,,est/swe/lat/ice/den/fin/nor
N07XX,Other nervous system drugs,,est/swe/lat/ice/den/fin/nor
N07XX01,Tirilazad,,fin/swe
N07XX02,Riluzole,,fin/swe
N07XX03,Xaliproden,,fin/swe
N07XX04,Sodium oxybate,,fin/swe
N07XX05,Amifampridine,,fin/swe
N07XX06,Tetrabenazine,,est/fin/swe/lat/ice
N07XX07,Fampridine,,swe
N07XX08,Tafamidis,,swe
N07XX10,Laquinimod,,swe
N07XX11,Pitolisant,,swe
N07XX12,Patisiran,,fin/swe
N07XX13,Valbenazine,,fin/swe
N07XX14,Edaravone,,fin/swe
N07XX15,Inotersen,,fin/swe
N07XX16,Deutetrabenazine,,fin/swe
N07XX17,Arimoclomol,,fin/swe
N07XX18,Vutrisiran,,swe
N07XX59,"Dextromethorphan, combinations",,swe
N0800,Glomerular disorders in infectious and parasitic diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N0810,Glomerular disorders in neoplastic diseases,*,est/swe/lat/ice/den/fin/nor
N0820,Glomerular disorders in blood diseases and disorders involving the immune mechanism,*,est/swe/lat/ice/den/fin/nor
N0830,Glomerular disorders in diabetes mellitus (E10-E14+ with common fourth character.2),*,est/swe/lat/ice/den/fin/nor
N083A,Glomerular disorder with microalbuminuria in diabetes mellitus (E10-E14+ with common fourth character.2),*,fin
N083B,Glomerular disorder with macroalbuminuria in diabetes mellitus (E10-E14+ with common fourth character.2),*,fin
N083C,Glomerular disorder with renal insufficiency in diabetes mellitus (E10-E14+ with common fourth character.2),*,fin
N0840,"Glomerular disorders in endocrine, nutritional and metabolic diseases",*,est/swe/lat/ice/den/fin/nor
N0850,Glomerular disorders in systemic connective tissue disorders,*,est/swe/lat/ice/den/fin/nor
N0880,Glomerular disorders in other diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N1000,Acute tubulo-interstitial nephritis,,est/swe/lat/ice/den/fin/nor
N1100,Nonobstructive reflux-associated chronic pyelonephritis,,est/swe/lat/ice/den/fin/nor
N1110,Chronic obstructive pyelonephritis,,est/swe/lat/ice/den/fin/nor
N1180,Other chronic tubulo-interstitial nephritis,,est/swe/lat/ice/den/fin/nor
N1190,"Chronic tubulo-interstitial nephritis, unspecified",,est/swe/lat/ice/den/fin/nor
N1200,"Tubulo-interstitial nephritis, not specified as acute or chronic",,est/swe/lat/ice/den/fin/nor
N1300,Hydronephrosis with ureteropelvic junction obstruction,,est/swe/lat/ice/den/fin/nor
N1310,"Hydronephrosis with ureteral stricture, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
N1320,Hydronephrosis with renal and ureteral calculous obstruction,,est/swe/lat/ice/den/fin/nor
N1330,Other and unspecified hydronephrosis,,est/swe/lat/ice/den/fin/nor
N1340,Hydroureter,,est/swe/lat/ice/den/fin/nor
N1350,Kinking and stricture of ureter without hydronephrosis,,est/swe/lat/ice/den/fin/nor
N1360,Pyonephrosis,,est/swe/lat/ice/den/fin/nor
N1370,Vesicoureteral-reflux-associated uropathy,,est/swe/lat/ice/den/fin/nor
N1380,Other obstructive and reflux uropathy,,est/swe/lat/ice/den/fin/nor
N1390,"Obstructive and reflux uropathy, unspecified",,est/swe/lat/ice/den/fin/nor
N1400,Analgesic nephropathy,,est/swe/lat/ice/den/fin/nor
N1410,"Nephropathy induced by other drugs, medicaments and biological substances",,est/swe/lat/ice/den/fin/nor
N1420,"Nephropathy induced by unspecified drug, medicament or biological substance",,est/swe/lat/ice/den/fin/nor
N1430,Nephropathy induced by heavy metals,,est/swe/lat/ice/den/fin/nor
N1440,"Toxic nephropathy, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
N1500,Balkan nephropathy,,est/swe/lat/ice/den/fin/nor
N1510,Renal and perinephric abscess,,est/swe/lat/ice/den/fin/nor
N1580,Other specified renal tubulo-interstitial diseases,,est/swe/lat/ice/den/fin/nor
N1590,"Renal tubulo-interstitial disease, unspecified",,est/swe/lat/ice/den/fin/nor
N1600,Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N1610,Renal tubulo-interstitial disorders in neoplastic diseases,*,est/swe/lat/ice/den/fin/nor
N1620,Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism,*,est/swe/lat/ice/den/fin/nor
N1630,Renal tubulo-interstitial disorders in metabolic diseases,*,est/swe/lat/ice/den/fin/nor
N1640,Renal tubulo-interstitial disorders in systemic connective tissue disorders,*,est/swe/lat/ice/den/fin/nor
N1650,Renal tubulo-interstitial disorders in transplant rejection (T86.-+),*,est/swe/lat/ice/den/fin/nor
N1680,Renal tubulo-interstitial disorders in other diseases classified elsewhere,*,est/swe/lat/ice/den/fin/nor
N1700,Acute renal failure with tubular necrosis,,est/swe/lat/ice/den/fin/nor
N1710,Acute renal failure with acute cortical necrosis,,est/swe/lat/ice/den/fin/nor
N1720,Acute renal failure with medullary necrosis,,est/swe/lat/ice/den/fin/nor
N1780,Other acute renal failure,,est/swe/lat/ice/den/fin/nor
N1790,"Acute renal failure, unspecified",,est/swe/lat/ice/den/fin/nor
N1800,End-stage renal disease,,est/lat/den/fin
N1880,Other chronic renal failure,,est/swe/lat/ice/den/fin/nor
N1890,"Chronic renal failure, unspecified",,est/swe/lat/ice/den/fin/nor
N1900,Unspecified renal failure,,est/swe/lat/ice/den/fin/nor
N2000,Calculus of kidney,,est/swe/lat/ice/den/fin/nor
N2010,Calculus of ureter,,est/swe/lat/ice/den/fin/nor
N2020,Calculus of kidney with calculus of ureter,,est/swe/lat/ice/den/fin/nor
N2090,"Urinary calculus, unspecified",,est/swe/lat/ice/den/fin/nor
N2100,Calculus in bladder,,est/swe/lat/ice/den/fin/nor
N2110,Calculus in urethra,,est/swe/lat/ice/den/fin/nor
N2180,Other lower urinary tract calculus,,est/swe/lat/ice/den/fin/nor
N2190,"Calculus of lower urinary tract, unspecified",,est/swe/lat/ice/den/fin/nor
N2200,Urinary calculus in schistosomiasis [bilharziasis] (B65.-+),*,est/swe/lat/ice/den/fin/nor
