vartype,varval,varval_text_comb,code_plus,d_code_plus,text_plus,d_text_plus,nat_ver
COMPLEX,08C18,Psoriatic arthropathy,M125D,,"Traumatic arthropathy, hand or wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M125F,,"Traumatic arthropathy, hip or sacroiliac joint",,nor
COMPLEX,08C18,Psoriatic arthropathy,M125G,,"Traumatic arthropathy, knee",,nor
COMPLEX,08C18,Psoriatic arthropathy,M125H,,"Traumatic arthropathy, ankle of foot",,nor
COMPLEX,08C18,Psoriatic arthropathy,M1280,,"Other specific arthropathies, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M128B,,"Other specific arthropathies, not elsewhere classified, shoulder",,nor
COMPLEX,08C18,Psoriatic arthropathy,M128C,,"Annen spesifisert leddlidelse, ikke klassifisert annet sted, i albue",,nor
COMPLEX,08C18,Psoriatic arthropathy,M128D,,"Other specific arthropathies, not elsewhere classified, hand or wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M128F,,"Other specific arthropathies, not elsewhere classified, hip and sacroiliac joint",,nor
COMPLEX,08C18,Psoriatic arthropathy,M128G,,"Other specific arthropathies, not elsewhere classified, knee",,nor
COMPLEX,08C18,Psoriatic arthropathy,M128H,,"Other specific arthropathies, not elsewhere classified, ankle and foot",,nor
COMPLEX,08C18,Psoriatic arthropathy,M1300,,"Polyarthritis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M130B,,"Polyarthritis, unspecified, shoulder",,nor
COMPLEX,08C18,Psoriatic arthropathy,M130C,,"Polyarthritis, unspecified, elbow",,nor
COMPLEX,08C18,Psoriatic arthropathy,M130D,,"Polyarthritis, unspecified, hand and wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M130F,,"Polyarthritis, unspecified, hip and sacroiliac joint",,den/nor
COMPLEX,08C18,Psoriatic arthropathy,M130G,,"Polyarthritis, unspecified, knee",,nor
COMPLEX,08C18,Psoriatic arthropathy,M130H,,"Polyarthritis, unspecified, ankle and foot",,nor
COMPLEX,08C18,Psoriatic arthropathy,M1310,,"Monoarthritis, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M131B,,"Monoarthritis, not elsewhere classified, shoulder",,nor
COMPLEX,08C18,Psoriatic arthropathy,M131C,,"Monoarthritis, not elsewhere classified, elbow",,nor
COMPLEX,08C18,Psoriatic arthropathy,M131D,,"Monoarthritis, not elsewhere classified, hand and wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M131F,,"Monoarthritis, not elsewhere classified, hip and sacroiliac joint",,nor
COMPLEX,08C18,Psoriatic arthropathy,M131G,,"Monoarthritis, not elsewhere classified, knee",,nor
COMPLEX,08C18,Psoriatic arthropathy,M131H,,"Monoarthritis, not elsewhere classified, ankle and knee",,nor
COMPLEX,08C18,Psoriatic arthropathy,M1380,,Other specified arthritis,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M138B,,"Other specified arthritis, shoulder",,nor
COMPLEX,08C18,Psoriatic arthropathy,M138C,,"Other specified arthritis, elbow",,nor
COMPLEX,08C18,Psoriatic arthropathy,M138D,,"Other specified arthritis, hand and wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M138F,,"Other specified arthritis, hip and sarcroiliac",,nor
COMPLEX,08C18,Psoriatic arthropathy,M138G,,"Other specified arthritis, knee",,nor
COMPLEX,08C18,Psoriatic arthropathy,M138H,,"Other specified arthritis, ankle and foot",,nor
COMPLEX,08C18,Psoriatic arthropathy,M1390,,"Arthritis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M139B,,"Arthritis, unspecified, shoulder",,nor
COMPLEX,08C18,Psoriatic arthropathy,M139C,,"Arthritis, unspecified, elbow",,nor
COMPLEX,08C18,Psoriatic arthropathy,M139D,,"Arthritis, unspecified, hand and wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M139F,,"Arthritis, unspecified, hip and sacroiliac joint",,nor
COMPLEX,08C18,Psoriatic arthropathy,M139G,,"Arthritis, unspecified, knee",,nor
COMPLEX,08C18,Psoriatic arthropathy,M139H,,"Arthritis, unspecified, ankle or foot",,nor
COMPLEX,08C18,Psoriatic arthropathy,M1400,D5700,Gouty arthropathy due to enzyme defects and other inherited disorders,Sickle-cell anaemia with crisis,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1400,D5710,Gouty arthropathy due to enzyme defects and other inherited disorders,Sickle-cell anaemia without crisis,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1400,D5720,Gouty arthropathy due to enzyme defects and other inherited disorders,Double heterozygous sickling disorders,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1400,D5730,Gouty arthropathy due to enzyme defects and other inherited disorders,Sickle-cell trait,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1400,D5780,Gouty arthropathy due to enzyme defects and other inherited disorders,Other sickle-cell disorders,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1400,E7910,Gouty arthropathy due to enzyme defects and other inherited disorders,Lesch-Nyhan syndrome,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1410,,Crystal arthropathy in other metabolic disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1420,,Diabetic arthropathy (E10-E14+) with common fourth character .6,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1430,E7880,Lipoid dermatoarthritis(E78.8+),Other disorders of lipoprotein metabolism,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1440,E8500,Arthropathy in amyloidosis(E85.- +),Non-neuropathic heredofamilial amyloidosis,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1440,E8510,Arthropathy in amyloidosis(E85.- +),Neuropathic heredofamilial amyloidosis,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1440,E8520,Arthropathy in amyloidosis(E85.- +),"Heredofamilial amyloidosis, unspecified",est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1440,E8530,Arthropathy in amyloidosis(E85.- +),Secondary systemic amyloidosis,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1440,E8540,Arthropathy in amyloidosis(E85.- +),Organ-limited amyloidosis,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1440,E8580,Arthropathy in amyloidosis(E85.- +),Other amyloidosis,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1440,E8590,Arthropathy in amyloidosis(E85.- +),"Amyloidosis, unspecified",est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1450,,"Arthropathies in other endocrine, nutritional and metabolic disorders",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1460,,Neuropathic arthropathy,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1480,,Arthropathies in other specified diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1500,,Primary generalized (osteo)arthrosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1530,,Secondary multiple arthrosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1540,,Erosive (osteo)arthrosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1580,,Other polyarthrosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1590,,"Polyarthrosis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1620,,"Coxarthrosis resulting from dysplasia, bilateral",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1630,,Other dysplastic coxarthrosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1640,,"Post-traumatic coxarthrosis, bilateral",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1650,,Other post-traumatic coxarthrosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1660,,"Other secondary coxarthrosis, bilateral",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1670,,Other secondary coxarthrosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1690,,"Coxarthrosis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1720,,"Post-traumatic gonarthrosis, bilateral",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1730,,Other post-traumatic gonarthrosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1740,,"Other secondary gonarthrosis, bilateral",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1750,,Other secondary gonarthrosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1790,,"Gonarthrosis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1820,,"Post-traumatic arthrosis of first carpometacarpal joints, bilateral",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1830,,Other post-traumatic arthrosis of first carpometacarpal joint,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1840,,"Other secondary arthrosis of first carpometacarpal joints, bilateral",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1850,,Other secondary arthrosis of first carpometacarpal joint,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1890,,"Arthrosis of first carpometacarpal joint, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M1900,,Primary arthrosis of other joints,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M190B,,"Primary arthrosis of other joints, shoulder",,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M190C,,"Primary arthrosis of other joints, elbow",,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M190D,,"Primary arthrosis of other joints, wrist or hand",,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M190F,,"Primary arthrosis of other joints, sacroilac",,nor
COMPLEX,08C18,Psoriatic arthropathy,M190H,,"Primary arthrosis of other joints, ankle or foot",,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M1910,,Post-traumatic arthrosis of other joints,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M191B,,"Post-traumatic arthrosis, shoulder",,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M191C,,"Post-traumatic arthrosis, elbow",,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M191D,,"Post-traumatic arthrosis, hand or wrist",,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M191F,,"Post-traumatic arthrosis, sacroiliac joint",,nor
COMPLEX,08C18,Psoriatic arthropathy,M191H,,"Post-traumatic arthrosis, ankle or foot",,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M1920,,Other secondary arthrosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M192B,,"Other secondary arthrosis, shoulder",,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M192C,,"Other secondary arthrosis, elbow",,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M192D,,"Other secondary arthrosis, wrist or hand",,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M192F,,"Other secondary arthrosis, sacroiliac joint",,nor
COMPLEX,08C18,Psoriatic arthropathy,M192H,,"Other secondary arthrosis, ankle or foot",,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M1980,,Other specified arthrosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M198B,,"Other specified arthrosis, shoulder",,nor
COMPLEX,08C18,Psoriatic arthropathy,M198C,,"Other specified arthrosis, elbow",,nor
COMPLEX,08C18,Psoriatic arthropathy,M198D,,"Other specified arthrosis, hand and wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M198F,,"Other specified arthrosis, hip and sacroiliac joint",,nor
COMPLEX,08C18,Psoriatic arthropathy,M198H,,"Other specified arthrosis, ankle or foot",,nor
COMPLEX,08C18,Psoriatic arthropathy,M1990,,"Arthrosis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M199B,,"Arthrosis, unspecified, shoulder",,nor
COMPLEX,08C18,Psoriatic arthropathy,M199C,,"Arthrosis, unspecified, elbow",,nor
COMPLEX,08C18,Psoriatic arthropathy,M199D,,"Arthrosis, unspecified, hand and wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M199H,,"Arthrosis, unspecified, ankle and foot",,nor
COMPLEX,08C18,Psoriatic arthropathy,M2410,,Other articular cartilage disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M241B,,"Other articular cartilage disorders, shoulder",,nor
COMPLEX,08C18,Psoriatic arthropathy,M241C,,"Other articular cartilage disorders, elbow",,nor
COMPLEX,08C18,Psoriatic arthropathy,M241D,,"Other articular cartilage disorders, hand and wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M241F,,"Other articular cartilage disorders, hip and sacroiliac joint",,nor
COMPLEX,08C18,Psoriatic arthropathy,M241G,,"Other articular cartilage disorders, knee",,nor
COMPLEX,08C18,Psoriatic arthropathy,M241H,,"Other articular cartilage disorders, ankle and foot",,nor
COMPLEX,08C18,Psoriatic arthropathy,M2500,,Haemarthrosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M250B,,"Haemarthrosis, shoulder",,nor
COMPLEX,08C18,Psoriatic arthropathy,M250C,,"Haemarthrosis, elbow",,nor
COMPLEX,08C18,Psoriatic arthropathy,M250D,,"Haemarthrosis, hand and wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M250F,,"Haemarthrosis, hip and sacroiliac joint",,nor
COMPLEX,08C18,Psoriatic arthropathy,M250G,,"Haemarthrosis, knee",,nor
COMPLEX,08C18,Psoriatic arthropathy,M250H,,"Haemarthrosis, anlkle and foot",,nor
COMPLEX,08C18,Psoriatic arthropathy,M2510,,Fistula of joint,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M251B,,"Fistula of joint, shoulder",,nor
COMPLEX,08C18,Psoriatic arthropathy,M251C,,"Fistula of joint, elbow",,nor
COMPLEX,08C18,Psoriatic arthropathy,M251D,,"Fistula of joint, hand and wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M251F,,"Fistula of joint, hip and sacroiliac joint",,nor
COMPLEX,08C18,Psoriatic arthropathy,M251G,,"Fistula of joint, knee",,nor
COMPLEX,08C18,Psoriatic arthropathy,M251H,,"Fistula of joint, ankle and foot",,nor
COMPLEX,08C18,Psoriatic arthropathy,M2540,,Effusion of joint,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M254B,,Effusion of shoulder,,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M254C,,Effusion of elbow,,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M254D,,Effusion of wrist and hand,,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M254F,,Effusion of hip,,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M254G,,Effusion of knee,,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M254H,,Effusion of ankle or foot,,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M2550,,Pain in joint,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M255B,,Pain in shoulder,,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M255C,,Pain in elbow,,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M255D,,Pain in hand or wrist joint,,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M255E,,Pain in pelvic joints,,swe
COMPLEX,08C18,Psoriatic arthropathy,M255F,,Pain in hip,,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M255G,,Pain in knee joint,,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M255H,,Pain in ankle or foot joints,,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M2560,,"Stiffness of joint, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M256B,,"Stiffness of joint, not elsewhere classified, shoulder",,nor
COMPLEX,08C18,Psoriatic arthropathy,M256C,,"Stiffness of joint, not elsewhere classified, elbow",,nor
COMPLEX,08C18,Psoriatic arthropathy,M256D,,"Stiffness of joint, not elsewhere classified, hand and wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M256F,,"Stiffness of joint, not elsewhere classified, hip and sacroiliac joint",,nor
COMPLEX,08C18,Psoriatic arthropathy,M256G,,"Stiffness of joint, not elsewhere classified, knee",,nor
COMPLEX,08C18,Psoriatic arthropathy,M256H,,"Stiffness of joint, not elsewhere classified, ankle and wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M2580,,Other specified joint disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M258B,,"Other specified joint disorders, shoulder",,nor
COMPLEX,08C18,Psoriatic arthropathy,M258C,,"Other specified joint disorders, elbow",,nor
COMPLEX,08C18,Psoriatic arthropathy,M258D,,"Other specified joint disorders, hand and wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M258F,,"Other specified joint disorders, hip and sacroiliac joint",,swe/nor
COMPLEX,08C18,Psoriatic arthropathy,M258G,,"Other specified joint disorders, knee",,nor
COMPLEX,08C18,Psoriatic arthropathy,M258H,,"Other specified joint disorders, ankle and foot",,nor
COMPLEX,08C18,Psoriatic arthropathy,M2590,,"Joint disorder, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M259B,,"Joint disorder, unspecified, shoulder",,nor
COMPLEX,08C18,Psoriatic arthropathy,M259C,,"Joint disorder, unspecified, elbow",,nor
COMPLEX,08C18,Psoriatic arthropathy,M259D,,"Joint disorder, unspecified, hand and wrist",,nor
COMPLEX,08C18,Psoriatic arthropathy,M259F,,"Joint disorder, unspecified, hip and sacroiliac joint",,nor
COMPLEX,08C18,Psoriatic arthropathy,M259G,,"Joint disorder, unspecified, knee",,nor
COMPLEX,08C18,Psoriatic arthropathy,M259H,,"Joint disorder, unspecified, ankle and foot",,nor
COMPLEX,08C18,Psoriatic arthropathy,M3610,,Arthropathy in neoplastic disease (C00–D48+),,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M3620,,Haemophilic arthropathy (D66–D68+),,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M3630,,Arthropathy in other blood disorders (D50–D76+),,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,M3640,,Arthropathy in hypersensitivity reactions classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C18,Psoriatic arthropathy,R2620,,"Difficulty in walking, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M4840,,Fatigue fracture of vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M484A,,"Fatigue fracture of vertebra, neck",,swe
COMPLEX,08C19,Fracture of cervical vertebra,M484J,,"Fatigue fracture of vertebra, thoracal",,swe
COMPLEX,08C19,Fracture of cervical vertebra,M484K,,"Fatigue fracture of vertebra, lumbal",,swe
COMPLEX,08C19,Fracture of cervical vertebra,M4850,,"Collapsed vertebra, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M4950,,Collapsed vertebra in diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M8000,,Postmenopausal osteoporosis with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M800A,,"Postmenopausal osteoporosis with pathological fracture, neck",,swe
COMPLEX,08C19,Fracture of cervical vertebra,M800B,,"Postmenopausal osteoporosis with pathological fracture, shoulder and humerus",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,M800C,,"Postmenopausal osteoporosis with pathological fracture, elbow and lower arm",,swe
COMPLEX,08C19,Fracture of cervical vertebra,M800D,,"Postmenopausal osteoporosis with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M800E,,"Postmenopausal osteoporosis with pathological fracture, pelvis",,swe
COMPLEX,08C19,Fracture of cervical vertebra,M800F,,"Postmenopausal osteoporosis with pathological fracture, hip or femur",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,M800G,,"Postmenopausal osteoporosis with pathological fracture, knee or leg",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,M800H,,"Postmenopausal osteoporosis with pathological fracture, ankle or foot",,swe/nor
COMPLEX,08C19,Fracture of cervical vertebra,M800J,,"Postmenopausal osteoporosis with pathological fracture, thoracal spine",,swe
COMPLEX,08C19,Fracture of cervical vertebra,M800K,,"Postmenopausal osteoporosis with pathological fracture, lumbar spine",,swe
COMPLEX,08C19,Fracture of cervical vertebra,M8010,,Postoophorectomy osteoporosis with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M801B,,"Postoophorectomy osteoporosis with pathological fracture, shoulder",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M801C,,"Postoophorectomy osteoporosis with pathological fracture, elbow",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M801D,,"Postoophorectomy osteoporosis with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M801F,,"Postoophorectomy osteoporosis with pathological fracture, pelvis and upper leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M801G,,"Postoophorectomy osteoporosis with pathological fracture, knee and leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M801H,,"Postoophorectomy osteoporosis with pathological fracture, ankle and foot",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M8020,,Osteoporosis of disuse with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M802B,,"Osteoporosis of disuse with pathological fracture, shoulder",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M802C,,"Osteoporosis of disuse with pathological fracture, elbow",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M802D,,"Osteoporosis of disuse with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M802F,,"Osteoporosis of disuse with pathological fracture, pelvis and upper leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M802G,,"Osteoporosis of disuse with pathological fracture, knee and leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M802H,,"Osteoporosis of disuse with pathological fracture, ankle and foot",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M8030,,Postsurgical malabsorption osteoporosis with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M803B,,"Postsurgical malabsorption osteoporosis with pathological fracture, shoulder",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M803C,,"Postsurgical malabsorption osteoporosis with pathological fracture, elbow",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M803D,,"Postsurgical malabsorption osteoporosis with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M803F,,"Postsurgical malabsorption osteoporosis with pathological fracture, pelvis and upper leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M803G,,"Postsurgical malabsorption osteoporosis with pathological fracture, knee and leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M803H,,"Postsurgical malabsorption osteoporosis with pathological fracture, ankle and foot",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M8040,,Drug-induced osteoporosis with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M804B,,"Drug-induced osteoporosis with pathological fracture, shoulder",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M804C,,"Drug-induced osteoporosis with pathological fracture, elbow",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M804D,,"Drug-induced osteoporosis with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M804F,,"Drug-induced osteoporosis with pathological fracture, pelvis and upper leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M804G,,"Drug-induced osteoporosis with pathological fracture, knee and leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M804H,,"Drug-induced osteoporosis with pathological fracture, ankle and foot",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M8050,,Idiopathic osteoporosis with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M805B,,"Idiopathic osteoporosis with pathological fracture, shoulder",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M805C,,"Idiopathic osteoporosis with pathological fracture, elbow",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M805D,,"Idiopathic osteoporosis with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M805F,,"Idiopathic osteoporosis with pathological fracture, pelvis and upper leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M805G,,"Idiopathic osteoporosis with pathological fracture, knee and leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M805H,,"Idiopathic osteoporosis with pathological fracture, ankle and foot",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M8080,,Other osteoporosis with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M808B,,"Other osteoporosis with pathological fracture, shoulder",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M808C,,"Other osteoporosis with pathological fracture, elbow",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M808D,,"Other osteoporosis with pathological fracture, lower arm, wrist and hand",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M808F,,"Other osteoporosis with pathological fracture, pelvis and upper leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M808G,,"Other osteoporosis with pathological fracture, knee and leg",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M808H,,"Other osteoporosis with pathological fracture, ankle and foot",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M8090,,Unspecified osteoporosis with pathological fracture,,est/swe/lat/ice/den/fin/nor
COMPLEX,08C19,Fracture of cervical vertebra,M809B,,"Unspecified osteoporosis with pathological fracture, shoulder",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M809C,,"Unspecified osteoporosis with pathological fracture, elbow and upper arm",,nor
COMPLEX,08C19,Fracture of cervical vertebra,M809D,,"Unspecified osteoporosis with pathological fracture, lower arm, wrist and hand",,nor
