code_plus,text_plus,vartype,varval,or_val,prop_0,varval_text_comb,nat_ver
NBSK61,Shortening or lengthening osteotomy of shoulder or upper arm\ humerus,PROCPR,21S09,1,False,Other OR procedure for injuries,est/lat/ice/den/fin/nor
NBSK61,Shortening or lengthening osteotomy of shoulder or upper arm\ humerus,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSK69,Other shortening or lengthening osteotomy of shoulder or upper arm,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSK69,Other shortening or lengthening osteotomy of shoulder or upper arm,OR,1,1,False,,est/swe/lat/ice/den/nor
NBSK69,Other shortening or lengthening osteotomy of shoulder or upper arm,PROCPR,08S53,1,False,Humerus procedure,est/swe/lat/ice/den/nor
NBSK69,Other shortening or lengthening osteotomy of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/nor
NBSK69,Other shortening or lengthening osteotomy of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/nor
NBSK69,Other shortening or lengthening osteotomy of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSK71,Bone transport operation of shoulder or upper arm\ humerus,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSK71,Bone transport operation of shoulder or upper arm\ humerus,OR,1,1,False,,est/lat/ice/den/fin/nor
NBSK71,Bone transport operation of shoulder or upper arm\ humerus,PROCPR,08S53,1,False,Humerus procedure,est/lat/ice/den/fin/nor
NBSK71,Bone transport operation of shoulder or upper arm\ humerus,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/lat/ice/den/fin/nor
NBSK71,Bone transport operation of shoulder or upper arm\ humerus,PROCPR,21S09,1,False,Other OR procedure for injuries,est/lat/ice/den/fin/nor
NBSK71,Bone transport operation of shoulder or upper arm\ humerus,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSK79,Other bone transport operation of shoulder or upper arm,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSK79,Other bone transport operation of shoulder or upper arm,OR,1,1,False,,est/swe/lat/ice/den/nor
NBSK79,Other bone transport operation of shoulder or upper arm,PROCPR,08S50,1,False,Shoulder or humerus procedure,est/swe/lat/ice/den/nor
NBSK79,Other bone transport operation of shoulder or upper arm,PROCPR,08S59,1,False,"Other procedures of shoulder, humerus, elbow and forearm except prosthetic replacement and",nor
NBSK79,Other bone transport operation of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/nor
NBSK79,Other bone transport operation of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/nor
NBSK79,Other bone transport operation of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSK81,Traction lengthening of epiphyseal plate of shoulder or upper arm\ humerus,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSK81,Traction lengthening of epiphyseal plate of shoulder or upper arm\ humerus,OR,1,1,False,,est/lat/ice/den/fin/nor
NBSK81,Traction lengthening of epiphyseal plate of shoulder or upper arm\ humerus,PROCPR,08S53,1,False,Humerus procedure,est/lat/ice/den/fin/nor
NBSK81,Traction lengthening of epiphyseal plate of shoulder or upper arm\ humerus,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/lat/ice/den/fin/nor
NBSK81,Traction lengthening of epiphyseal plate of shoulder or upper arm\ humerus,PROCPR,21S09,1,False,Other OR procedure for injuries,est/lat/ice/den/fin/nor
NBSK81,Traction lengthening of epiphyseal plate of shoulder or upper arm\ humerus,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSK89,Other traction lengthening of epiphyseal plate of shoulder or upper arm,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSK89,Other traction lengthening of epiphyseal plate of shoulder or upper arm,OR,1,1,False,,est/swe/lat/ice/den
NBSK89,Other traction lengthening of epiphyseal plate of shoulder or upper arm,PROCPR,08S53,1,False,Humerus procedure,est/swe/lat/ice/den
NBSK89,Other traction lengthening of epiphyseal plate of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den
NBSK89,Other traction lengthening of epiphyseal plate of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den
NBSK89,Other traction lengthening of epiphyseal plate of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSK91,Other operation on bone of shoulder or upper arm\ humerus,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSK91,Other operation on bone of shoulder or upper arm\ humerus,OR,1,1,False,,est/lat/ice/den/fin/nor
NBSK91,Other operation on bone of shoulder or upper arm\ humerus,PROCPR,08S53,1,False,Humerus procedure,est/lat/ice/den/fin/nor
NBSK91,Other operation on bone of shoulder or upper arm\ humerus,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/lat/ice/den/fin/nor
NBSK91,Other operation on bone of shoulder or upper arm\ humerus,PROCPR,21S09,1,False,Other OR procedure for injuries,est/lat/ice/den/fin/nor
NBSK91,Other operation on bone of shoulder or upper arm\ humerus,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSK92,Other operation on bone of shoulder or upper arm\ clavicle,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSK92,Other operation on bone of shoulder or upper arm\ clavicle,OR,1,1,False,,est/lat/ice/den/fin/nor
NBSK92,Other operation on bone of shoulder or upper arm\ clavicle,PROCPR,08S52,1,False,Other shoulder  procedure,est/lat/ice/den/fin/nor
NBSK92,Other operation on bone of shoulder or upper arm\ clavicle,PROCPR,08S59,1,False,"Other procedures of shoulder, humerus, elbow and forearm except prosthetic replacement and",nor
NBSK92,Other operation on bone of shoulder or upper arm\ clavicle,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/lat/ice/den/fin/nor
NBSK92,Other operation on bone of shoulder or upper arm\ clavicle,PROCPR,21S09,1,False,Other OR procedure for injuries,est/lat/ice/den/fin/nor
NBSK92,Other operation on bone of shoulder or upper arm\ clavicle,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSK93,Other operation on bone of shoulder or upper arm\ scapula,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSK93,Other operation on bone of shoulder or upper arm\ scapula,OR,1,1,False,,est/lat/ice/den/fin/nor
NBSK93,Other operation on bone of shoulder or upper arm\ scapula,PROCPR,08S52,1,False,Other shoulder  procedure,est/lat/ice/den/fin/nor
NBSK93,Other operation on bone of shoulder or upper arm\ scapula,PROCPR,08S59,1,False,"Other procedures of shoulder, humerus, elbow and forearm except prosthetic replacement and",nor
NBSK93,Other operation on bone of shoulder or upper arm\ scapula,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/lat/ice/den/fin/nor
NBSK93,Other operation on bone of shoulder or upper arm\ scapula,PROCPR,21S09,1,False,Other OR procedure for injuries,est/lat/ice/den/fin/nor
NBSK93,Other operation on bone of shoulder or upper arm\ scapula,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSK99,Other operation on unspecified bone of shoulder or upper arm,OR,1,1,False,,swe/ice
NBSK99,Other operation on unspecified bone of shoulder or upper arm,PROCPR,08S50,1,False,Shoulder or humerus procedure,swe/ice
NBSK99,Other operation on unspecified bone of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,swe/ice
NBSK99,Other operation on unspecified bone of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,swe/ice
NBSK99,Other operation on unspecified bone of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSL00,Suture or reinsertation of rotator cuff of shoulder,DGPROP,08X13,1,False,Problem of the shoulder,ice/fin
NBSL00,Suture or reinsertation of rotator cuff of shoulder,OR,1,1,False,,ice/fin
NBSL00,Suture or reinsertation of rotator cuff of shoulder,PROCPR,01S05,1,False,Peripheral or cranial nerve or other nervous system procedure,ice/fin
NBSL00,Suture or reinsertation of rotator cuff of shoulder,PROCPR,08S12,1,False,Soft tissue procedure,ice/fin
NBSL00,Suture or reinsertation of rotator cuff of shoulder,PROCPR,14S90,1,False,Significant operation for obstetrical patient,ice/fin
NBSL00,Suture or reinsertation of rotator cuff of shoulder,PROCPR,21S09,1,False,Other OR procedure for injuries,ice/fin
NBSL00,Suture or reinsertation of rotator cuff of shoulder,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSL02,Transposition of autograft muscle to rotator cuff of shoulder,DGPROP,08X13,1,False,Problem of the shoulder,ice
NBSL02,Transposition of autograft muscle to rotator cuff of shoulder,OR,1,1,False,,ice
NBSL02,Transposition of autograft muscle to rotator cuff of shoulder,PROCPR,01S05,1,False,Peripheral or cranial nerve or other nervous system procedure,ice
NBSL02,Transposition of autograft muscle to rotator cuff of shoulder,PROCPR,08S12,1,False,Soft tissue procedure,ice
NBSL02,Transposition of autograft muscle to rotator cuff of shoulder,PROCPR,14S90,1,False,Significant operation for obstetrical patient,ice
NBSL02,Transposition of autograft muscle to rotator cuff of shoulder,PROCPR,21S09,1,False,Other OR procedure for injuries,ice
NBSL04,Transposition of allograft muscle to rotator cuff of shoulder,DGPROP,08X13,1,False,Problem of the shoulder,ice
NBSL04,Transposition of allograft muscle to rotator cuff of shoulder,OR,1,1,False,,ice
NBSL04,Transposition of allograft muscle to rotator cuff of shoulder,PROCPR,01S05,1,False,Peripheral or cranial nerve or other nervous system procedure,ice
NBSL04,Transposition of allograft muscle to rotator cuff of shoulder,PROCPR,08S12,1,False,Soft tissue procedure,ice
NBSL04,Transposition of allograft muscle to rotator cuff of shoulder,PROCPR,14S90,1,False,Significant operation for obstetrical patient,ice
NBSL04,Transposition of allograft muscle to rotator cuff of shoulder,PROCPR,21S09,1,False,Other OR procedure for injuries,ice
NBSL05,Arthroscopic suture or reinsertation of rotator cuff of shoulder,OR,1,1,False,,est/fin
NBSL05,Arthroscopic suture or reinsertation of rotator cuff of shoulder,PROCPR,01S05,1,False,Peripheral or cranial nerve or other nervous system procedure,est/fin
NBSL05,Arthroscopic suture or reinsertation of rotator cuff of shoulder,PROCPR,08S12,1,False,Soft tissue procedure,est/fin
NBSL05,Arthroscopic suture or reinsertation of rotator cuff of shoulder,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/fin
NBSL05,Arthroscopic suture or reinsertation of rotator cuff of shoulder,PROCPR,21S09,1,False,Other OR procedure for injuries,est/fin
NBSL05,Arthroscopic suture or reinsertation of rotator cuff of shoulder,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSL09,Freeing of muscle of shoulder or upper arm,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSL09,Freeing of muscle of shoulder or upper arm,OR,1,1,False,,est/swe/lat/ice/den/nor
NBSL09,Freeing of muscle of shoulder or upper arm,PROCPR,08S12,1,False,Soft tissue procedure,est/swe/lat/ice/den/nor
NBSL09,Freeing of muscle of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/nor
NBSL09,Freeing of muscle of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/nor
NBSL09,Freeing of muscle of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSL19,Suture or plastic repair of muscle of shoulder or upper arm,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSL19,Suture or plastic repair of muscle of shoulder or upper arm,OR,1,1,False,,est/swe/lat/ice/den/nor
NBSL19,Suture or plastic repair of muscle of shoulder or upper arm,PROCPR,01S05,1,False,Peripheral or cranial nerve or other nervous system procedure,est/swe/lat/ice/den/nor
NBSL19,Suture or plastic repair of muscle of shoulder or upper arm,PROCPR,08S50,1,False,Shoulder or humerus procedure,est/swe/lat/ice/den/nor
NBSL19,Suture or plastic repair of muscle of shoulder or upper arm,PROCPR,08S59,1,False,"Other procedures of shoulder, humerus, elbow and forearm except prosthetic replacement and",nor
NBSL19,Suture or plastic repair of muscle of shoulder or upper arm,PROCPR,09S07,1,False,"Other skin, subcutaneous tissue or breast procedure",est/swe/lat/ice/den/nor
NBSL19,Suture or plastic repair of muscle of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/nor
NBSL19,Suture or plastic repair of muscle of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/nor
NBSL19,Suture or plastic repair of muscle of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSL29,Transposition of muscle of shoulder or upper arm,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSL29,Transposition of muscle of shoulder or upper arm,OR,1,1,False,,est/swe/lat/ice/den/nor
NBSL29,Transposition of muscle of shoulder or upper arm,PROCPR,01S05,1,False,Peripheral or cranial nerve or other nervous system procedure,est/swe/lat/ice/den/nor
NBSL29,Transposition of muscle of shoulder or upper arm,PROCPR,08S50,1,False,Shoulder or humerus procedure,est/swe/lat/ice/den/nor
NBSL29,Transposition of muscle of shoulder or upper arm,PROCPR,08S59,1,False,"Other procedures of shoulder, humerus, elbow and forearm except prosthetic replacement and",nor
NBSL29,Transposition of muscle of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/nor
NBSL29,Transposition of muscle of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/nor
NBSL29,Transposition of muscle of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSL39,Myotomy or tenotomy of shoulder or upper arm with or without excision,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSL39,Myotomy or tenotomy of shoulder or upper arm with or without excision,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
NBSL39,Myotomy or tenotomy of shoulder or upper arm with or without excision,PROCPR,08S50,1,False,Shoulder or humerus procedure,est/swe/lat/ice/den/fin/nor
NBSL39,Myotomy or tenotomy of shoulder or upper arm with or without excision,PROCPR,08S59,1,False,"Other procedures of shoulder, humerus, elbow and forearm except prosthetic replacement and",nor
NBSL39,Myotomy or tenotomy of shoulder or upper arm with or without excision,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
NBSL39,Myotomy or tenotomy of shoulder or upper arm with or without excision,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
NBSL39,Myotomy or tenotomy of shoulder or upper arm with or without excision,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSL39,Myotomy or tenotomy of shoulder or upper arm with or without excision,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSL49,Repair of tendon of shoulder or upper arm by suture or transplant,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSL49,Repair of tendon of shoulder or upper arm by suture or transplant,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
NBSL49,Repair of tendon of shoulder or upper arm by suture or transplant,PROCPR,08S50,1,False,Shoulder or humerus procedure,est/swe/lat/ice/den/fin/nor
NBSL49,Repair of tendon of shoulder or upper arm by suture or transplant,PROCPR,08S59,1,False,"Other procedures of shoulder, humerus, elbow and forearm except prosthetic replacement and",nor
NBSL49,Repair of tendon of shoulder or upper arm by suture or transplant,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
NBSL49,Repair of tendon of shoulder or upper arm by suture or transplant,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
NBSL49,Repair of tendon of shoulder or upper arm by suture or transplant,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSL49,Repair of tendon of shoulder or upper arm by suture or transplant,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSL59,Tenolysis or tenosynovectomy of shoulder or upper arm,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSL59,Tenolysis or tenosynovectomy of shoulder or upper arm,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
NBSL59,Tenolysis or tenosynovectomy of shoulder or upper arm,PROCPR,08S12,1,False,Soft tissue procedure,est/swe/lat/ice/den/fin/nor
NBSL59,Tenolysis or tenosynovectomy of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
NBSL59,Tenolysis or tenosynovectomy of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
NBSL59,Tenolysis or tenosynovectomy of shoulder or upper arm,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSL59,Tenolysis or tenosynovectomy of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSL68,"Transposition, tenodesis, shortening or lengthening of tendon of shoulder or upper arm",DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSL68,"Transposition, tenodesis, shortening or lengthening of tendon of shoulder or upper arm",OR,1,1,False,,est/swe/lat/ice/den/fin/nor
NBSL68,"Transposition, tenodesis, shortening or lengthening of tendon of shoulder or upper arm",PROCPR,01S05,1,False,Peripheral or cranial nerve or other nervous system procedure,est/swe/lat/ice/den/fin/nor
NBSL68,"Transposition, tenodesis, shortening or lengthening of tendon of shoulder or upper arm",PROCPR,08S12,1,False,Soft tissue procedure,est/swe/lat/ice/den/fin/nor
NBSL68,"Transposition, tenodesis, shortening or lengthening of tendon of shoulder or upper arm",PROCPR,08S50,1,False,Shoulder or humerus procedure,est/swe/lat/ice/den/fin/nor
NBSL68,"Transposition, tenodesis, shortening or lengthening of tendon of shoulder or upper arm",PROCPR,08S59,1,False,"Other procedures of shoulder, humerus, elbow and forearm except prosthetic replacement and",nor
NBSL68,"Transposition, tenodesis, shortening or lengthening of tendon of shoulder or upper arm",PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
NBSL68,"Transposition, tenodesis, shortening or lengthening of tendon of shoulder or upper arm",PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
NBSL68,"Transposition, tenodesis, shortening or lengthening of tendon of shoulder or upper arm",PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSL68,"Transposition, tenodesis, shortening or lengthening of tendon of shoulder or upper arm",PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSL99,Other operation on muscle or tendon of shoulder or upper arm,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSL99,Other operation on muscle or tendon of shoulder or upper arm,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
NBSL99,Other operation on muscle or tendon of shoulder or upper arm,PROCPR,08S12,1,False,Soft tissue procedure,est/swe/lat/ice/den/fin/nor
NBSL99,Other operation on muscle or tendon of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
NBSL99,Other operation on muscle or tendon of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
NBSL99,Other operation on muscle or tendon of shoulder or upper arm,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSL99,Other operation on muscle or tendon of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSM09,Fasciotomy of shoulder or upper arm,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSM09,Fasciotomy of shoulder or upper arm,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
NBSM09,Fasciotomy of shoulder or upper arm,PROCPR,08S12,1,False,Soft tissue procedure,est/swe/lat/ice/den/fin/nor
NBSM09,Fasciotomy of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
NBSM09,Fasciotomy of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
NBSM09,Fasciotomy of shoulder or upper arm,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSM09,Fasciotomy of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSM19,Partial or total excision of fascia of shoulder or upper arm,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSM19,Partial or total excision of fascia of shoulder or upper arm,OR,1,1,False,,est/swe/lat/ice/den/nor
NBSM19,Partial or total excision of fascia of shoulder or upper arm,PROCPR,08S12,1,False,Soft tissue procedure,est/swe/lat/ice/den/nor
NBSM19,Partial or total excision of fascia of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/nor
NBSM19,Partial or total excision of fascia of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/nor
NBSM19,Partial or total excision of fascia of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSM29,Suture of fascia of shoulder or upper arm,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSM29,Suture of fascia of shoulder or upper arm,OR,1,1,False,,est/swe/lat/ice/den/nor
NBSM29,Suture of fascia of shoulder or upper arm,PROCPR,08S12,1,False,Soft tissue procedure,est/swe/lat/ice/den/nor
NBSM29,Suture of fascia of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/nor
NBSM29,Suture of fascia of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/nor
NBSM29,Suture of fascia of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSM39,Excision av ganglion i axel eller ”verarm,OR,1,1,False,,swe/ice
NBSM39,Excision av ganglion i axel eller ”verarm,PROCPR,08S12,1,False,Soft tissue procedure,swe/ice
NBSM39,Excision av ganglion i axel eller ”verarm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,swe/ice
NBSM39,Excision av ganglion i axel eller ”verarm,PROCPR,21S09,1,False,Other OR procedure for injuries,swe/ice
NBSM39,Excision av ganglion i axel eller ”verarm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSM49,Division of fascia of shoulder or upper arm,OR,1,1,False,,swe/ice
NBSM49,Division of fascia of shoulder or upper arm,PROCPR,08S12,1,False,Soft tissue procedure,swe/ice
NBSM49,Division of fascia of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,swe/ice
NBSM49,Division of fascia of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,swe/ice
NBSM49,Division of fascia of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSM59,Partial excision of fascia of shoulder or upper arm,OR,1,1,False,,swe/ice
NBSM59,Partial excision of fascia of shoulder or upper arm,PROCPR,08S12,1,False,Soft tissue procedure,swe/ice
NBSM59,Partial excision of fascia of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,swe/ice
NBSM59,Partial excision of fascia of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,swe/ice
NBSM59,Partial excision of fascia of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSM79,Excision of bursa of shoulder or upper arm,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSM79,Excision of bursa of shoulder or upper arm,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
NBSM79,Excision of bursa of shoulder or upper arm,PROCPR,08S12,1,False,Soft tissue procedure,est/swe/lat/ice/den/fin/nor
NBSM79,Excision of bursa of shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
NBSM79,Excision of bursa of shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
NBSM79,Excision of bursa of shoulder or upper arm,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSM79,Excision of bursa of shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSM99,"Other operation on fascia, ganglion or bursa of shoulder or upper arm",DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSM99,"Other operation on fascia, ganglion or bursa of shoulder or upper arm",OR,1,1,False,,est/swe/lat/ice/den/fin/nor
NBSM99,"Other operation on fascia, ganglion or bursa of shoulder or upper arm",PROCPR,08S12,1,False,Soft tissue procedure,est/swe/lat/ice/den/fin/nor
NBSM99,"Other operation on fascia, ganglion or bursa of shoulder or upper arm",PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
NBSM99,"Other operation on fascia, ganglion or bursa of shoulder or upper arm",PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
NBSM99,"Other operation on fascia, ganglion or bursa of shoulder or upper arm",PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSM99,"Other operation on fascia, ganglion or bursa of shoulder or upper arm",PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSN90,Use of transplant in shoulder or upper arm,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSN90,Use of transplant in shoulder or upper arm,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
NBSN90,Use of transplant in shoulder or upper arm,PROCPR,08S50,1,False,Shoulder or humerus procedure,est/swe/lat/ice/den/fin/nor
NBSN90,Use of transplant in shoulder or upper arm,PROCPR,08S59,1,False,"Other procedures of shoulder, humerus, elbow and forearm except prosthetic replacement and",nor
NBSN90,Use of transplant in shoulder or upper arm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
NBSN90,Use of transplant in shoulder or upper arm,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
NBSN90,Use of transplant in shoulder or upper arm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSP29,Replantation of upper extremity above elbow,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSP29,Replantation of upper extremity above elbow,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
NBSP29,Replantation of upper extremity above elbow,PROCPR,08S60,1,False,Joint replacement or limb reattachment procedure of the upper extremity,est/swe/lat/ice/den/fin/nor
NBSP29,Replantation of upper extremity above elbow,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
NBSP29,Replantation of upper extremity above elbow,PROCPR,21S05,1,False,Limb reattachment or hip or femur procedure for trauma,est/swe/lat/ice/den/fin/nor
NBSP29,Replantation of upper extremity above elbow,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
NBSP29,Replantation of upper extremity above elbow,PROCPR,21S10,1,False,OR procedure for trauma,fin
NBSP29,Replantation of upper extremity above elbow,PROCPR,22S02,1,False,Wound debridement or other OR procedure for burns,est/swe/lat/ice/den/fin/nor
NBSP29,Replantation of upper extremity above elbow,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
NBSP29,Replantation of upper extremity above elbow,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
NBSQ01,Amputation or exarticulation in shoulder or upper arm\ interthoracoscapular,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
NBSQ01,Amputation or exarticulation in shoulder or upper arm\ interthoracoscapular,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
NBSQ01,Amputation or exarticulation in shoulder or upper arm\ interthoracoscapular,PROCPR,05S17,1,False,Amputation upper limb or toe,est/swe/lat/ice/den/fin/nor
