code_nat,text_nat,code_plus,text_plus,country
L01AD06,Nimustiini,L01AD06,Nimustine,fin
L01AD07,Ranimustiini,L01AD07,Ranimustine,fin
L01AD08,uramustiini,L01AD08,Uramustine,fin
L01AG01,Etoglusidi,L01AG01,Etoglucid,fin
L01AX01,Mitopronitoli,L01AX01,Mitobronitol,fin
L01AX02,Pipobromaani,L01AX02,Pipobroman,fin
L01AX03,Temotsolomidi,L01AX03,Temozolomide,fin
L01AX04,Dakarbatsiini,L01AX04,Dacarbazine,fin
L01BA01,Metotreksaatti,L01BA01,Methotrexate,fin
L01BA03,Raltitreksedi,L01BA03,Raltitrexed,fin
L01BA04,Pemetreksedi,L01BA04,Pemetrexed,fin
L01BA05,Pralatreksaatti,L01BA05,Pralatrexate,fin
L01BB02,Merkaptopuriini,L01BB02,Mercaptopurine,fin
L01BB03,Tioguaniini,L01BB03,Tioguanine,fin
L01BB04,Kladribiini,L01BB04,Cladribine,fin
L01BB05,Fludarabiini,L01BB05,Fludarabine,fin
L01BB06,Klofarabiini,L01BB06,Clofarabine,fin
L01BB07,Nelarabiini,L01BB07,Nelarabine,fin
L01BC01,Sytarabiini,L01BC01,Cytarabine,fin
L01BC02,Fluorourasiili,L01BC02,Fluorouracil,fin
L01BC03,Tegafuuri,L01BC03,Tegafur,fin
L01BC04,Karmofuuri,L01BC04,Carmofur,fin
L01BC05,Gemsitabiini,L01BC05,Gemcitabine,fin
L01BC06,Kapesitabiini,L01BC06,Capecitabine,fin
L01BC07,Atsasitidiini,L01BC07,Azacitidine,fin
L01BC08,Desitabiini,L01BC08,Decitabine,fin
L01BC09,floksuridiini,L01BC09,Floxuridine,fin
L01BC52,"Fluorourasiili, yhdistelmävalmisteet",L01BC52,"Fluorouracil, combinations",fin
L01BC53,"Tegafuuri, yhdistelmävalmisteet",L01BC53,"Tegafur, combinations",fin
L01BC58,"Desitabiini, yhdistelmävalmisteet",L01BC58,"Decitabine, combinations",fin
L01BC59,"Trifluridiini, yhdistelmävalmisteet",L01BC59,"Trifluridine, combinations",fin
L01CA01,Vinblastiini,L01CA01,Vinblastine,fin
L01CA02,Vinkristiini,L01CA02,Vincristine,fin
L01CA03,Vindesiini,L01CA03,Vindesine,fin
L01CA04,Vinorelbiini,L01CA04,Vinorelbine,fin
L01CA05,Vinfluniini,L01CA05,Vinflunine,fin
L01CA06,Vintafolidi,L01CA06,Vintafolide,fin
L01CB01,Etoposidi,L01CB01,Etoposide,fin
L01CB02,Teniposidi,L01CB02,Teniposide,fin
L01CC01,Demekolsiini,L01CC01,Demecolcine,fin
L01CD01,Paklitakseli,L01CD01,Paclitaxel,fin
L01CD02,Dosetakseli,L01CD02,Docetaxel,fin
L01CD03,Paklitakselipoliglumeksi,L01CD03,Paclitaxel poliglumex,fin
L01CD04,Kabatsitakseli,L01CD04,Cabazitaxel,fin
L01CD51,Paklitakseli ja ensekidaari,L01CD51,Paclitaxel and encequidar,fin
L01CE01,Topotekaani,L01CE01,Topotecan,fin
L01CE02,Irinotekaani,L01CE02,Irinotecan,fin
L01CE03,Etirinotekaanipegoli,L01CE03,Etirinotecan pegol,fin
L01CE04,Belotekaani,L01CE04,Belotecan,fin
L01CX01,Trabektediini,L01CX01,Trabectedin,fin
L01DA01,Daktinomysiini,L01DA01,Dactinomycin,fin
L01DB01,Doksorubisiini,L01DB01,Doxorubicin,fin
L01DB02,Daunorubisiini,L01DB02,Daunorubicin,fin
L01DB03,Epirubisiini,L01DB03,Epirubicin,fin
L01DB04,Aklarubisiini,L01DB04,Aclarubicin,fin
L01DB05,Tsorubisiini,L01DB05,Zorubicin,fin
L01DB06,Idarubisiini,L01DB06,Idarubicin,fin
L01DB07,Mitoksantroni,L01DB07,Mitoxantrone,fin
L01DB08,Pirarubisiini,L01DB08,Pirarubicin,fin
L01DB09,Valrubisiini,L01DB09,Valrubicin,fin
L01DB10,Amrubisiini,L01DB10,Amrubicin,fin
L01DB11,Piksantroni,L01DB11,Pixantrone,fin
L01DC01,Bleomysiini,L01DC01,Bleomycin,fin
L01DC02,Plikamysiini,L01DC02,Plicamycin,fin
L01DC03,Mitomysiini,L01DC03,Mitomycin,fin
L01DC04,Iksabepiloni,L01DC04,Ixabepilone,fin
L01EA01,Imatinibi,L01EA01,Imatinib,fin
L01EA02,Dasatinibi,L01EA02,Dasatinib,fin
L01EA03,Nilotinibi,L01EA03,Nilotinib,fin
L01EA04,Bosutinibi,L01EA04,Bosutinib,fin
L01EA05,Ponatinibi,L01EA05,Ponatinib,fin
L01EA06,Askiminibi,L01EA06,Asciminib,fin
L01EB01,Gefitinibi,L01EB01,Gefitinib,fin
L01EB02,Erlotinibi,L01EB02,Erlotinib,fin
L01EB03,Afatinibi,L01EB03,Afatinib,fin
L01EB04,Osimertinibi,L01EB04,Osimertinib,fin
L01EB05,Rosiletinibi,L01EB05,Rociletinib,fin
L01EB06,Olmutinibi,L01EB06,Olmutinib,fin
L01EB07,Dakomitinibi,L01EB07,Dacomitinib,fin
L01EB08,Ikotinibi,L01EB08,Icotinib,fin
L01EB09,Latsertinibi,L01EB09,Lazertinib,fin
L01EB10,Mobosertinibi,L01EB10,Mobocertinib,fin
L01EB11,Aumolertinibi,L01EB11,Aumolertinib,fin
L01EC01,Vemurafenibi,L01EC01,Vemurafenib,fin
L01EC02,Dabrafenibi,L01EC02,Dabrafenib,fin
L01EC03,Enkorafenibi,L01EC03,Enkorafenib,fin
L01ED01,Kritsotinibi,L01ED01,Crizotinib,fin
L01ED02,Seritinibi,L01ED02,Ceritinib,fin
L01ED03,Alektinibi,L01ED03,Alectinib,fin
L01ED04,Brigatinibi,L01ED04,Brigatinib,fin
L01ED05,Lorlatinibi,L01ED05,Lorlatinib,fin
L01EE01,Trametinibi,L01EE01,Trametinib,fin
L01EE02,Kobimetinibi,L01EE02,Cobimetinib,fin
L01EE03,Binimetinibi,L01EE03,Binimetinib,fin
L01EE04,Selumetinibi,L01EE04,Selumetinib,fin
L01EF01,Palbosiklibi,L01EF01,Palbociclib,fin
L01EF02,Ribosiklibi,L01EF02,Ribociclib,fin
L01EF03,Abemasiklibi,L01EF03,Abemaciclib,fin
L01EG01,Temsirolimuusi,L01EG01,Temsirolimus,fin
L01EG02,Everolimuusi,L01EG02,Everolimus,fin
L01EG03,Ridaforolimuusi,L01EG03,Ridaforolimus,fin
L01EG04,Sirolimuusi,L01EG04,Sirolimus,fin
L01EH01,Lapatinibi,L01EH01,Lapatinib,fin
L01EH02,Neratinibi,L01EH02,Neratinib,fin
L01EH03,Tukatinibi,L01EH03,Tucatinib,fin
L01EJ01,Ruksolitinibi,L01EJ01,Ruxolitinib,fin
L01EJ02,Fedratinibi,L01EJ02,Fedratinib,fin
L01EJ03,Pakritinibi,L01EJ03,Pacritinib,fin
L01EJ04,Momelotinibi,L01EJ04,Momelotinib,fin
L01EK01,Aksitinibi,L01EK01,Axitinib,fin
L01EK02,Sediranibi,L01EK02,Cediranib,fin
L01EK03,Tivotsanibi,L01EK03,Tivozanib,fin
L01EK04,Frukintinib,L01EK04,Fruquintinib,fin
L01EL01,Ibrutinibi,L01EL01,Ibrutinib,fin
L01EL02,Akalabrutinibi,L01EL02,Acalabrutinib,fin
L01EL03,Tsanubrutinibi,L01EL03,Zanubrutinib,fin
L01EL04,Orelabrutinibi,L01EL04,Orelabrutinib,fin
L01EL05,Pirtobrutinibi,L01EL05,Pirtobrutinib,fin
L01EM01,Idelalisibi,L01EM01,Idelalisib,fin
L01EM02,Kopanlisibi,L01EM02,Copanlisib,fin
L01EM03,Alpelisibi,L01EM03,Alpelisibi,fin
L01EM04,Sunitinibi,L01EM04,Duvelisib,fin
L01EM05,Parsaklisibi,L01EM05,Parsaclisib,fin
L01EN01,Erdafitinibi,L01EN01,Erdafitinib,fin
L01EN02,Pemigatinibi,L01EN02,Pemigatinib,fin
L01EN03,Infigratinibi,L01EN03,Infigratinib,fin
L01EN04,Futibatinibi,L01EN04,Futibatinib,fin
L01EX01,Sunitinibi,L01EX01,Sunitinib,fin
L01EX02,Sorafenibi,L01EX02,Sorafenib,fin
L01EX03,Patsopanibi,L01EX03,Pazopanib,fin
L01EX04,Vandetanibi,L01EX04,Vandetanib,fin
L01EX05,Regorafenibi,L01EX05,Regorafenib,fin
L01EX06,Masitinibi,L01EX06,Masitinib,fin
L01EX07,Kabotsantinibi,L01EX07,Cabozantinib,fin
L01EX08,Lenvatinibi,L01EX08,Lenvatinib,fin
L01EX09,Nintedanibi,L01EX09,Nintedanib,fin
L01EX10,Midostauriini,L01EX10,Midostaurin,fin
L01EX11,Kitsartinibi,L01EX11,Quizartinib,fin
L01EX12,Larotrektinibi,L01EX12,Larotrectinib,fin
L01EX13,Gilteritinibi,L01EX13,Gilteritinib,fin
L01EX14,Entrektinibi,L01EX14,Entrectinib,fin
L01EX15,Peksidartinibi,L01EX15,Pexidartinib,fin
L01EX16,Erdafitinibi,L01EX16,Erdafitinib,fin
L01EX17,Kapmatinibi,L01EX17,Capmatinib,fin
L01EX18,Avapritinibi,L01EX18,Avapritinib,fin
L01EX19,Ripretinibi,L01EX19,Ripretinib,fin
L01EX20,Pemigatinibi,L01EX20,Pemigatinib,fin
L01EX21,Tepotinibi,L01EX21,Tepotinib,fin
L01EX22,Selperkatinibi,L01EX22,Selpercatinib,fin
L01EX23,Pralsetinibi,L01EX23,Pralsetinib,fin
L01EX24,Surufatinibi,L01EX24,Surufatinib,fin
L01EX25,Umbralisibi,L01EX25,Umbralisib,fin
L01EX26,Sitravatinibi,L01EX26,Sitravatinib,fin
L01EX27,Kapivasertibi,L01EX27,Capivasertib,fin
L01FA01,Rituksimabi,L01FA01,Rituximab,fin
L01FA02,Ofatumumabi,L01FA02,Ofatumumab,fin
L01FA03,Obinututsumabi,L01FA03,Obinutuzumab,fin
L01FB01,Inotutsumabi-Otsogamisiini,L01FB01,Inotuzumab ozogamicin,fin
L01FB02,Moksetumomabi-Pasudotoksi,L01FB02,Moxetumomab pasudotox,fin
L01FC01,Daratumumabi,L01FC01,Daratumumab,fin
L01FC02,Isatuksimabi,L01FC02,Isatuximab,fin
L01FD01,Trastutsumabi,L01FD01,Trastuzumab,fin
L01FD02,Pertutsumabi,L01FD02,Pertuzumab,fin
L01FD03,Trastutsumabi-Emtansiini,L01FD03,Trastuzumab emtansine,fin
L01FD04,Trastutsumabi-Derukstekaani,L01FD04,Trastuzumab deruxtecan,fin
L01FD05,Trastutsumabi-Duokarmatsiini,L01FD05,Trastuzumab duocarmazine,fin
L01FD06,Margetuksimabi,L01FD06,Margetuximab,fin
L01FE01,Setuksimabi,L01FE01,Cetuximab,fin
L01FE02,Panitumumabi,L01FE02,Panitumumab,fin
L01FE03,Nesitumumabi,L01FE03,Necitumumab,fin
L01FF01,Nivolumabi,L01FF01,Nivolumab,fin
L01FF02,Pembrolitsumabi,L01FF02,Pembrolizumab,fin
L01FF03,Durvalumabi,L01FF03,Durvalumab,fin
L01FF04,Avelumabi,L01FF04,Avelumab,fin
L01FF05,Atetsolitsumabi,L01FF05,Atezolizumab,fin
L01FF06,Semiplimabi,L01FF06,Cemiplimab,fin
L01FF07,Dostarlimabi,L01FF07,Dostarlimab,fin
L01FF08,Prolgolimabi,L01FF08,Prolgolimab,fin
L01FF09,Tislelitsumabi,L01FF09,Tislelizumab,fin
L01FF10,Retifanlimabi,L01FF10,Retifanlimab,fin
L01FF11,Sugemalimabi,L01FF11,Sugemalimab,fin
L01FF12,Serplulimabi,L01FF12,Serplulimab,fin
L01FF13,Toripalimabi,L01FF13,Toripalimab,fin
L01FG01,Bevasitsumabi,L01FG01,Bevacizumab,fin
L01FG02,Ramusirumabi,L01FG02,Ramucirumab,fin
L01FX01,Edrekolomabi,L01FX01,Edrecolomab,fin
L01FX02,Gemtutsumabi-Otsogamisiini,L01FX02,Gemtuzumab ozogamicin,fin
L01FX03,Katumaksomabi,L01FX03,Catumaxomab,fin
L01FX04,Ipilimumabi,L01FX04,Ipilimumab,fin
L01FX05,Brentuksimabivedotiini,L01FX05,Brentuximab vedotin,fin
L01FX06,Dinutuksimabi Beeta,L01FX06,Dinutuximab beta,fin
L01FX07,Blinatumomabi,L01FX07,Blinatumomab,fin
L01FX08,Elotutsumabi,L01FX08,Elotuzumab,fin
L01FX09,Mogamulitsumabi,L01FX09,Mogamulizumab,fin
L01FX10,Olaratumabi,L01FX10,Olaratumab,fin
L01FX11,Bermekimabi,L01FX11,Bermekimab,fin
L01FX12,Tafasitamabi,L01FX12,Tafasitamab,fin
L01FX13,Enfortumabi-Vedotiini,L01FX13,Enfortumab vedotin,fin
L01FX14,Polatutsumabi-Vedotiini,L01FX14,Polatuzumab vedotin,fin
L01FX15,Belantamabi-Mafodotiini,L01FX15,Belantamab mafodotin,fin
L01FX16,Oportutsumabi-Monatoksi,L01FX16,Oportuzumab monatox,fin
L01FX17,Sasitutsumabigovitekaani,L01FX17,Sacituzumab govitecan,fin
L01FX18,Amivantamabi,L01FX18,Amivantamab,fin
L01FX19,Sabatolimabi,L01FX19,Sabatolimab,fin
L01FX20,Tremelimumabi,L01FX20,Tremelimumab,fin
L01FX21,Naxitamab,L01FX21,Naxitamab,fin
L01FX22,Lonkastuksimabi-tesiriini,L01FX22,Loncastuximab tesirine,fin
L01FX23,Tisotumabi-vedotiini,L01FX23,Tisotumab vedotin,fin
L01FX24,Teklistamabi,L01FX24,Teclistamab,fin
L01FX25,Mosunetutsumabi,L01FX25,Mosunetuzumab,fin
L01FX26,Mirvetuksimabi-soravtansiini,L01FX26,Mirvetuximab soravtansine,fin
L01FX27,Epkoritamabi,L01FX27,Epcoritamab,fin
L01FX28,Glofitamabi,L01FX28,Glofitamab,fin
L01FX29,Talketamabi,L01FX29,Talquetamab,fin
L01FY01,Pertutsumabi ja trastutsumabi,L01FY01,Pertuzumab and trastuzumab,fin
L01FY02,Nivolumabi ja relatlimabi,L01FY02,Nivolumab and relatlimab,fin
L01FY03,Prolgolimabi ja nurulimabi,L01FY03,Prolgolimab and nurulimab,fin
L01XA01,Sisplatiini,L01XA01,Cisplatin,fin
L01XA02,Karboplatiini,L01XA02,Carboplatin,fin
L01XA03,Oksaliplatiini,L01XA03,Oxaliplatin,fin
L01XA04,Satraplatiini,L01XA04,Satraplatin,fin
L01XA05,Polyplatillen,L01XA05,Polyplatillen,fin
L01XB01,Prokarbatsiini,L01XB01,Procarbazine,fin
L01XC01,Edrekolomabi,L01XC01,Edrecolomab,fin
L01XC02,Rituksimabi,L01XC02,Rituximab,fin
L01XC03,Trastutsumabi,L01XC03,Trastuzumab,fin
L01XC05,gemtutsumabi-otsogamisiini,L01XC05,Gemtuzumab ozogamicin,fin
L01XC06,Setuksimabi,L01XC06,Cetuximab,fin
L01XC07,Bevasitsumabi,L01XC07,Bevacizumab,fin
L01XC08,Panitumumabi,L01XC08,Panitumumab,fin
L01XC09,Katumaksomabi,L01XC09,Catumaxomab,fin
L01XC10,Inactivated at 31.12.2021 - Ofatumumabi,L01FA02,Ofatumumab,fin
L01XC11,Ipilimumabi,L01XC11,Ipilimumab,fin
L01XC12,Brentuksimabivedotiini,L01XC12,Brentuximab vedotin,fin
L01XC13,Pertutsumabi,L01XC13,Pertuzumab,fin
L01XC14,Trastutsumabi-emtansiini,L01XC14,Trastuzumab emtansine,fin
L01XC15,Obinututsumabi,L01XC15,Obinutuzumab,fin
L01XC16,dinutuksimabi beeta,L01XC16,Dinutuximab beta,fin
L01XC17,Nivolumabi,L01XC17,Nivolumab,fin
L01XC18,Pembrolitsumabi,L01XC18,Pembrolizumab,fin
L01XC19,Blinatumomabi,L01XC19,Blinatumomab,fin
L01XC21,Ramusirumabi,L01XC21,Ramucirumab,fin
L01XC22,Nesitumumabi,L01XC22,Necitumumab,fin
L01XC23,Elotutsumabi,L01XC23,Elotuzumab,fin
L01XC24,Daratumumabi,L01XC24,Daratumumab,fin
L01XC25,Mogamulitsumabi,L01XC25,Mogamulizumab,fin
L01XC26,Inotutsumabi-otsogamisiini,L01XC26,Inotuzumab ozogamicin,fin
L01XC27,Olaratumabi,L01XC27,Olaratumab,fin
L01XC28,Durvalumabi,L01XC28,Durvalumab,fin
L01XC29,bermekimabi,L01XC29,Bermekimab,fin
L01XC31,avelumabi,L01XC31,Avelumab,fin
L01XC32,atetsolitsumabi,L01XC32,Atezolizumab,fin
L01XC33,Semiplimabi,L01XC33,Cemiplimab,fin
L01XC34,Moksetumomabi-pasudotoksi,L01XC34,Moxetumomab pasudotox,fin
L01XC35,Tafasitamabi,L01XC35,Tafasitamab,fin
L01XC36,Enfortumabi-vedotiini,L01XC36,Enfortumab vedotin,fin
L01XC37,Polatutsumabi-vedotiini,L01XC37,Polatuzumab vedotin,fin
L01XC38,Isatuksimabi,L01XC38,Isatuximab,fin
L01XC39,Belantamabi-mafodotiini,L01XC39,Belantamab mafodotin,fin
L01XC40,Dostarlimabi,L01XC40,Dostarlimab,fin
L01XD01,Porfimeerinatrium,L01XD01,Porfimer sodium,fin
L01XD03,Metyyliaminolevulinaatti,L01XD03,Methyl aminolevulinate,fin
L01XD04,Aminolevuliinihappo,L01XD04,Aminolevulinic acid,fin
L01XD05,Temoporfiini,L01XD05,Temoporfin,fin
L01XD06,Efaproksiraali,L01XD06,Efaproxiral,fin
L01XD07,padeliporfiini,L01XD07,Padeliporfin,fin
L01XE,Inactivated at 31.12.2023 - Proteiinikinaasin estäjät,L01EX01,Sunitinib,fin
L01XE01,Imatinibi,L01EA01,Imatinib,fin
L01XE02,Gefitinibi,L01EB01,Gefitinib,fin
L01XE03,Erlotinibi,L01EB02,Erlotinib,fin
L01XE04,Sunitinibi,L01XE04,Sunitinib,fin
L01XE05,Sorafenibi,L01XE05,Sorafenib,fin
L01XE06,Dasatinibi,L01XE06,Dasatinib,fin
L01XE07,Lapatinibi,L01XE07,Lapatinib,fin
L01XE08,Nilotinibi,L01XE08,Nilotinib,fin
L01XE09,Temsirolimuusi,L01XE09,Temsirolimus,fin
L01XE44,lorlatinibi,L01XE44,Lorlatinib,fin
L01XE45,neratinibi,L01XE45,Neratinib,fin
L01XE46,enkorafenibi,L01XE46,Encorafenib,fin
L01XE47,dakomitinibi,L01XE47,Dacomitinib,fin
L01XE48,ikotinibi,L01XE48,Icotinib,fin
L01XE50,abemasiklibi,L01XE50,Abemaciclib,fin
L01XE51,Akalabrutinibi,L01XE51,Acalabrutinib,fin
L01XE52,Kitsartinibi,L01XE52,Quizartinib,fin
L01XE53,Larotrektinibi,L01XE53,Larotrectinib,fin
L01XE54,Gilteritinibi,L01XE54,Gilteritinib,fin
L01XE56,Entrektinibi,L01XE56,Entrectinib,fin
L01XE57,Fedratinibi,L01XE57,Fedratinib,fin
L01XF01,Tretinoiini,L01XF01,Tretinoin,fin
L01XF02,Alitretinoiini,L01XF02,Alitretinoin,fin
L01XF03,Beksaroteeni,L01XF03,Bexarotene,fin
L01XG01,Bortetsomibi,L01XG01,Bortezomib,fin
L01XG02,Karfiltsomibi,L01XG02,Carfilzomib,fin
L01XG03,Iksatsomibi,L01XG03,Ixazomib,fin
L01XH01,Vorinostaatti,L01XH01,Vorinostat,fin
L01XH02,Romidepsiini,L01XH02,Romidepsin,fin
L01XH03,Panobinostaatti,L01XH03,Panobinostat,fin
L01XH04,Belinostaatti,L01XH04,Belinostat,fin
L01XH05,Entinostaatti,L01XH05,Entinostat,fin
L01XJ01,Vismodegibi,L01XJ01,Vismodegib,fin
L01XJ02,Sonidegibi,L01XJ02,Sonidegib,fin
L01XJ03,Glasdegibi,L01XJ03,Glasdegib,fin
L01XK01,Olaparibi,L01XK01,Olaparib,fin
L01XK02,Niraparibi,L01XK02,Niraparib,fin
L01XK03,Rukaparibi,L01XK03,Rucaparib,fin
L01XK04,Talatsoparibi,L01XK04,Talazoparib,fin
L01XK05,Veliparibi,L01XK05,Veliparib,fin
L01XK06,Pamiparibi,L01XK06,Pamiparib,fin
L01XK52,Niraparibi ja abirateroni,L01XK52,Niraparib and abiraterone,fin
L01XL01,Sitimageeniseradenoveekki,L01XL01,Sitimagene ceradenovec,fin
L01XL02,Talimogeenilaherparepveekki,L01XL02,Talimogene laherparepvec,fin
L01XL03,Aksikabtageenisiloleuseeli,L01XL03,Axicabtagene ciloleucel,fin
L01XL04,Tisagenlekleuseeli,L01XL04,Tisagenlecleucel,fin
L01XL05,Siltakabtageeniautoleuseeli,L01XL05,Ciltacabtagene autoleucel,fin
L01XL06,Breksukabtageeniautoleuseeli,L01XL06,Brexucabtagene autoleucel,fin
L01XL07,Idekabtageenivikleuseeli,L01XL07,Idecabtagene vicleucel,fin
L01XL08,Lisokabtageenimaraleuseeli,L01XL08,Lisocabtagene maraleucel,fin
L01XL09,Tabelekleuseeli,L01XL09,Tabelecleucel,fin
L01XL10,Nadofarageenifiradenoveekki,L01XL10,Nadofaragene firadenovec,fin
L01XL11,Lifileuseeli,L01XL11,Lifileucel,fin
L01XX01,Amsakriini,L01XX01,Amsacrine,fin
L01XX02,Asparaginaasi,L01XX02,Asparaginase,fin
L01XX03,Altretamiini,L01XX03,Altretamine,fin
L01XX05,Hydroksikarbamidi,L01XX05,Hydroxycarbamide,fin
L01XX07,Lonidamiini,L01XX07,Lonidamine,fin
L01XX08,Pentostatiini,L01XX08,Pentostatin,fin
L01XX09,Inactivated at 31.12.2023 - Miltefosiini,P01CX04,Miltefosine,fin
L01XX10,Masoprokoli,L01XX10,Masoprocol,fin
L01XX11,Estramustiini,L01XX11,Estramustine,fin
L01XX14,Tretinoiini,L01XX14,Tretinoin,fin
L01XX16,Mitoguatsoni,L01XX16,Mitoguazone,fin
L01XX17,Topotekaani,L01XX17,Topotecan,fin
L01XX18,Tiatsofuriini,L01XX18,Tiazofurine,fin
L01XX19,Irinotekaani,L01XX19,Irinotecan,fin
L01XX22,Alitretinoiini,L01XX22,Alitretinoin,fin
L01XX23,Mitotaani,L01XX23,Mitotane,fin
L01XX24,Pegaspargaasi,L01XX24,Pegaspargase,fin
L01XX25,Beksaroteeni,L01XX25,Bexarotene,fin
L01XX27,Arseenitrioksidi,L01XX27,Arsenic trioxide,fin
L01XX29,Denileukiinidiftitoksi,L01XX29,Denileukin diftitox,fin
L01XX32,Bortetsomibi,L01XX32,Bortezomib,fin
L01XX33,Selekoksibi,L01XX33,Celecoxib,fin
L01XX35,Anagrelidi,L01XX35,Anagrelide,fin
L01XX36,Oblimerseeni,L01XX36,Oblimersen,fin
L01XX37,Sitimageeniseradenoveekki,L01XL01,Sitimagene ceradenovec,fin
L01XX38,Vorinostaatti,L01XX38,Vorinostat,fin
L01XX39,Romidepsiini,L01XX39,Romidepsin,fin
L01XX40,Omasetaksiinimepesuksinaatti,L01XX40,Omacetaxine mepesuccinate,fin
L01XX41,Eribuliini,L01XX41,Eribulin,fin
L01XX42,Panobinostaatti,L01XX42,Panobinostat,fin
L01XX43,Vismodegibi,L01XX43,Vismodegib,fin
L01XX44,Aflibersepti,L01XX44,Aflibercept,fin
L01XX45,Karfiltsomibi,L01XX45,Carfilzomib,fin
L01XX46,Olaparibi,L01XX46,Olaparib,fin
L01XX47,Idelalisibi,L01XX47,Idelalisib,fin
L01XX48,Sonidegibi,L01XX48,Sonidegib,fin
L01XX49,Belinostaatti,L01XX49,Belinostat,fin
L01XX50,Iksatsomibi,L01XX50,Ixazomib,fin
L01XX51,Talimogeenilaherparepveekki,L01XL02,Talimogene laherparepvec,fin
L01XX52,Venetoklaksi,L01XX52,Venetoclax,fin
L01XX53,Vosaroksiini,L01XX53,Vosaroxin,fin
L01XX54,niraparibi,L01XX54,Niraparib,fin
L01XX55,rukaparibi,L01XX55,Rucaparib,fin
L01XX56,etirinotekaanipegoli,L01XX56,Etirinotecan pegol,fin
L01XX57,plitidepsiini,L01XX57,Plitidepsin,fin
L01XX58,epakadostaatti,L01XX58,Epacadostat,fin
L01XX59,enasidenibi,L01XX59,Enasidenib,fin
L01XX60,talatsoparibi,L01XX60,Talazoparib,fin
L01XX61,kopanlisibi,L01XX61,Copanlisib,fin
L01XX62,Ivosidenibi,L01XX62,Ivosidenib,fin
L01XX63,Glasdegibi,L01XX63,Glasdegib,fin
L01XX64,Entinostaatti,L01XX64,Entinostat,fin
L01XX66,Selineksori,L01XX66,Selinexor,fin
L01XX67,Tagraksofuspi,L01XX67,Tagraxofusp,fin
L01XX68,Belotekaani,L01XX68,Belotecan,fin
L01XX69,Lurbinektediini,L01XX69,Lurbinectedin,fin
L01XX70,Inactivated at 31.12.2022 - Aksikabtageenisiloleuseeli,L01XL03,Axicabtagene ciloleucel,fin
L01XX71,Tisagenlekleuseeli,L01XL04,Tisagenlecleucel,fin
L01XX72,Tatsemetostaatti,L01XX72,Tazemetostat,fin
L01XX73,Sotorasibi,L01XX73,Sotorasib,fin
L01XX74,Beltsutifaani,L01XX74,Belzutifan,fin
L01XX75,Tebentafuspi,L01XX75,Tebentafusp,fin
L01XX77,Adagrasibi,L01XX77,Adagrasib,fin
L01XX78,Navitoklaksi,L01XX78,Navitoclax,fin
L01XX79,Eflornitiini,L01XX79,Eflornithine,fin
L01XX80,Imetelstaatti,L01XX80,Imetelstat,fin
L01XY01,sytarabiini ja daunorubisiini,L01XY01,Cytarabine and daunorubicin,fin
L01XY02,Inactivated at 31.12.2023 - Pertutsumabi ja trastutsumabi,L01XY02,Pertuzumab and trastuzumab,fin
L01XY03,Inactivated at 31.12.2023 - Nivolumabi ja relatlimabi,L01XY03,Nivolumab and relatlimab,fin
L02AA01,Dietyylistilbestroli,L02AA01,Diethylstilbestrol,fin
L02AA02,Polyestradiolifosfaatti,L02AA02,Polyestradiol phosphate,fin
L02AA03,Etinyyliestradioli,L02AA03,Ethinylestradiol,fin
L02AA04,Fosfestroli,L02AA04,Fosfestrol,fin
L02AB01,Megestroli,L02AB01,Megestrol,fin
L02AB02,Medroksiprogesteroni,L02AB02,Medroxyprogesterone,fin
L02AB03,Gestonoroni,L02AB03,Gestonorone,fin
L02AE01,Busereliini,L02AE01,Buserelin,fin
L02AE02,Leuproreliini,L02AE02,Leuprorelin,fin
L02AE03,Gosereliini,L02AE03,Goserelin,fin
L02AE04,Triptoreliini,L02AE04,Triptorelin,fin
L02AE05,Histreliini,L02AE05,Histrelin,fin
L02AE51,leuproreliini ja bikalutamidi,L02AE51,Leuprorelin and bicalutamide,fin
L02BA01,Tamoksifeeni,L02BA01,Tamoxifen,fin
L02BA02,Toremifeeni,L02BA02,Toremifene,fin
L02BA03,Fulvestrantti,L02BA03,Fulvestrant,fin
L02BA04,Elasestrantti,L02BA04,Elacestrant,fin
L02BB01,Flutamidi,L02BB01,Flutamide,fin
L02BB02,Nilutamidi,L02BB02,Nilutamide,fin
L02BB03,Bikalutamidi,L02BB03,Bicalutamide,fin
L02BB04,Entsalutamidi,L02BB04,Enzalutamide,fin
L02BB05,apalutamidi,L02BB05,Apalutamide,fin
L02BB06,Darolutamidi,L02BB06,Darolutamide,fin
L02BG01,Aminoglutetimidi,L02BG01,Aminoglutethimide,fin
L02BG02,Formestaani,L02BG02,Formestane,fin
L02BG03,Anastrotsoli,L02BG03,Anastrozole,fin
L02BG04,Letrotsoli,L02BG04,Letrozole,fin
L02BG05,Vorotsoli,L02BG05,Vorozole,fin
L02BG06,Eksemestaani,L02BG06,Exemestane,fin
L02BX01,Abareliksi,L02BX01,Abarelix,fin
L02BX02,Degareliksi,L02BX02,Degarelix,fin
L02BX03,Abirateroni,L02BX03,Abiraterone,fin
L02BX04,Relugoliksi,L02BX04,Relugolix,fin
L02BX53,Abirateroni ja prednisoloni,L02BX53,Abiraterone and prednisolone,fin
L03AA02,Filgrastiimi,L03AA02,Filgrastim,fin
L03AA03,Molgramostiimi,L03AA03,Molgramostim,fin
L03AA09,Sargramostiimi,L03AA09,Sargramostim,fin
