code_nat,text_nat,code_plus,text_plus,vartype,varval,or_val,prop_0,varval_text_comb,nat_ver
JN2BD,Inactivated at 31.12.2021 - Alavatsan laaja tietokonetomografiatutkimus,JXDD2A,CT examination of lower part of abdomen,OR,2,2,False,,swe/ice/den/fin
JN2BD,Inactivated at 31.12.2021 - Alavatsan laaja tietokonetomografiatutkimus,JXDD2A,CT examination of lower part of abdomen,PROCPR,05D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 05",fin
JN2BD,Inactivated at 31.12.2021 - Alavatsan laaja tietokonetomografiatutkimus,JXDD2A,CT examination of lower part of abdomen,PROCPR,06D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN2BD,Inactivated at 31.12.2021 - Alavatsan laaja tietokonetomografiatutkimus,JXDD2A,CT examination of lower part of abdomen,PROCPR,07D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 07",fin
JN2BD,Inactivated at 31.12.2021 - Alavatsan laaja tietokonetomografiatutkimus,JXDD2A,CT examination of lower part of abdomen,PROCPR,11D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 11",fin
JN2BD,Inactivated at 31.12.2021 - Alavatsan laaja tietokonetomografiatutkimus,JXDD2A,CT examination of lower part of abdomen,PROCPR,21D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs for trauma",fin
JN2BD,Inactivated at 31.12.2021 - Alavatsan laaja tietokonetomografiatutkimus,JXDD2A,CT examination of lower part of abdomen,PROCPR,90D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN2BG,Alavatsan magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,OR,2,2,False,,swe/ice/den/fin/nor
JN2BG,Alavatsan magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,PROCPR,06D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN2BG,Alavatsan magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,PROCPR,07D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic  organs in MDC 07",fin
JN2BG,Alavatsan magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,PROCPR,21D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs for trauma",fin
JN2BG,Alavatsan magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,PROCPR,90D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN2CG,Alavatsan laaja magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,OR,2,2,False,,swe/ice/den/fin/nor
JN2CG,Alavatsan laaja magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,PROCPR,06D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN2CG,Alavatsan laaja magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,PROCPR,07D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic  organs in MDC 07",fin
JN2CG,Alavatsan laaja magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,PROCPR,21D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs for trauma",fin
JN2CG,Alavatsan laaja magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,PROCPR,90D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN2DG,Alavatsan erittäin laaja magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,OR,2,2,False,,swe/ice/den/fin/nor
JN2DG,Alavatsan erittäin laaja magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,PROCPR,06D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN2DG,Alavatsan erittäin laaja magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,PROCPR,07D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic  organs in MDC 07",fin
JN2DG,Alavatsan erittäin laaja magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,PROCPR,21D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs for trauma",fin
JN2DG,Alavatsan erittäin laaja magneettitutkimus,JXDG2B,Lower part of abdomen MRI examination,PROCPR,90D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN2DS,Alavatsan aineenvaihdunnan PET-magneettitutkimus,JXIA34,Lower part of abdomen metabolic PET eith MRI,OR,0,0,False,,fin
JN2DS,Alavatsan aineenvaihdunnan PET-magneettitutkimus,JXIA34,Lower part of abdomen metabolic PET eith MRI,PROCPR,06D31,0,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN2DS,Alavatsan aineenvaihdunnan PET-magneettitutkimus,JXIA34,Lower part of abdomen metabolic PET eith MRI,PROCPR,07D31,0,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 07",fin
JN2DS,Alavatsan aineenvaihdunnan PET-magneettitutkimus,JXIA34,Lower part of abdomen metabolic PET eith MRI,PROCPR,16D31,0,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 16",fin
JN2DS,Alavatsan aineenvaihdunnan PET-magneettitutkimus,JXIA34,Lower part of abdomen metabolic PET eith MRI,PROCPR,90D31,0,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN2KJ,Alavatsan C-kaaritutkimus,ZXDA90,Use of C-arm X-ray,OR,0,0,True,,fin
JN2PJ,Alavatsan O-kaaritutkimus,ZXDC90,Use of O-arm X-ray,OR,0,0,True,,fin
JN3AA,Vatsan röntgen,JXDA3A,Abdominal X-ray examination without contrast,OR,0,0,True,,swe/ice/den/fin/nor
JN3AD,Vatsan tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,OR,2,2,False,,swe/ice/den/fin/nor
JN3AD,Vatsan tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,05D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 05",fin
JN3AD,Vatsan tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,06D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN3AD,Vatsan tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,07D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 07",fin
JN3AD,Vatsan tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,21D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs for trauma",fin
JN3AD,Vatsan tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,90D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN3AE,Vatsan ultraäänitutkimus,JXDE3A,Abdominal ultrasound examination,OR,0,0,True,,ice/den/fin/nor
JN3BD,Inactivated at 31.12.2021 - Vatsan laaja tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,OR,2,2,False,,swe/ice/den/fin/nor
JN3BD,Inactivated at 31.12.2021 - Vatsan laaja tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,05D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 05",fin
JN3BD,Inactivated at 31.12.2021 - Vatsan laaja tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,06D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN3BD,Inactivated at 31.12.2021 - Vatsan laaja tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,07D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 07",fin
JN3BD,Inactivated at 31.12.2021 - Vatsan laaja tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,21D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs for trauma",fin
JN3BD,Inactivated at 31.12.2021 - Vatsan laaja tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,90D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN3BG,Vatsan magneettitutkimus,JXDG3B,Abdominal MRI examination,OR,2,2,False,,swe/ice/den/fin/nor
JN3BG,Vatsan magneettitutkimus,JXDG3B,Abdominal MRI examination,PROCPR,06D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN3BG,Vatsan magneettitutkimus,JXDG3B,Abdominal MRI examination,PROCPR,07D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic  organs in MDC 07",fin
JN3BG,Vatsan magneettitutkimus,JXDG3B,Abdominal MRI examination,PROCPR,21D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs for trauma",fin
JN3BG,Vatsan magneettitutkimus,JXDG3B,Abdominal MRI examination,PROCPR,90D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN3CA,Vatsan tai lantion alueen suppea röntgen,JXDA3C,Simple X-ray examination of abdomen and pelvis,OR,0,0,True,,ice/fin
JN3CD,Inactivated at 31.12.2021 - Vatsan erittäin laaja tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,OR,2,2,False,,swe/ice/den/fin/nor
JN3CD,Inactivated at 31.12.2021 - Vatsan erittäin laaja tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,05D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 05",fin
JN3CD,Inactivated at 31.12.2021 - Vatsan erittäin laaja tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,06D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN3CD,Inactivated at 31.12.2021 - Vatsan erittäin laaja tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,07D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 07",fin
JN3CD,Inactivated at 31.12.2021 - Vatsan erittäin laaja tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,21D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs for trauma",fin
JN3CD,Inactivated at 31.12.2021 - Vatsan erittäin laaja tietokonetomografiatutkimus,JXDD3A,Abdominal CT examination,PROCPR,90D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN3CG,Vatsan laaja magneettitutkimus,JXDG3B,Abdominal MRI examination,OR,2,2,False,,swe/ice/den/fin/nor
JN3CG,Vatsan laaja magneettitutkimus,JXDG3B,Abdominal MRI examination,PROCPR,06D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN3CG,Vatsan laaja magneettitutkimus,JXDG3B,Abdominal MRI examination,PROCPR,07D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic  organs in MDC 07",fin
JN3CG,Vatsan laaja magneettitutkimus,JXDG3B,Abdominal MRI examination,PROCPR,21D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs for trauma",fin
JN3CG,Vatsan laaja magneettitutkimus,JXDG3B,Abdominal MRI examination,PROCPR,90D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN3DE,Vatsan ultraäänitutkimus virtausmittauksineen,JXDE3A,Abdominal ultrasound examination,OR,0,0,True,,ice/den/fin/nor
JN3DG,Vatsan erittäin laaja magneettitutkimus,JXDG3B,Abdominal MRI examination,OR,2,2,False,,swe/ice/den/fin/nor
JN3DG,Vatsan erittäin laaja magneettitutkimus,JXDG3B,Abdominal MRI examination,PROCPR,06D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN3DG,Vatsan erittäin laaja magneettitutkimus,JXDG3B,Abdominal MRI examination,PROCPR,07D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic  organs in MDC 07",fin
JN3DG,Vatsan erittäin laaja magneettitutkimus,JXDG3B,Abdominal MRI examination,PROCPR,21D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs for trauma",fin
JN3DG,Vatsan erittäin laaja magneettitutkimus,JXDG3B,Abdominal MRI examination,PROCPR,90D32,2,False,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN3GE,Vatsan alueen intraoperatiivinen ultraäänitutkimus,JXDE1X,Other ultrasound examinaton of alimentary organs,OR,0,0,True,,ice/den/fin/nor
JN3HD,Vatsan rasvamittaus-TT,JXDD0A,Mesurement of abdominell fat with CT,OR,0,0,True,,fin
JN3HE,Vatsa-alueen suppea seurantaultraäänitutkimus,JXDE3A,Abdominal ultrasound examination,OR,0,0,True,,ice/den/fin/nor
JN3KE,Vatsaelimen UÄ kontrastiainetta käyttäen,JXDE3A,Abdominal ultrasound examination,OR,0,0,True,,ice/den/fin/nor
JN3VA,"Vatsan röntgen, lääkärin lausunto potilaskertomuksessa",JXDA3A,Abdominal X-ray examination without contrast,OR,0,0,True,,swe/ice/den/fin/nor
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,OR,2,2,False,,ice/fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,01D01,2,False,"Diagnostic procedure of head, neck and central nervous system in MDC 01",fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,02D01,2,False,"Diagnostic procedure of head, neck and central nervous system in MDC 02",fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,03D01,2,False,"Diagnostic procedure of head, neck and central nervous system in MDC 03",fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,04D21,2,False,"Diagnostic procedure of heart, large vessels and other intrathoracic organs in MDC 04",fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,05D21,2,False,"Diagnostic procedure of heart, large vessels and other intrathoracic organs in MDC 05",fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,06D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,07D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 07",fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,08D41,2,False,Diagnostic procedure of musculoskeletal system in MDC08,fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,10D11,2,False,Diagnostic procedure of endocrine organs in MDC 10,fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,11D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 11",fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,12D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 12",fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,13D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 13",fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,21D41,2,False,Diagnostic procedure of musculoskeletal system for trauma,fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,30D71,2,False,Diagnostic procedure of breast in MDC 30,fin
JN4AD,Vartalon tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,90D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN4AE,Vartalon trauma-ultraäänitutkimus (FAST),WXDE00,Focused Assessment with Sonography in Trauma,OR,0,0,True,,fin/nor
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,OR,2,2,False,,ice/fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,01D01,2,False,"Diagnostic procedure of head, neck and central nervous system in MDC 01",fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,02D01,2,False,"Diagnostic procedure of head, neck and central nervous system in MDC 02",fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,03D01,2,False,"Diagnostic procedure of head, neck and central nervous system in MDC 03",fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,04D21,2,False,"Diagnostic procedure of heart, large vessels and other intrathoracic organs in MDC 04",fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,05D21,2,False,"Diagnostic procedure of heart, large vessels and other intrathoracic organs in MDC 05",fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,06D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,07D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 07",fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,08D41,2,False,Diagnostic procedure of musculoskeletal system in MDC08,fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,10D11,2,False,Diagnostic procedure of endocrine organs in MDC 10,fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,11D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 11",fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,12D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 12",fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,13D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 13",fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,21D41,2,False,Diagnostic procedure of musculoskeletal system for trauma,fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,30D71,2,False,Diagnostic procedure of breast in MDC 30,fin
JN4BD,Inactivated at 31.12.2021 - Vartalon laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,90D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN4BG,Vartalon magneettitutkimus,WXDG4B,Body MRI with high intensity magnet,OR,0,0,False,,fin
JN4BG,Vartalon magneettitutkimus,WXDG4B,Body MRI with high intensity magnet,PROCPR,90D42,0,False,Demanding diagnostic procedure of musculoskeletal system for malignancy,fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,OR,2,2,False,,ice/fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,01D01,2,False,"Diagnostic procedure of head, neck and central nervous system in MDC 01",fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,02D01,2,False,"Diagnostic procedure of head, neck and central nervous system in MDC 02",fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,03D01,2,False,"Diagnostic procedure of head, neck and central nervous system in MDC 03",fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,04D21,2,False,"Diagnostic procedure of heart, large vessels and other intrathoracic organs in MDC 04",fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,05D21,2,False,"Diagnostic procedure of heart, large vessels and other intrathoracic organs in MDC 05",fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,06D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,07D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 07",fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,08D41,2,False,Diagnostic procedure of musculoskeletal system in MDC08,fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,10D11,2,False,Diagnostic procedure of endocrine organs in MDC 10,fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,11D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 11",fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,12D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 12",fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,13D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 13",fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,21D41,2,False,Diagnostic procedure of musculoskeletal system for trauma,fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,30D71,2,False,Diagnostic procedure of breast in MDC 30,fin
JN4CD,Inactivated at 31.12.2021 - Vartalon erittäin laaja tietokonetomografiatutkimus,WXDD4A,Body CT exmanination,PROCPR,90D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN4CG,Vartalon laaja magneettitutkimus,WXDG4B,Body MRI with high intensity magnet,OR,0,0,False,,fin
JN4CG,Vartalon laaja magneettitutkimus,WXDG4B,Body MRI with high intensity magnet,PROCPR,90D42,0,False,Demanding diagnostic procedure of musculoskeletal system for malignancy,fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,OR,2,2,False,,ice/fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,01D01,2,False,"Diagnostic procedure of head, neck and central nervous system in MDC 01",fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,02D01,2,False,"Diagnostic procedure of head, neck and central nervous system in MDC 02",fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,03D01,2,False,"Diagnostic procedure of head, neck and central nervous system in MDC 03",fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,04D21,2,False,"Diagnostic procedure of heart, large vessels and other intrathoracic organs in MDC 04",fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,05D21,2,False,"Diagnostic procedure of heart, large vessels and other intrathoracic organs in MDC 05",fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,06D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 06",fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,07D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 07",fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,08D41,2,False,Diagnostic procedure of musculoskeletal system in MDC08,fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,10D11,2,False,Diagnostic procedure of endocrine organs in MDC 10,fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,11D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 11",fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,12D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 12",fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,13D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 13",fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,21D41,2,False,Diagnostic procedure of musculoskeletal system for trauma,fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,30D71,2,False,Diagnostic procedure of breast in MDC 30,fin
JN4DD,Vartalon pyyhkäisykuvaus-TT (Scout view),WXDD4A,Body CT exmanination,PROCPR,90D31,2,False,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs for malignancy",fin
JN4DG,Vartalon erittäin laaja magneettitutkimus,WXDG4B,Body MRI with high intensity magnet,OR,0,0,False,,fin
JN4DG,Vartalon erittäin laaja magneettitutkimus,WXDG4B,Body MRI with high intensity magnet,PROCPR,90D42,0,False,Demanding diagnostic procedure of musculoskeletal system for malignancy,fin
JN4DR,Keskikehon (kulmakarvoista munuaistasolle) aineenvaihdunnan PET-tietokonetomografia-tutkimus,WXIC02,Whole body metabolic PET with CT,OR,0,0,False,,fin
JN4DR,Keskikehon (kulmakarvoista munuaistasolle) aineenvaihdunnan PET-tietokonetomografia-tutkimus,WXIC02,Whole body metabolic PET with CT,PROCPR,01D01,0,False,"Diagnostic procedure of head, neck and central nervous system in MDC 01",fin
JN4DR,Keskikehon (kulmakarvoista munuaistasolle) aineenvaihdunnan PET-tietokonetomografia-tutkimus,WXIC02,Whole body metabolic PET with CT,PROCPR,02D01,0,False,"Diagnostic procedure of head, neck and central nervous system in MDC 02",fin
