code_nat,d_code_nat,text_nat,d_text_nat,code_plus,d_code_plus,text_plus,d_text_plus,vartype,varval,prop_0,varval_text_comb,nat_ver
K715,,Toksinen maksasairaus ja pitkäaikainen aktiivinen maksatulehdus,,K7150,,Toxic liver disease with chronic active hepatitis,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K716,,Muualla luokittamaton toksinen maksasairaus ja maksatulehdus,,K7160,,"Toxic liver disease with hepatitis, not elsewhere classified",,COMPL,07C12,False,"Hepatitis, different etiologies",est/swe/lat/ice/den/fin/nor
K716,,Muualla luokittamaton toksinen maksasairaus ja maksatulehdus,,K7160,,"Toxic liver disease with hepatitis, not elsewhere classified",,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K716,,Muualla luokittamaton toksinen maksasairaus ja maksatulehdus,,K7160,,"Toxic liver disease with hepatitis, not elsewhere classified",,DGPROP,15X34,False,Neonatal abdominal or retroperitoneal problem,est/swe/lat/ice/den/fin/nor
K716,,Muualla luokittamaton toksinen maksasairaus ja maksatulehdus,,K7160,,"Toxic liver disease with hepatitis, not elsewhere classified",,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K716,,Muualla luokittamaton toksinen maksasairaus ja maksatulehdus,,K7160,,"Toxic liver disease with hepatitis, not elsewhere classified",,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K717,,Toksinen maksasairaus ja maksafibroosi ja -kirroosi,,K7170,,Toxic liver disease with fibrosis and cirrhosis of liver,,COMPL,07C09,False,Cirrhosis of liver or chronic hepatitis (not alcohol),est/swe/lat/ice/den/fin/nor
K717,,Toksinen maksasairaus ja maksafibroosi ja -kirroosi,,K7170,,Toxic liver disease with fibrosis and cirrhosis of liver,,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K717,,Toksinen maksasairaus ja maksafibroosi ja -kirroosi,,K7170,,Toxic liver disease with fibrosis and cirrhosis of liver,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K717,,Toksinen maksasairaus ja maksafibroosi ja -kirroosi,,K7170,,Toxic liver disease with fibrosis and cirrhosis of liver,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K717,,Toksinen maksasairaus ja maksafibroosi ja -kirroosi,,K7170,,Toxic liver disease with fibrosis and cirrhosis of liver,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K718,,Muuhun maksasairauteen liittyvä toksinen maksasairaus,,K7180,,Toxic liver disease with other disorders of liver,,COMPL,07C12,False,"Hepatitis, different etiologies",est/swe/lat/ice/den/fin/nor
K718,,Muuhun maksasairauteen liittyvä toksinen maksasairaus,,K7180,,Toxic liver disease with other disorders of liver,,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K718,,Muuhun maksasairauteen liittyvä toksinen maksasairaus,,K7180,,Toxic liver disease with other disorders of liver,,DGPROP,15X34,False,Neonatal abdominal or retroperitoneal problem,est/swe/lat/ice/den/fin/nor
K718,,Muuhun maksasairauteen liittyvä toksinen maksasairaus,,K7180,,Toxic liver disease with other disorders of liver,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K718,,Muuhun maksasairauteen liittyvä toksinen maksasairaus,,K7180,,Toxic liver disease with other disorders of liver,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K719,,Määrittämätön toksinen maksasairaus,,K7190,,"Toxic liver disease, unspecified",,COMPL,07C12,False,"Hepatitis, different etiologies",est/swe/lat/ice/den/fin/nor
K719,,Määrittämätön toksinen maksasairaus,,K7190,,"Toxic liver disease, unspecified",,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K719,,Määrittämätön toksinen maksasairaus,,K7190,,"Toxic liver disease, unspecified",,DGPROP,15X34,False,Neonatal abdominal or retroperitoneal problem,est/swe/lat/ice/den/fin/nor
K719,,Määrittämätön toksinen maksasairaus,,K7190,,"Toxic liver disease, unspecified",,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K719,,Määrittämätön toksinen maksasairaus,,K7190,,"Toxic liver disease, unspecified",,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K720,,Akuutti tai puoliakuutti maksan vajaatoiminta,,K7200,,Acute and subacute hepatic failure,,COMPL,07G11,False,Acute liver failure or hepatic coma- major CC,est/swe/lat/ice/den/fin/nor
K720,,Akuutti tai puoliakuutti maksan vajaatoiminta,,K7200,,Acute and subacute hepatic failure,,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K720,,Akuutti tai puoliakuutti maksan vajaatoiminta,,K7200,,Acute and subacute hepatic failure,,DGPROP,15X34,False,Neonatal abdominal or retroperitoneal problem,est/swe/lat/ice/den/fin/nor
K720,,Akuutti tai puoliakuutti maksan vajaatoiminta,,K7200,,Acute and subacute hepatic failure,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K720,,Akuutti tai puoliakuutti maksan vajaatoiminta,,K7200,,Acute and subacute hepatic failure,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K721,,Pitkäaikainen maksan vajaatoiminta,,K7210,,Chronic hepatic failure,,COMPL,07C09,False,Cirrhosis of liver or chronic hepatitis (not alcohol),est/swe/lat/ice/den/fin/nor
K721,,Pitkäaikainen maksan vajaatoiminta,,K7210,,Chronic hepatic failure,,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K721,,Pitkäaikainen maksan vajaatoiminta,,K7210,,Chronic hepatic failure,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K721,,Pitkäaikainen maksan vajaatoiminta,,K7210,,Chronic hepatic failure,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K721,,Pitkäaikainen maksan vajaatoiminta,,K7210,,Chronic hepatic failure,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K729,,Määrittämätön maksan vajaatoiminta,,K7290,,"Hepatic failure, unspecified",,COMPL,07C11,False,Acute liver failure or hepatic coma,est/swe/lat/ice/den/fin/nor
K729,,Määrittämätön maksan vajaatoiminta,,K7290,,"Hepatic failure, unspecified",,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K729,,Määrittämätön maksan vajaatoiminta,,K7290,,"Hepatic failure, unspecified",,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K729,,Määrittämätön maksan vajaatoiminta,,K7290,,"Hepatic failure, unspecified",,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K729,,Määrittämätön maksan vajaatoiminta,,K7290,,"Hepatic failure, unspecified",,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K730,,Muualla luokittamaton pitkäaikainen sitkeä (persistoiva) maksatulehdus,,K7300,,"Chronic persistent hepatitis, not elsewhere classified",,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K730,,Muualla luokittamaton pitkäaikainen sitkeä (persistoiva) maksatulehdus,,K7300,,"Chronic persistent hepatitis, not elsewhere classified",,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K730,,Muualla luokittamaton pitkäaikainen sitkeä (persistoiva) maksatulehdus,,K7300,,"Chronic persistent hepatitis, not elsewhere classified",,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K730,,Muualla luokittamaton pitkäaikainen sitkeä (persistoiva) maksatulehdus,,K7300,,"Chronic persistent hepatitis, not elsewhere classified",,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K731,,Muualla luokittamaton pitkäaikainen lobulaarinen maksatulehdus,,K7310,,"Chronic lobular hepatitis, not elsewhere classified",,COMPL,07C09,False,Cirrhosis of liver or chronic hepatitis (not alcohol),est/swe/lat/ice/den/fin/nor
K731,,Muualla luokittamaton pitkäaikainen lobulaarinen maksatulehdus,,K7310,,"Chronic lobular hepatitis, not elsewhere classified",,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K731,,Muualla luokittamaton pitkäaikainen lobulaarinen maksatulehdus,,K7310,,"Chronic lobular hepatitis, not elsewhere classified",,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K731,,Muualla luokittamaton pitkäaikainen lobulaarinen maksatulehdus,,K7310,,"Chronic lobular hepatitis, not elsewhere classified",,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K731,,Muualla luokittamaton pitkäaikainen lobulaarinen maksatulehdus,,K7310,,"Chronic lobular hepatitis, not elsewhere classified",,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K732,,Muualla luokittamaton pitkäaikainen aktiivinen maksatulehdus,,K7320,,"Chronic active hepatitis, not elsewhere classified",,COMPL,07C09,False,Cirrhosis of liver or chronic hepatitis (not alcohol),est/swe/lat/ice/den/fin/nor
K732,,Muualla luokittamaton pitkäaikainen aktiivinen maksatulehdus,,K7320,,"Chronic active hepatitis, not elsewhere classified",,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K732,,Muualla luokittamaton pitkäaikainen aktiivinen maksatulehdus,,K7320,,"Chronic active hepatitis, not elsewhere classified",,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K732,,Muualla luokittamaton pitkäaikainen aktiivinen maksatulehdus,,K7320,,"Chronic active hepatitis, not elsewhere classified",,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K732,,Muualla luokittamaton pitkäaikainen aktiivinen maksatulehdus,,K7320,,"Chronic active hepatitis, not elsewhere classified",,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K738,,Muualla luokittamaton muu pitkäaikainen maksatulehdus,,K7380,,"Other chronic hepatitis, not elsewhere classified",,COMPL,07C09,False,Cirrhosis of liver or chronic hepatitis (not alcohol),est/swe/lat/ice/den/fin/nor
K738,,Muualla luokittamaton muu pitkäaikainen maksatulehdus,,K7380,,"Other chronic hepatitis, not elsewhere classified",,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K738,,Muualla luokittamaton muu pitkäaikainen maksatulehdus,,K7380,,"Other chronic hepatitis, not elsewhere classified",,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K738,,Muualla luokittamaton muu pitkäaikainen maksatulehdus,,K7380,,"Other chronic hepatitis, not elsewhere classified",,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K738,,Muualla luokittamaton muu pitkäaikainen maksatulehdus,,K7380,,"Other chronic hepatitis, not elsewhere classified",,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K7380,,"Alkoholiin liittymätön rasvamaksatulehdus (NASH, Non Alcoholic Steatohepatitis)",,K7380,,"Other chronic hepatitis, not elsewhere classified",,COMPL,07C09,False,Cirrhosis of liver or chronic hepatitis (not alcohol),est/swe/lat/ice/den/fin/nor
K7380,,"Alkoholiin liittymätön rasvamaksatulehdus (NASH, Non Alcoholic Steatohepatitis)",,K7380,,"Other chronic hepatitis, not elsewhere classified",,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K7380,,"Alkoholiin liittymätön rasvamaksatulehdus (NASH, Non Alcoholic Steatohepatitis)",,K7380,,"Other chronic hepatitis, not elsewhere classified",,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K7380,,"Alkoholiin liittymätön rasvamaksatulehdus (NASH, Non Alcoholic Steatohepatitis)",,K7380,,"Other chronic hepatitis, not elsewhere classified",,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K7380,,"Alkoholiin liittymätön rasvamaksatulehdus (NASH, Non Alcoholic Steatohepatitis)",,K7380,,"Other chronic hepatitis, not elsewhere classified",,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K7389,,Muualla luokittamaton muu pitkäaikainen maksatulehdus,,K7380,,"Other chronic hepatitis, not elsewhere classified",,COMPL,07C09,False,Cirrhosis of liver or chronic hepatitis (not alcohol),est/swe/lat/ice/den/fin/nor
K7389,,Muualla luokittamaton muu pitkäaikainen maksatulehdus,,K7380,,"Other chronic hepatitis, not elsewhere classified",,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K7389,,Muualla luokittamaton muu pitkäaikainen maksatulehdus,,K7380,,"Other chronic hepatitis, not elsewhere classified",,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K7389,,Muualla luokittamaton muu pitkäaikainen maksatulehdus,,K7380,,"Other chronic hepatitis, not elsewhere classified",,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K7389,,Muualla luokittamaton muu pitkäaikainen maksatulehdus,,K7380,,"Other chronic hepatitis, not elsewhere classified",,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K739,,Määrittämätön pitkäaikainen maksatulehdus,,K7390,,"Chronic hepatitis, unspecified",,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K739,,Määrittämätön pitkäaikainen maksatulehdus,,K7390,,"Chronic hepatitis, unspecified",,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K739,,Määrittämätön pitkäaikainen maksatulehdus,,K7390,,"Chronic hepatitis, unspecified",,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K739,,Määrittämätön pitkäaikainen maksatulehdus,,K7390,,"Chronic hepatitis, unspecified",,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K740,,Maksafibroosi,,K7400,,Hepatic fibrosis,,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K740,,Maksafibroosi,,K7400,,Hepatic fibrosis,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K740,,Maksafibroosi,,K7400,,Hepatic fibrosis,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K740,,Maksafibroosi,,K7400,,Hepatic fibrosis,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K741,,Maksaskleroosi,,K7410,,Hepatic sclerosis,,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K741,,Maksaskleroosi,,K7410,,Hepatic sclerosis,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K741,,Maksaskleroosi,,K7410,,Hepatic sclerosis,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K741,,Maksaskleroosi,,K7410,,Hepatic sclerosis,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K742,,Maksafibroosi ja maksaskleroosi,,K7420,,Hepatic fibrosis with hepatic sclerosis,,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K742,,Maksafibroosi ja maksaskleroosi,,K7420,,Hepatic fibrosis with hepatic sclerosis,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K742,,Maksafibroosi ja maksaskleroosi,,K7420,,Hepatic fibrosis with hepatic sclerosis,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K742,,Maksafibroosi ja maksaskleroosi,,K7420,,Hepatic fibrosis with hepatic sclerosis,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K743,,Primaarinen sappikirroosi,,K7430,,Primary biliary cirrhosis,,COMPL,07C09,False,Cirrhosis of liver or chronic hepatitis (not alcohol),est/swe/lat/ice/den/fin/nor
K743,,Primaarinen sappikirroosi,,K7430,,Primary biliary cirrhosis,,DGCAT,07M01,False,Cirrhosis and alcoholic hepatitis,est/swe/lat/ice/den/fin/nor
K743,,Primaarinen sappikirroosi,,K7430,,Primary biliary cirrhosis,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K743,,Primaarinen sappikirroosi,,K7430,,Primary biliary cirrhosis,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K743,,Primaarinen sappikirroosi,,K7430,,Primary biliary cirrhosis,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K744,,Sekundaarinen sappikirroosi,,K7440,,Secondary biliary cirrhosis,,COMPL,07C09,False,Cirrhosis of liver or chronic hepatitis (not alcohol),est/swe/lat/ice/den/fin/nor
K744,,Sekundaarinen sappikirroosi,,K7440,,Secondary biliary cirrhosis,,DGCAT,07M01,False,Cirrhosis and alcoholic hepatitis,est/swe/lat/ice/den/fin/nor
K744,,Sekundaarinen sappikirroosi,,K7440,,Secondary biliary cirrhosis,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K744,,Sekundaarinen sappikirroosi,,K7440,,Secondary biliary cirrhosis,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K744,,Sekundaarinen sappikirroosi,,K7440,,Secondary biliary cirrhosis,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K745,,Määrittämätön sappikirroosi,,K7450,,"Biliary cirrhosis, unspecified",,COMPL,07C09,False,Cirrhosis of liver or chronic hepatitis (not alcohol),est/swe/lat/ice/den/fin/nor
K745,,Määrittämätön sappikirroosi,,K7450,,"Biliary cirrhosis, unspecified",,DGCAT,07M01,False,Cirrhosis and alcoholic hepatitis,est/swe/lat/ice/den/fin/nor
K745,,Määrittämätön sappikirroosi,,K7450,,"Biliary cirrhosis, unspecified",,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K745,,Määrittämätön sappikirroosi,,K7450,,"Biliary cirrhosis, unspecified",,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K745,,Määrittämätön sappikirroosi,,K7450,,"Biliary cirrhosis, unspecified",,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K746,,Muu tai määrittämätön maksakirroosi,,K7460,,Other and unspecified cirrhosis of liver,,COMPL,07C09,False,Cirrhosis of liver or chronic hepatitis (not alcohol),est/swe/lat/ice/den/fin/nor
K746,,Muu tai määrittämätön maksakirroosi,,K7460,,Other and unspecified cirrhosis of liver,,DGCAT,07M01,False,Cirrhosis and alcoholic hepatitis,est/swe/lat/ice/den/fin/nor
K746,,Muu tai määrittämätön maksakirroosi,,K7460,,Other and unspecified cirrhosis of liver,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
K746,,Muu tai määrittämätön maksakirroosi,,K7460,,Other and unspecified cirrhosis of liver,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K746,,Muu tai määrittämätön maksakirroosi,,K7460,,Other and unspecified cirrhosis of liver,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K750,,Maksapaise,,K7500,,Abscess of liver,,COMPL,07G10,False,Abscess of liver- major CC,est/swe/lat/ice/den/fin/nor
K750,,Maksapaise,,K7500,,Abscess of liver,,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K750,,Maksapaise,,K7500,,Abscess of liver,,DGPROP,15X34,False,Neonatal abdominal or retroperitoneal problem,est/swe/lat/ice/den/fin/nor
K750,,Maksapaise,,K7500,,Abscess of liver,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K750,,Maksapaise,,K7500,,Abscess of liver,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K751,,Porttilaskimon tulehdus,,K7510,,Phlebitis of portal vein,,COMPL,07G10,False,Abscess of liver- major CC,est/swe/lat/ice/den/fin/nor
K751,,Porttilaskimon tulehdus,,K7510,,Phlebitis of portal vein,,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K751,,Porttilaskimon tulehdus,,K7510,,Phlebitis of portal vein,,DGPROP,15X34,False,Neonatal abdominal or retroperitoneal problem,est/swe/lat/ice/den/fin/nor
K751,,Porttilaskimon tulehdus,,K7510,,Phlebitis of portal vein,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K751,,Porttilaskimon tulehdus,,K7510,,Phlebitis of portal vein,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K752,,Epäspesifinen reaktiivinen maksatulehdus,,K7520,,Nonspecific reactive hepatitis,,COMPL,07C12,False,"Hepatitis, different etiologies",est/swe/lat/ice/den/fin/nor
K752,,Epäspesifinen reaktiivinen maksatulehdus,,K7520,,Nonspecific reactive hepatitis,,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K752,,Epäspesifinen reaktiivinen maksatulehdus,,K7520,,Nonspecific reactive hepatitis,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K752,,Epäspesifinen reaktiivinen maksatulehdus,,K7520,,Nonspecific reactive hepatitis,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K753,,Muualla luokittamaton granulomatoottinen maksatulehdus,,K7530,,"Granulomatous hepatitis, not elsewhere classified",,COMPL,07C12,False,"Hepatitis, different etiologies",est/swe/lat/ice/den/fin/nor
K753,,Muualla luokittamaton granulomatoottinen maksatulehdus,,K7530,,"Granulomatous hepatitis, not elsewhere classified",,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K753,,Muualla luokittamaton granulomatoottinen maksatulehdus,,K7530,,"Granulomatous hepatitis, not elsewhere classified",,DGPROP,15X34,False,Neonatal abdominal or retroperitoneal problem,est/swe/lat/ice/den/fin/nor
K753,,Muualla luokittamaton granulomatoottinen maksatulehdus,,K7530,,"Granulomatous hepatitis, not elsewhere classified",,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K753,,Muualla luokittamaton granulomatoottinen maksatulehdus,,K7530,,"Granulomatous hepatitis, not elsewhere classified",,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K754,,Autoimmuuni maksatulehdus,,K7540,,Autoimmune hepatitis,,COMPL,07C12,False,"Hepatitis, different etiologies",est/swe/lat/ice/den/fin/nor
K754,,Autoimmuuni maksatulehdus,,K7540,,Autoimmune hepatitis,,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K754,,Autoimmuuni maksatulehdus,,K7540,,Autoimmune hepatitis,,DGPROP,15X34,False,Neonatal abdominal or retroperitoneal problem,est/swe/lat/ice/den/fin/nor
K754,,Autoimmuuni maksatulehdus,,K7540,,Autoimmune hepatitis,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K754,,Autoimmuuni maksatulehdus,,K7540,,Autoimmune hepatitis,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K758,,Muu tulehduksellinen maksasairaus,,K7580,,Other specified inflammatory liver diseases,,COMPL,07C12,False,"Hepatitis, different etiologies",est/swe/lat/ice/den/fin/nor
K758,,Muu tulehduksellinen maksasairaus,,K7580,,Other specified inflammatory liver diseases,,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K758,,Muu tulehduksellinen maksasairaus,,K7580,,Other specified inflammatory liver diseases,,DGPROP,15X34,False,Neonatal abdominal or retroperitoneal problem,est/swe/lat/ice/den/fin/nor
K758,,Muu tulehduksellinen maksasairaus,,K7580,,Other specified inflammatory liver diseases,,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K758,,Muu tulehduksellinen maksasairaus,,K7580,,Other specified inflammatory liver diseases,,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
K759,,Määrittämätön tulehduksellinen maksasairaus,,K7590,,"Inflammatory liver disease, unspecified",,COMPL,07C12,False,"Hepatitis, different etiologies",est/swe/lat/ice/den/fin/nor
K759,,Määrittämätön tulehduksellinen maksasairaus,,K7590,,"Inflammatory liver disease, unspecified",,DGCAT,07M04,False,"Diseases of liver except malignancy, cirrhosis and alcoholic hepatitis",est/swe/lat/ice/den/fin/nor
K759,,Määrittämätön tulehduksellinen maksasairaus,,K7590,,"Inflammatory liver disease, unspecified",,DGPROP,15X34,False,Neonatal abdominal or retroperitoneal problem,est/swe/lat/ice/den/fin/nor
K759,,Määrittämätön tulehduksellinen maksasairaus,,K7590,,"Inflammatory liver disease, unspecified",,MDC,07,False,Diseases and disorders of the hepatobiliary system and pancreas,est/swe/lat/ice/den/fin/nor
K759,,Määrittämätön tulehduksellinen maksasairaus,,K7590,,"Inflammatory liver disease, unspecified",,SDGPRO,07K99,False,Diseases and disorders of the hepatobiliary system and pancreatic system,est/swe/lat/ice/fin
