vartype,varval,varval_text_comb,code_nat,d_code_nat,text_nat,d_text_nat,code_plus,d_code_plus,text_plus,d_text_plus,nat_ver
COMPLEX,10C08,Thyreotoxicosis,E0789,,Muu kilpirauhassairaus,,E0780,,Other specified disorders of thyroid,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,E079,,Määrittämätön kilpirauhassairaus,,E0790,,"Disorder of thyroid, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,E308,,Muu murrosiän häiriö,,E3080,,Other disorders of puberty,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,E309,,Määrittämätön murrosiän häiriö,,E3090,,"Disorder of puberty, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,E341,,Muu suolistohormonien liikaeritys,,E3410,,Other hypersecretion of intestinal hormones,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,E3440,,Rakenteellinen isokasvuisuus,,E3440,,Constitutional tall stature,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,E3445,,Poikkeava kasvun nopeutuminen,,E3440,,Constitutional tall stature,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,E348,,Muu umpierityshäiriö,,E3480,,Other specified endocrine disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,E349,,Määrittämätön umpierityshäiriö,,E3490,,"Endocrine disorder, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,E350,,Kilpirauhasen häiriö muualla luokitetun sairauden yhteydessä,,E3500,,Disorders of thyroid gland in diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,E358,,Muun umpirauhasen häiriö muualla luokitetun sairauden yhteydessä,,E3580,,Disorders of other endocrine glands in diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,E8900,,Sädehoidon jälkeinen kilpirauhasen vajaatoiminta,,E890A,,Postradiation hypothyroidism,,swe/den/fin
COMPLEX,10C08,Thyreotoxicosis,E8901,,Leikkauksen jälkeinen kilpirauhasen vajaatoiminta,,E890B,,Postsurgical hypothyroidism,,swe/den/fin
COMPLEX,10C08,Thyreotoxicosis,E8909,,Muun tai useamman toimenpiteen aiheuttama kilpirauhasen vajaatoiminta,,E8900,,Postprocedural hypothyroidism,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,E898,,Muu lääketieteellisten toimenpiteiden jälkeinen umpierityksen ja aineenvaihdunnan sairaus,,E8980,,Other postprocedural endocrine and metabolic disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,E899,,Määrittämätön toimenpiteen jälkeinen umpierityksen ja/tai aineenvaihdunnan sairaus,,E8990,,"Postprocedural endocrine and metabolic disorder, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,E90,,Ravitsemus- ja aineenvaihduntahäiriö muualla luokitetun sairauden yhteydessä,,E9000,,Nutritional and metabolic disorders in diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,H062,,Kilpirauhassairauteen liittyvä eksoftalmus,,H0620,,Dysthyroid exophthalmos (E05.-+),,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,PC_B99,,Muu veren / verta muodostavan elimen / imukudoksen / pernan sairaus,,A1880,,Tuberculosis of other specified organs,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,PC_D84,,Ruokatorven sairaus,,A1880,,Tuberculosis of other specified organs,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,PC_D97,,"Maksasairaus, määrittämätön",,A1880,,Tuberculosis of other specified organs,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,PC_T70,,Umpierityselimen infektio,,E0600,,Acute thyroiditis,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,PC_T81,,Struuma,,E0490,,"Nontoxic goitre, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,PC_T85,,Kilpirauhasen liikatoiminta / tyreotoksikoosi,,E0590,,"Thyrotoxicosis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,PC_T86,,Kilpirauhasen vajaatoiminta / myksedeema,,E0390,,"Hypothyroidism, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C08,Thyreotoxicosis,PC_T99,,Muu endokriininen/aineenvaihdunnan/ravitsemuksen sairaus,,E3490,,"Endocrine disorder, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E120,,Aliravitsemukseen liittyvä diabetes diabeteksen tajuttomuus,,E1200,,Malnutrition-related diabetes mellitus with coma,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E121,,Aliravitsemukseen liittyvä diabetes ketoasidoosi,,E1210,,Malnutrition-related diabetes mellitus with ketoacidosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E122,,Aliravitsemukseen liittyvä diabetes diabeteksen munuaiskomplikaatiot,,E1220,,Malnutrition-related diabetes mellitus with renal complications,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E123,,Aliravitsemukseen liittyvä diabetes diabeteksen silmäkomplikaatiot,,E1230,,Malnutrition-related diabetes mellitus with ophthalmic complications,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E125,,Aliravitsemukseen liittyvä diabetes diabetekseen liittyvät ääreisverenkierron häiriöt,,E1250,,Malnutrition-related diabetes mellitus with peripheral circulatory complications,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E126,,Aliravitsemukseen liittyvä diabetes muu diabeteksen komplikaatio,,E1260,,Malnutrition-related diabetes mellitus with other specified complications,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E127,,Aliravitsemukseen liittyvä diabetes useita diabeteksen komplikaatioita,,E1270,,Malnutrition-related diabetes mellitus with multiple complications,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E128,,Aliravitsemukseen liittyvä diabetes määrittämättömät diabeteksen komplikaatiot,,E1280,,Malnutrition-related diabetes mellitus with unspecified complications,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E129,,Aliravitsemukseen liittyvä diabetes diabetes ilman komplikaatioita,,E1290,,Malnutrition-related diabetes mellitus without complications,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E40,,Vaikea proteiinialiravitsemus,,E4000,,Kwashiorkor,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E41,,Vaikea energia-aliravitsemus,,E4100,,Nutritional marasmus,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E42,,Vaikea proteiini-energia-aliravitsemus,,E4200,,Marasmic kwashiorkor,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E43,,Määrittämätön vaikea proteiini-energia-aliravitsemus,,E4300,,Unspecified severe protein-energy malnutrition,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E440,,Kohtalainen proteiini-energia-aliravitsemus,,E4400,,Moderate protein-energy malnutrition,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E441,,Lievä proteiini-energia-aliravitsemus,,E4410,,Mild protein-energy malnutrition,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E45,,Proteiini-energia-aliravitsemuksen jälkeinen hidastunut kehitys,,E4500,,Retarded development following protein-energy malnutrition,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E46,,Määrittämätön proteiini-energia-aliravitsemus,,E4600,,Unspecified protein-energy malnutrition,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C09,Severe malnutrition,E640,,Proteiini-energia-aliravitsemuksen myöhäisvaikutukset,,E6400,,Sequelae of protein-energy malnutrition,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C10,Fluid and acid-base unbalance,A080,,Rotaviruksen aiheuttama suolitulehdus,,A0800,,Rotaviral enteritis,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C10,Fluid and acid-base unbalance,A081,,Norwalk-tekijän aiheuttama akuuttimaha-suolistosairaus,,A0810,,Acute gastroenteropathy due to Norwalk agent,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C10,Fluid and acid-base unbalance,A083,,Muu virussuolitulehdus,,A0830,,Other viral enteritis,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C10,Fluid and acid-base unbalance,E86,,Vähentynyt nestetilavuus,,E8600,,Volume depletion,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C10,Fluid and acid-base unbalance,E870,,Hyperosmolaliteetti ja hypernatremia,,E8700,,Hyperosmolality and hypernatraemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C10,Fluid and acid-base unbalance,E871,,Hyposmolaliteetti ja hyponatremia,,E8710,,Hypo-osmolality and hyponatraemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C10,Fluid and acid-base unbalance,E872,,Asidoosi,,E8720,,Acidosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C10,Fluid and acid-base unbalance,E873,,Alkaloosi,,E8730,,Alkalosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C10,Fluid and acid-base unbalance,E874,,Sekatyyppiset happo-emästasapainohäiriöt,,E8740,,Mixed disorder of acid-base balance,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C10,Fluid and acid-base unbalance,E875,,Hyperkalemia,,E8750,,Hyperkalaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C10,Fluid and acid-base unbalance,E876,,Hypokalemia,,E8760,,Hypokalaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C10,Fluid and acid-base unbalance,E877,,Lisääntynyt nestetilavuus,,E8770,,Fluid overload,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C10,Fluid and acid-base unbalance,E878,,Muualla luokittamaton elektrolyytti- ja nestehäiriö,,E8780,,"Other disorders of electrolyte and fluid balance, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C10,Fluid and acid-base unbalance,PC_T11,,Dehydraatio/kuivuminen,,E8600,,Volume depletion,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,A33,,Vastasyntyneen jäykkäkouristus,,A3300,,Tetanus neonatorum,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,A34,,Synnytykseen liittyvä jäykkäkouristus,,A3400,,Obstetrical tetanus,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,A35,,Muu jäykkäkouristus,,A3500,,Other tetanus,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G1110,,"Varhain alkava pikkuaivoataksia, jossa jännerefleksit säilyvät",,G1110,,Early-onset cerebellar ataxia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G1111,,[Autosomissa peittyvästi periytyvä] Friedreichin ataksia,,G1110,,Early-onset cerebellar ataxia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G1112,,Varhain alkava pikkuaivoataksia ja myoklonia (Huntin ataksia),,G1110,,Early-onset cerebellar ataxia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G1113,,Marinesco-Sjögrenin oireyhtymä,,G1110,,Early-onset cerebellar ataxia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G1114,,Varhain alkava pikkuaivoataksia ja essentiaalinen vapina,,G1110,,Early-onset cerebellar ataxia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G1118,,Muu varhain alkava pikkuaivoataksia,,G1110,,Early-onset cerebellar ataxia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G112,,Myöhään alkava pikkuaivoataksia,,G1120,,Late-onset cerebellar ataxia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G113,,Puutteelliseen DNA:n korjaukseen liittyvä pikkuaivoataksia,,G1130,,Cerebellar ataxia with defective DNA repair,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G114,,Perinnöllinen spastinen paraplegia,,G1140,,Hereditary spastic paraplegia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G210,,Pahanlaatuinen neuroleptioireyhtymä,,G2100,,Malignant neuroleptic syndrome,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G211,,Muu lääkeaineen laukaisema sekundaarinen parkinsonismi,,G2110,,Other drug-induced secondary parkinsonism,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G212,,Muun ulkoisen syyn aiheuttama sekundaarinen parkinsonismi,,G2120,,Secondary parkinsonism due to other external agents,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G213,,Aivotulehduksen jälkeinen parkinsonismi,,G2130,,Postencephalitic parkinsonism,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G218,,Muu sekundaarinen parkinsonismi,,G2180,,Other secondary parkinsonism,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G219,,Määrittämätön sekundaarinen parkinsonismi,,G2190,,"Secondary parkinsonism, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G22,,Parkinsonismi muualla luokitetun sairauden yhteydessä,,G2200,,Parkinsonism in diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G230,,Pigmentoitunut pallidusrappeuma,,G2300,,Hallervorden-Spatz disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G231,,Etenevä supranukleaarinen silmälihashalvaus (Steele-Richardson-Olszewski),,G2310,,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G232,,Monisysteemiatrofian parkinsonistinen alatyyppi,,G2320,,Multiple system atrophy- parkinsonian type (MSA-p),,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G238,,Muu tyvitumakkeiden rappeutumisairaus,,G2380,,Other specified degenerative diseases of basal ganglia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G239,,Määrittämätön tyvitumakkeiden rappeutumissairaus,,G2390,,"Degenerative disease of basal ganglia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G240,,Lääkeaineen laukaisema lihasjänteyshäiriö (lihasdystonia),,G2400,,Drug-induced dystonia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G241,,Idiopaattinen suvuittainen lihasdystonia,,G2410,,Idiopathic familial dystonia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G242,,Idiopaattinen ei-suvuittainen lihasdystonia,,G2420,,Idiopathic nonfamilial dystonia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G243,,Spasmodinen kierokaula,,G2430,,Spasmodic torticollis,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G244,,Idiopaattinen orofasiaalinen dystonia,,G2440,,Idiopathic orofacial dystonia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G245,,Luomikouristus,,G2450,,Blepharospasm,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G248,,Muu lihasdystonia,,G2480,,Other dystonia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G249,,Määrittämätön lihasdystonia,,G2490,,"Dystonia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G250,,Essentiaalinen vapina,,G2500,,Essential tremor,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G251,,Lääkeaineen laukaisema vapina,,G2510,,Drug-induced tremor,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G252,,Muu vapina,,G2520,,Other specified forms of tremor,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G253,,Myoklonus,,G2530,,Myoclonus,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G254,,Lääkeaineen laukaisema korea,,G2540,,Drug-induced chorea,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G255,,Muu korea,,G2550,,Other chorea,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G256,,Lääkeaineen laukaisema tai muu elimellisistä syistä johtuva nykimishäiriö (tic),,G2560,,Drug-induced tics and other tics of organic origin,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G258,,Muu ekstrapyramidaalinen sairaus ja liikehäiriö,,G2580,,Other specified extrapyramidal and movement disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G259,,Määrittämätön ekstrapyramidaalinen sairaus ja/tai liikehäiriö,,G2590,,"Extrapyramidal and movement disorder, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G26,,Ekstrapyramidaalinen häiriötila tai liikehäiriö muualla luokitetun sairauden yhteydessä,,G2600,,Extrapyramidal and movement disorders in diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G514,,Kasvojen myokymia,,G5140,,Facial myokymia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,G811,,Jäykkä hemiplegia,,G8110,,Spastic hemiplegia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,PC_A02,,Vilunväristykset,,R6880,,Other specified general symptoms and signs,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,PC_A08,,Turvotus,,R6880,,Other specified general symptoms and signs,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,PC_A29,,Muu yleisoire/-vaiva,,R6880,,Other specified general symptoms and signs,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,PC_B04,,Vereen / lymfaattiseen kudokseen liittyvä oire/vaiva,,R6880,,Other specified general symptoms and signs,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,PC_N04,,Levottomat jalat,,G2580,,Other specified extrapyramidal and movement disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,PC_N72,,Jäykkäkouristus,,A3500,,Other tetanus,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,R290,,Tetania,,R2900,,Tetany,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,R688,,Muu yleinen oire tai sairaudenmerkki,,R6880,,Other specified general symptoms and signs,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,R6881,,"Muualla luokittamaton, jatkuva tai toistuva herkkyys saada oireita tai sairaudenmerkkejä ympäristön tavanomaisista tekijöistä",,R6880,,Other specified general symptoms and signs,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C11,Tetany,R6888,,Muualla luokittamaton muu yleinen oire tai sairaudenmerkki,,R6880,,Other specified general symptoms and signs,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C12,Carcinoid syndrome,E340,,Karsinoidioireyhtymä,,E3400,,Carcinoid syndrome,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C12,Carcinoid syndrome,E341,,Muu suolistohormonien liikaeritys,,E3410,,Other hypersecretion of intestinal hormones,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C12,Carcinoid syndrome,E342,,Muualla luokittamaton ektooppinen hormonieritys,,E3420,,"Ectopic hormone secretion, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C13,Panhypopituitarism,E221,,Hyperprolaktinemia,,E2210,,Hyperprolactinaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C13,Panhypopituitarism,E222,,Antidiureettisen hormonin virheellisen erittymisen oireyhtymä,,E2220,,Syndrome of inappropriate secretion of antidiuretic hormone,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C13,Panhypopituitarism,E2280,,Keskushermoston häiriön aiheuttama ennenaikainen murrosiän kehitys,,E228A,,Central precocious puberty,,fin
COMPLEX,10C13,Panhypopituitarism,E2288,,Muu aivolisäkkeen liikatoiminta,,E2280,,Other hyperfunction of pituitary gland,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C13,Panhypopituitarism,E229,,Määrittämätön aivolisäkkeen liikatoiminta,,E2290,,"Hyperfunction of pituitary gland, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C13,Panhypopituitarism,E2300,,Panhypopituitarismi,,E230A,,Panhypopituitarism,,swe/den/fin
COMPLEX,10C13,Panhypopituitarism,E2301,,Erillinen kasvuhormonin puutos,,E230B,,Isolated deficiency of growth hormone,,swe/den/fin
COMPLEX,10C13,Panhypopituitarism,E2302,,Kasvuhormonin neurosekretorinen dysfunktio,,E230C,,Neurosecretoric dysfunction of growth hormone,,fin
COMPLEX,10C13,Panhypopituitarism,E2303,,Lisämunuaista säätelevän hormonin puutos,,E230D,,Deficiency of adrenocorticotrophic hormone (ACTH),,swe/fin
COMPLEX,10C13,Panhypopituitarism,E2304,,Hypogonadotrooppinen hypogonadismi,,E230E,,Hypogonadotropic hypogonadism,,swe/den/fin
COMPLEX,10C13,Panhypopituitarism,E2305,,Kilpirauhastasäätelevän hormonin puutos,,E230F,,Deficiency of thyroid stimulating hormone (TSH),,swe/fin
COMPLEX,10C13,Panhypopituitarism,E2306,,Tyhjän sellan oireyhtymä,,E230G,,Empty sella syndrome,,fin
COMPLEX,10C13,Panhypopituitarism,E2308,,Muu aivolisäkkeen etulohkon vajaatoiminta,,E230H,,Other deficiency of anterior pituitary gland,,swe/den/fin
COMPLEX,10C13,Panhypopituitarism,E2309,,Tarkemmin määrittämätön aivolisäkkeen vajaatoiminta,,E2300,,Hypopituitarism,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C13,Panhypopituitarism,E231,,Lääkeaineen aiheuttama aivolisäkkeen etulohkon vajaatoiminta,,E2310,,Drug-induced hypopituitarism,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C13,Panhypopituitarism,E232,,Diabetes insipidus,,E2320,,Diabetes insipidus,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C13,Panhypopituitarism,E233,,Muualla luokittamaton hypotalamuksen virhetoiminta,,E2330,,"Hypothalamic dysfunction, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C13,Panhypopituitarism,E236,,Muu aivolisäkkeen häiriö,,E2360,,Other disorders of pituitary gland,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C13,Panhypopituitarism,E237,,Määrittämätön aivolisäkehäiriö,,E2370,,"Disorder of pituitary gland, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C13,Panhypopituitarism,E348,,Muu umpierityshäiriö,,E3480,,Other specified endocrine disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C13,Panhypopituitarism,E349,,Määrittämätön umpierityshäiriö,,E3490,,"Endocrine disorder, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C13,Panhypopituitarism,E90,,Ravitsemus- ja aineenvaihduntahäiriö muualla luokitetun sairauden yhteydessä,,E9000,,Nutritional and metabolic disorders in diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C13,Panhypopituitarism,PC_T99,,Muu endokriininen/aineenvaihdunnan/ravitsemuksen sairaus,,E3490,,"Endocrine disorder, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C14,Diabetes insipidus,E221,,Hyperprolaktinemia,,E2210,,Hyperprolactinaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C14,Diabetes insipidus,E222,,Antidiureettisen hormonin virheellisen erittymisen oireyhtymä,,E2220,,Syndrome of inappropriate secretion of antidiuretic hormone,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C14,Diabetes insipidus,E229,,Määrittämätön aivolisäkkeen liikatoiminta,,E2290,,"Hyperfunction of pituitary gland, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C14,Diabetes insipidus,E2300,,Panhypopituitarismi,,E230A,,Panhypopituitarism,,swe/den/fin
COMPLEX,10C14,Diabetes insipidus,E2303,,Lisämunuaista säätelevän hormonin puutos,,E230D,,Deficiency of adrenocorticotrophic hormone (ACTH),,swe/fin
COMPLEX,10C14,Diabetes insipidus,E2308,,Muu aivolisäkkeen etulohkon vajaatoiminta,,E230H,,Other deficiency of anterior pituitary gland,,swe/den/fin
COMPLEX,10C14,Diabetes insipidus,E2309,,Tarkemmin määrittämätön aivolisäkkeen vajaatoiminta,,E2300,,Hypopituitarism,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C14,Diabetes insipidus,E231,,Lääkeaineen aiheuttama aivolisäkkeen etulohkon vajaatoiminta,,E2310,,Drug-induced hypopituitarism,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C14,Diabetes insipidus,E232,,Diabetes insipidus,,E2320,,Diabetes insipidus,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C14,Diabetes insipidus,E233,,Muualla luokittamaton hypotalamuksen virhetoiminta,,E2330,,"Hypothalamic dysfunction, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C14,Diabetes insipidus,E236,,Muu aivolisäkkeen häiriö,,E2360,,Other disorders of pituitary gland,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C14,Diabetes insipidus,E237,,Määrittämätön aivolisäkehäiriö,,E2370,,"Disorder of pituitary gland, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C14,Diabetes insipidus,E348,,Muu umpierityshäiriö,,E3480,,Other specified endocrine disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C14,Diabetes insipidus,E349,,Määrittämätön umpierityshäiriö,,E3490,,"Endocrine disorder, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C14,Diabetes insipidus,PC_T99,,Muu endokriininen/aineenvaihdunnan/ravitsemuksen sairaus,,E3490,,"Endocrine disorder, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C15,Endocrine malignancy,C740,,Lisämunuaiskuoren syöpä,,C7400,,Malignant neoplasm of cortex of adrenal gland,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C15,Endocrine malignancy,C741,,Lisämunuaisytimen syöpä,,C7410,,Malignant neoplasm of medulla of adrenal gland,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C15,Endocrine malignancy,C749,,Määrittämätön lisämunuaissyöpä,,C7490,,"Malignant neoplasm of adrenal gland, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,10C15,Endocrine malignancy,C750,,Lisäkilpirauhasen syöpä,,C7500,,Malignant neoplasm of parathyroid gland,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C15,Endocrine malignancy,C751,,Aivolisäkkeen syöpä,,C7510,,Malignant neoplasm of pituitary gland,,est/swe/lat/ice/den/fin/nor
COMPLEX,10C15,Endocrine malignancy,C752,,Kraniofaryngeaalitiehyen syöpä,,C7520,,Malignant neoplasm of craniopharyngeal duct,,est/swe/lat/ice/den/fin/nor
