drg_nat,drg_text_nat,drg_text_short_nat,drg_comb,drg_text_comb,drg_text_short_comb,mdc,country
315A,"Munuaisten ja virtsateiden vajaatoiminta, hemodialyysikatetrin asentaminen","Mun ja virtsat vajaatoim, hemodialyysikat asent",315A,Insertion of catheter for hemodialysis,Insertion of catheter for hemodialysis,11,fin
315B,Muu munuaisten tai virtsateiden toimenpide,Muu munuaisten tai virtsateiden toimenpide,315B,Other kidney and urinary tract OR procedures,Other kidney and urinary tract OR procedures,11,fin
315D,"Munuaisten ja virtsateiden vajaatoiminta, hemodialyysifistelin rakentaminen tai sulkeminen","Mun ja virtsat vajaatoim, hemodialfist rak/sulk",315D,Construction of arteriovenous fistula for hemodialysis,Construction of arteriovenous fistula for hemodialysis,11,fin
315E,"Munuaisten ja virtsateiden vajaatoiminta, peritoneaalikatetrin asentaminen","Mun ja virtsat vajaatoim, peritonkat asent",315E,Insertion of catheter for peritoneal dialysis,Insertion of catheter for peritoneal dialysis,11,fin
315O,"Muu munuaisten tai virtsateiden toimenpide, lyhyt hoito","Muu munuaisten tai virtsateiden toimenpide, lyhyt hoito",315O,"Other kidney and urinary tract OR procedures, short therapy","Other kidney and urinary tract OR procedures, short therapy",11,fin
316A,"Munuaisten toiminnanvajaus, komplisoitunut, dialyysihoito","Mun toiminnanvajaus, kompl, dial",316A,"Kidney failure and dialysis, w CC","Kidney failure and dialysis, w CC",11,fin
316B,"Munuaisten toiminnanvajaus, ei dialyysi/kompl, dialyysi/ei kompl, ei dialyysi/ei kompl","Mun toiminnanvajaus, dial/ei K tai ei dial/K",316B,"Kidney failure, other","Kidney failure, other",11,fin
317,Dialyysihoito,Dialyysihoito,317X,"Renal dialysis, including preparations","Renal dialysis, including preparations",11,fin
317O,"Dialyysihoito, lyhyt hoito","Dialyysihoito, lyhyt hoito",317O,"Renal dialysis, including preparations, short therapy","Renal dialysis, including preparations, short therapy",11,fin
318,"Munuaisten tai virtsateiden kasvain, komplisoitunut","Munuaisten/virtsateiden kasvain,kompl",318X,"Kidney and urinary tract neoplasms, w CC","Kidney and urinary tract neoplasms, w CC",11,fin
319A,"Munuaisten tai virtsateiden kasvain, ei komplisoitunut, sädehoito","Mun/virtsat kasv, ei kompl, sädeh",319A,"Kidney and urinary tract neoplasms w/o CC, radiotherapy","Kidney and urinary tract neoplasms w/o CC, radiotherapy",11,fin
319B,"Munuaisten tai virtsateiden kasvain, ei komplisoitunut, sytostaattihoito","Mun/virtsat kasv, ei kompl, sytost.h",319B,"Kidney and urinary tract neoplasms w/o CC, cytostatic therapy","Kidney and urinary tract neoplasms w/o CC, cytostatic therapy",11,fin
319E,"Munuaisten tai virtsateiden kasvain, ei komplisoitunut","Mun/virtsat kasv, ei kompl.",319E,"Kidney and urinary tract neoplasms, w/o CC","Kidney and urinary tract neoplasms, w/o CC",11,fin
320,"Munuaisten ja/tai virtsateiden infektio, aikuinen, komplisoitunut","Munuaisten/virtsateiden inf,aik,K",320X,"Kidney and urinary tract infections age >17, w CC","Kidney and urinary tract infections age >17, w CC",11,fin
321,"Munuaisten ja/tai virtsateiden infektio, aikuinen, ei komplisoitunut","Munuasten/virtsateiden inf,aik,ei K",321X,"Kidney and urinary tract infections age >17, w/o CC","Kidney and urinary tract infections age >17, w/o CC",11,fin
322,"Munuaisten ja/tai virtsateiden infektio, lapsi","Munuaisten/virtsateiden inf,lapsi",322X,Kidney and urinary tract infections age 0-17,Kidney and urinary tract infections age 0-17,11,fin
323,"Virtsatiekivi, komplisoitunut tai virtsatiekiven kehonulkoinen murskaus","Virtsatiekivi, kompl tai virtsatiekiven kehonulk mursk",323X,"Urinary stones w CC, and/or Extracorporeal Shock Wave Lithotripsy (ESWL)","Urinary stones w CC, and/or Extracorporeal Shock Wave Lithotripsy (ESWL)",11,fin
323O,"Virtsatiekiven kehonulkoinen murskaus, lyhyt hoito","Virtsatiekiven kehonulkoinen murskaus, lyhyt",323O,"Lithotripsy, short therapy","Lithotripsy, short therapy",11,fin
324,"Virtsatiekivi, ei komplisoitunut","Virtsatiekivi,ei komplisoitunut",324X,"Urinary stones, w/o CC","Urinary stones, w/o CC",11,fin
325,"Munuais- ja virtsatiesairauden oire, aikuinen, komplisoitunut","Munuais&virtsatiesair oire,aik,kompl",325X,"Kidney and urinary tract signs and symptoms age >17, w CC","Kidney and urinary tract signs and symptoms age >17, w CC",11,fin
326,"Munuais- ja virtsatiesairauden oire, aikuinen, ei komplisoitunut","Munuais&virtsatiesair oire,aik,ei kompl",326X,"Kidney and urinary tract signs and symptoms age >17, w/o CC","Kidney and urinary tract signs and symptoms age >17, w/o CC",11,fin
327,"Munuais- ja virtsatiesairauden oire, lapsi","Munuais&virtsatiesair oire,lapsi",327X,Kidney and urinary tract signs and symptoms age 0-17,Kidney and urinary tract signs and symptoms age 0-17,11,fin
329N,Virtsaputken ahtauma,Virtsaputken ahtauma,329N,Urethral stricture,Urethral stricture,11,fin
331,"Muu munuaisten tai virtsateiden sairaus, aikuinen, komplisoitunut","Muu munuaisten tai virtsateiden sairaus, aikuinen, komplisoitunut",331X,"Other kidney and urinary tract diagnoses age >17, w CC","Other kidney and urinary tract diagnoses age >17, w CC",11,fin
332,"Muu munuaisten tai virtsateiden sairaus, aikuinen, ei komplisoitunut","Muu munuaisten tai virtsateiden sairaus, aikuinen, ei komplisoitunut",332X,"Other kidney and urinary tract diagnoses, age >17, w/o CC","Other kidney and urinary tract diagnoses, age >17, w/o CC",11,fin
333,"Muu munuaisten tai virtsateiden sairaus, lapsi","Muu munuaisten tai virtsateiden sairaus, lapsi",333X,Other kidney and urinary tract diagnoses age 0-17,Other kidney and urinary tract diagnoses age 0-17,11,fin
334,"Vaativa lantionalueen leikkaus liittyen esim. eturauhasen, kiveksen, peniksen jne. sairauksiin, komplisoitunut","Vaat eturauhasen kiveksen peniksen jne. leik, kompl",334X,"Major male pelvic procedure, w CC","Major male pelvic procedure, w CC",12,fin
335,"Vaativa lantionalueen leikkaus liittyen esim. eturauhasen, kiveksen, peniksen jne. sairauksiin, ei komplisoitunut","Vaat eturauhasen kiveksen peniksen jne. leik, ei kompl",335X,"Major male pelvic procedure, w/o CC","Major male pelvic procedure, w/o CC",12,fin
335O,"Vaativa lantionalueen leikkaus liittyen esim. eturauhasen, kiveksen, peniksen jne. sairauksiin, lyhyt hoito","Vaat eturauhasen kiveksen peniksen jne. leik, lyhyt",335O,"Major male pelvic procedure, short therapy","Major male pelvic procedure, short therapy",12,fin
336,"Transuretraalinen prostatektomia, komplisoitunut","Transuretraalinen prostatektomia,kompl",336X,"Transurethral prostatectomy, w CC","Transurethral prostatectomy, w CC",12,fin
337,"Transuretraalinen prostatektomia, ei komplisoitunut","Transuretraalinen prostatektomia,ei K",337X,"Transurethral prostatectomy, w/o CC","Transurethral prostatectomy, w/o CC",12,fin
337O,"Transuretraalinen prostatektomia, lyhyt hoito","Transuretraalinen prostatektomia, lyhyt hoito",337O,"Transurethral prostatectomy, short therapy","Transurethral prostatectomy, short therapy",12,fin
338,"Kivesleikkaus, pahanlaatuisen sairauden vuoksi","Kivesleik,pahanlaatuisen sair vuoksi",338X,Testes procedures for malignancy,Testes procedures for malignancy,12,fin
339,"Kivesleikkaus, ei pahanlaatuista sairautta, aikuinen","Kivesleik,ei pahanlaatuista sair,aik",339X,"Testes procedures for non-malignancy, age >17","Testes procedures for non-malignancy, age >17",12,fin
340,"Kivesleikkaus, lapsi, ei pahanlaatuista sairautta","Kivesleikkaus,lapsi",340X,"Testes procedures for non-malignancy, age 0-17","Testes procedures for non-malignancy, age 0-17",12,fin
340O,"Kivesleikkaus, ei pahanlaatuista sairautta, lyhyt hoito","Kivesleikkaus, ei pah.laat sair, lyhyt hoito",340O,"Testes procedures, short therapy","Testes procedures, short therapy",12,fin
341,Peniksen muu kuin ympärileikkaus,Peniksen muu kuin ympärileikkaus,341X,Penis procedures,Penis procedures,12,fin
341O,"Peniksen muu kuin ympärileikkaus, lyhyt hoito","Peniksen muu kuin ympärileikkaus, lyhyt hoito",341O,"Penis procedures, short therapy","Penis procedures, short therapy",12,fin
342N,Ympärileikkaus,Ympärileikkaus,342N,Circumcision,Circumcision,12,fin
343O,"Ympärileikkaus, lyhyt hoito","Ympärileikkaus, lyhyt hoito",343O,"Circumcision, short therapy","Circumcision, short therapy",12,fin
344,"Muu eturauhasen, kiveksen, peniksen jne. leikkaus pahanlaatuisen sairauden vuoksi","Muu eturauhasen, kiveksen, peniksen jne. leikkaus pahanlaatuisen sairauden vuoksi",344X,Other male reproductive system OR procedures for malignancy,Other male reproductive system OR procedures for malignan,12,fin
345,"Muu eturauhasen, kiveksen, peniksen jne. leikkaus, ei pahanlaatuista sairautta","Muu eturauhasen, kiveksen, peniksen jne. leikkaus, ei pahanlaatuista sairautta",345X,Other male reproductive system OR procedures except for malignancy,Other male reproductive system OR procedures except for malignancy,12,fin
345O,"Muu eturauhasen, kiveksen, peniksen jne. leikkaus pahanlaatuisen sairauden vuoksi, lyhyt hoito","Muu eturauhasen, kiveksen, peniksen jne. leikkaus pahanlaatuisen sairauden vuoksi, lyhyt hoito",345O,"Other male reproductive system OR procedures, short therapy","Other male reproductive system OR procedures, short therapy",12,fin
346,"Eturauhasen, kiveksen, peniksen jne. pahanlaatuinen sairaus, komplisoitunut","Eturauhasen kiveksen peniksen jne. pahanl sair, kompl",346X,"Malignancy in the male reproductive system, w CC","Malignancy in the male reproductive system, w CC",12,fin
347A,"Eturauhasen, kiveksen, peniksen jne. pahanlaatuinen sairaus, ei komplisoitunut, sädehoito","Eturauhasen, kiveksen, peniksen jne. syöpäs, ei kompl, sädeh",347A,"Malignancy, male reprocuctive system, w/o CC, radiontherapy","Malignancy, male reprocuctive system, w/o CC, radiontherapy",12,fin
347B,"Eturauhasen, kiveksen, peniksen jne. pahanlaatuisen sairaus, ei komplisoitunut, stereotaktinen sädehoito tai vaativa isotooppihoito","Eturauhasen, kiveksen, peniksen jne. syöpäs, ei kompl, ster sädeh/isot",347B,"Malignancy, male reprocuctive system, w/o CC, demanding radiontherapy","Malignancy, male reprocuctive system, w/o CC, demanding radi",12,fin
347C,"Eturauhasen, kiveksen, peniksen jne. pahanlaatuisen sairaus, ei komplisoitunut, erityistason vaativa isotooppihoito","Eturauhasen, kiveksen, peniksen jne. syöpäs, ei kompl, erit isot",347C,"Malignancy, male reprocuctive system, w/o CC, special demanding radiontherapy","Male repr syst malign w/o CC, spec dem rad.ther",12,fin
347D,"Eturauhasen, kiveksen, peniksen jne. pahanlaatuisen sairaus, ei komplisoitunut, sytostaattihoito","Eturauhasen, kiveksen, peniksen jne. syöpäs, ei kompl, sytost.h",347D,"Malignancy, male reprocuctive system, w/o CC, cytostatic therapy","Malignancy, male reprocuctive system, w/o CC, cytostatic the",12,fin
347G,"Eturauhasen, kiveksen, peniksen jne. pahanlaatuisen sairaus, ei komplisoitunut","Eturauhasen, kiveksen, peniksen jne. pahanl sair, ei kompl",347G,"Malignancy, male reprocuctive system, w/o CC","Malignancy, male reprocuctive system, w/o CC",12,fin
349N,Prostatahyperplasia,Prostatahyperplasia,349N,"Benign prostatic hypertrophy, w/o CC","Benign prostatic hypertrophy, w/o CC",12,fin
350,"Eturauhasen, kiveksen, peniksen jne. tulehdus","Eturauhasen, kiveksen, peniksen jne. tulehdus",350X,Inflammation of the male reproductive system,Inflammation of the male reproductive system,12,fin
351,"Vasektomia, siemenjohtimien katkaisu","Vasektomia, siemenjohtimien katkaisu",351X,"Sterilization, male","Sterilization, male",12,fin
351O,"Vasektomia, siemenjohtimien katkaisu, lyhyt hoito","Vasektomia, siemenjohtimien katkaisu, lyhyt hoito",351O,"Sterilization, male , short therapy","Sterilization, male , short therapy",12,fin
352,"Muu eturauhasen, kiveksen, peniksen jne. sairaus","Muu eturauhasen, kiveksen, peniksen jne. sairaus",352X,Other male reproductive system diagnoses,Other male reproductive system diagnoses,12,fin
353,Gynekologisen syövän radikaalihoito,Gynekol. syövän radik hoito,353X,"Pelvic evisceration, radical hysterectomy and radical vulvectomy","Pelvic evisceration, radical hysterectomy and radical vulvecto",13,fin
353O,"Gynekologisen syövän radikaalileikkaus, lyhyt hoito","Gynekologisen syövän radikaalileikkaus, lyhyt",353O,"Pelvic evisceration, radical hysterectomy and radical vulvectomy, short therapy","Pelvic evisceration, radical hysterectomy and radical vulvectomy, short therapy",13,fin
354,"Kohdun ja sivuel. leikk. muun kuin munasarjojen ja sivuel. pahanlaat. kasvaimen takia, komplisoitunut",Kohdun ja sivuel. leikk. muun kuin munasarjojen ja sivuel. p,354X,"Uterine, adnexa proc for non-ovarian/adnexal malig w CC","Uterine, adnexa proc for non-ovarian/adnexal malig w CC",13,fin
355,"Kohdun ja sivuel. leikk. muun kuin munasarjojen ja sivuel. pahanlaat. kasvaimen takia, ei komplisoitunut",Kohdun ja sivuel. leikk. muun kuin munasarjojen ja sivuel. p,355X,"Uterine and adnexa procedures for non-ovarian/adnexal malignancies, w/o CC","Uterine and adnexa procedures for non-ovarian/adnexal malignancies, w/o CC",13,fin
355O,"Kohdun ja sivuel. leikk. muun kuin munasarjojen ja sivuel. pahanlaat. kasvaimen takia, lyhyt hoito","Kohd&sivuel tp ei munas&sivuel pah kas,lyhyt",355O,"Uterine and adnexal procedures for non-ovarian/adnexal malignancy, short therapy","Uterine and adnexal procedures for non-ovarian/adnexal malignancy, short therapy",13,fin
356,Gynekologinen korjausleikkaus,Gynekologinen korjausleikkaus,356X,"Reconstructive, or other female reproductive system procedures","Reconstructive, or other female reproductive system procedures",13,fin
356O,"Gynekologinen korjausleikkaus, lyhyt hoito","Gynekologinen korjausleikkaus, lyhyt hoito",356O,"Reconstructive, or other female reproductive system procedures, short therapy","Reconstructive, or other female reproductive system procedures, short therapy",13,fin
357,Kohdun ja sivuelinten leikkaus munasarjojen tai sivuelinten pahanlaatuisen kasvaimen takia,Kohdun&sivuel leik munas/sivuel pah kasv,357X,Uterine and adnexa proc for ovarian or adnexal malignancy,Uterine and adnexa proc for ovarian or adnexal malignancy,13,fin
357O,"Kohdun ja sivuelinten leikkaus munasarjojen tai sivuelinten pahanlaatuisen kasvaimen takia, lyhyt hoito","Kohd&sivuel leik munas/sivuel pah kasv,lyhyt",357O,"Uterine and adnexal procedures for ovarian or adnexal non-malignancy, short therapy","Uterine and adnexal procedures for ovarian or adnexal non-malignancy, short therapy",13,fin
358,"Kohdun ja sivuelinten leikkaus hyvänlaatuisen sairauden takia, komplisoitunut","Kohdun&sivuel leik hyvänl sair takia,K",358X,"Uterine and adnexa proc for ovarian or adnexal non-malignancy, w CC",Uterine and adnexa proc for ovarian or adnexal non-malignancy,13,fin
359,"Kohdun ja sivuelinten leikkaus hyvänlaatuisen sairauden takia, ei komplisoitunut","Kohd&sivuel leik hyvänl sair takia,ei K",359X,"Uterine and adnexa procedures for ovarian or adnexal non-malignancies, w/o CC","Uterine and adnexa procedures for ovarian or adnexal non-malignancies, w/o CC",13,fin
359P,"Kohdun ja sivuelinten laaja toimenpide hyvänlaatuisen sairauden takia, lyhyt hoito","Kohdun ja sivuelinten laaja toimenpide hyvänlaatuisen sairauden takia, lyhyt hoito",359P,"Excision or reconstructive operation on female reproductive organs, short therapy","Excision or reconstructive operation on female reproductive organs, short therapy",13,fin
359Q,"Munasolun hedelmoittäminen elimistön ulkopuolella, lyhyt hoito","Munasolun hedelmoittäminen elimistön ulkopuolella, lyhyt hoito",359Q,"Intervention on embryo or ICSI, short therapy","Intervention on embryo or ICSI, short therapy",13,fin
359R,"Muu kohdun ja sivuelinten toimenpide hyvänlaatuisen sairauden takia, lyhyt hoito","Muu kohdun ja sivuelinten toimenpide hyvänlaatuisen sairauden takia, lyhyt hoito",359R,"Other uterine and adnexal procedures for non-malignancy, short therapy","Other uterine and adnexal procedures for non-malignancy, sho",13,fin
360,"Vulvan, vaginan tai cervixin leikkaus","Vulvan, vaginan tai cervixin leikkaus",360X,"Vagina, cervix and vulva procedures","Vagina, cervix and vulva procedures",13,fin
360O,"Vulvan, vaginan tai cervixin leikkaus, lyhyt hoito","Vulvan, vaginan tai cervixin leikkaus, lyhyt",360O,"Vagina, cervix and vulva procedures, short therapy","Vagina, cervix and vulva procedures, short therapy",13,fin
361,Laparoskopia tai munajohdinten katkaisu,Laparoskopia tai munajohdinten katkaisu,361X,Gynecological laparoscopy or sterilization in laparotomy,Gynecological laparoscopy or sterilization in laparotomy,13,fin
361O,"Laparoskopia tai munajohdinten katkaisu, lyhyt hoito","Laparoskopia tai munajohdinten katkaisu, lyhy",361O,"Gynecological laparoscopy or sterilization in laparotomy, short therapy","Gynecological laparoscopy or sterilization in laparotomy, short therapy",13,fin
362,Laparoskooppinen tai muu endoskooppinen sterilisaatio,Laparoskoop/muu endoskooppinen ster,362X,Laparoscopic or other endoscopic sterilization,Laparoscopic or other endoscopic sterilization,13,fin
362O,"Laparoskooppinen tai muu endoskooppinen sterilisaatio, lyhyt hoito","Laparoskoop/muu endoskooppinen ster, lyhyt ho",362O,"Laparoscopic or other endoscopic sterilization, short therapy","Laparoscopic or other endoscopic sterilization, short therapy",13,fin
363,Kaavinta ja konisaatio tai paikallinen sädehoito pahanlaatuisen sairauden takia,Kaav&konis/paik sädeh pahanl sair takia,363X,"Dilation and curettage, conization and radio-implant, for malignancy","Dilation and curettage, conization and radio-implant, for malignancy",13,fin
364,Kaavinta ja konisaatio tai paikallinen sädehoito hyvänlaatuisen sairauden takia,Kaav&konis/paik sädeh hyvänl sair takia,364X,"Dilation and curettage, conization, for non-malignancy","Dilation and curettage, conization, for non-malignancy",13,fin
364O,"Kaavinta ja konisaatio tai paikallinen sädehoito hyvänlaatuisen sairauden takia, lyhyt hoito","Kaav&konis/paik sädeh hyvänl sair tak,lyhyt h",364O,"Dilation and curettage, conization, for non-malignancy , short therapy","Dilation and curettage, conization, for non-malignancy , short therapy",13,fin
365A,Gynekologinen vatsaontelon tutkimusleikkaus,Gynekologinen vatsaontelon tutkimusleikkaus,365A,Explorative laparotomy in gynecology,Explorative laparotomy in gynecology,13,fin
365B,Muu gynekologinen leikkaus,Muu gynekologinen leikkaus,365B,Other female reproductive system OR procedures,Other female reproductive system OR procedures,13,fin
365O,"Muu gynekologinen leikkaus, lyhyt hoito","Muu gynekologinen leikkaus, lyhyt hoito",365O,"Other female reproductive system OR procedures, short therapy","Other female reproductive system OR procedures, short therapy",13,fin
366,"Gynekologinen syöpä, komplisoitunut","Gynekol syöpä, komplis",366X,"Malignancy, female reproductive system w CC","Malignancy, female reproductive system w CC",13,fin
367A,"Gynekologinen syöpä, ei komplisoitunut, sädehoito","Gynekologinen syöpä, ei komplisoitunut, sädeh",367A,"Radiotherapy for malignancy of female reproductive system, w/o CC","Radioth for malign of fema reprod syst, w/o CC",13,fin
367B,"Gynekologinen syöpä, ei komplisoitunut, tavanomainen sytostaattihoito","Gyn syöpä, ei komplis, tav sytost.hoi",367B,"Standard cytostatic therapy for recidive of malignancy in female reproductive system, w/o CC","Stand cytost ther for recid of mal in fem repr syst, w/o CC",13,fin
367E,"Gynekologinen syöpä, ei komplisoitunut","Gynekologinen syöpä, ei komplisoitunut",367E,"Malignancy, female reproductive system w/o CC","Malignancy, female reproductive system w/o CC",13,fin
368,Gynekologinen infektio,Gynekologinen infektio,368X,"Infections, female reproductive system","Infections, female reproductive system",13,fin
369,Kuukautiskierron ongelma tai muu naisen lisääntymiselinten sairaus,Kuuk.kier ong/muu naisen lis elint sair,369X,Menstrual and other female reproductive system disorders,Menstrual and other female reproductive system disorders,13,fin
370C,"Keisarileikkaus, komplisoitunut","Keisarileikkaus, kompl",370C,"Cesarean section, w CC","Cesarean section, w CC",14,fin
370M,"Keisarileikkaus, erittäin komplisoitunut","Keisarileikkaus, erittäin kompl",370M,"Cesarean section, w MCC","Cesarean section, w MCC",14,fin
371,"Keisarileikkaus, ei komplisoitunut","Keisarileikkaus,ei komplisoitunut",371X,"Cesarean section, w/o CC","Cesarean section, w/o CC",14,fin
371O,"Keisarileikkaus, lyhyt hoito","Keisarileikkaus, lyhyt hoito",371O,"Cesarean section, short therapy","Cesarean section, short therapy",14,fin
372C,"Alatiesynnytys, komplisoitunut","Alatiesynnytys, kompl",372C,"Vaginal delivery, w CC","Vaginal delivery, w CC",14,fin
372M,"Alatiesynnytys, erittäin komplisoitunut","Alatiesynnytys, erittäin kompl",372M,"Vaginal delivery, w MCC","Vaginal delivery, w MCC",14,fin
373,"Alatiesynnytys, ongelmaton","Alatiesynnytys,ongelmaton",373X,"Vaginal delivery, w/o CC","Vaginal delivery, w/o CC",14,fin
373O,"Alatiesynnytys, lyhyt hoito","Alatiesynnytys, lyhyt hoito",373O,"Vaginal delivery, short therapy","Vaginal delivery, short therapy",14,fin
374,Alatiesynnytys ja synnytyksen jälkeinen kohdun kaavinta tai sterilisaatio,Alat.synn&synn jälk kohd kaav/sterilis,374X,Vagastrointestinalnal delivery with sterilization and/or dilation and curettage,Vagastrointestinalnal delivery with sterilization and/or dilation and curettage,14,fin
375,Alatiesynnytys ja muu synnytykseen liittyvä toimenpide,Alatiesynn&muu synnytykseen liittyvä tp,375X,Vaginal delivery with OR proc except steril and/or dilation and curettage,Vaginal delivery w OR proc except steril and/or dilation and curettage,14,fin
376,Synnytyksen tai abortin jälkeinen tilanne ilman toimenpiteitä,Synnytyksen/abortin jälk tilanne ilm tp,376X,Postpartum and post abortion diagnoses w/o OR procedure,Postpartum and post abortion diagnoses w/o OR procedure,14,fin
377N,Obstetrinen toimenpide,Obstetrinen toimenpide,377N,Obstetrical problem with other OR procedure,Obstetrical problem with other OR procedure,14,fin
377O,"Synnytyksen tai abortin jälkeinen toimenpide, lyhyt hoito","Synnytyksen tai abortin jälkeinen tp, lyh h",377O,"Obstetrical problems with other OR procedures or other procedures in general anaesthesia, short therapy","Obstetrical problems with other OR procedures or other procedures in general anaesthesia, short therapy",14,fin
378N,"Kohdunulkoinen raskaus, leikkaushoito","Kohdunulkoinen raskaus, leikkaushoito",378N,Operation for ectopic pregnancy,Operation for ectopic pregnancy,14,fin
379,Uhkaava keskenmeno,Uhkaava keskenmeno,379X,Threatened abortion,Threatened abortion,14,fin
380,Abortti ilman kaavintaa,Abortti ilman kaavintaa,380X,Abortion without dilation and curettage,Abortion w/o dilation and curettage,14,fin
381,"Abortti ja kaavinta, kohdun avaus","Abortti&kaavinta,kohdun avaus",381X,"Abortion with dilation and curettage, aspiration curettage or hysterotomy","Abortion w dilation and curettage, aspiration curettage or hysterotomy",14,fin
381O,"Abortti ja kaavinta, kohdun avaus, lyhyt hoito","Abortti ja kaavinta, kohdun avaus, lyhyt hoit",381O,"Surgery after abortion or child birth, short therapy","Surgery after abortion or child birth, short therapy",14,fin
382,Keskeytynyt synnytys tai valeraskaus,Keskeytynyt synnytys tai valeraskaus,382X,False labor,False labor,14,fin
384A,"Raskauden aikainen tila, komplisoitunut","Raskauden aikainen tila, ei kompl",384A,"Antepartum diagnoses, w CC","Antepartum diagnoses, w CC",14,fin
384B,"Raskauden aikainen tila, ei komplisoitunut","Raskauden aikainen tila, ei kompl",384B,"Antepartum diagnoses, w/o CC","Antepartum diagnoses, w/o CC",14,fin
385A,Vastasyntyneen lyhyt sairaalahoito,Vastasyntyneen lyhyt sairaalahoito,385A,"Neonate, died within 2 days or transferred to other unit within 5 days","Neonate, died within 2 days or transferred to other unit within 5 days",15,fin
385B,"Vastasyntyneen jatkohoito tai myöhään ilmenevä neonataalinen ongelma, syntymäpaino 1000 g tai enemmän",Vastasyntyneen jatkohoito tai myöhään ilmenevä neonataalinen,385B,"Follow-up care of neonatal problems or delayed neonatal problem, birth weight 1000 g or more",Follow-up care of neonatal problems or delayed neonatal prob,15,fin
385C,Alle 1000 g painavan vastasyntyneen jatkohoito,Alle 1000 g painavan vastasyntyneen jatkohoito,385C,"Neonate, arrived during first two days of life, not treated in a NICU, remitted to other hospital with duration of treatment less than 5 days","Neonate, arrived during first two days of life, not treated",15,fin
386N,"Vastasyntynyt, syntymäpaino alle 1000 g","Vastasyntynyt, syntymäpaino alle 1000 g",386N,"Neonate, birthweight under 1000 g","Neonate, birthweight under 1000 g",15,fin
387N,"Vastasyntynyt, syntymäpaino 1000-1499 g","Vastasyntynyt, syntymäpaino 1000-1499 g",387N,"Neonate, birthweight 1000-1499 g","Neonate, birthweight 1000-1499 g",15,fin
388A,"Vastasyntynyt, syntymäpaino 1500 - 2499 g, useiden elinjärjestelmien ongelmia","Vastas,sp 1500-2499, us elin ong",388A,"Neonate, birthweight 1500-2499 g or other immaturity with multiple problems","Neonate, birthweight 1500-2499 g or other immaturity with multiple problems",15,fin
388B,"Vastasyntynyt, syntymäpaino 1500 - 2499 g, ei useiden elinjärjestelmien ongelmia","Vastas,sp 1500-2499, ei us elin ong",388B,"Neonate, birthweight 1500-2499 g or other immaturity without multiple problems","Neonate, birthweight 1500-2499 g or other immaturity without multiple problems",15,fin
388C,Keskosen vakava hengitysongelma,Keskosen vakava hengitysongelma,388C,Respiratory distress syndrome of premature infant,Respiratory distress syndrome of premature infant,15,fin
389A,"Vastasyntynyt, laaja leikkaus","Vastasyntynyt, laaja leikkaus",389A,"Neonate, with major operation","Neonate, with major operation",15,fin
389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia","Vastas,sp>2500,us elin ong",389B,"Neonate, birthweight 2500 g or more, with multiple problems","Neonate, birthweight 2500 g or more, with multiple problems",15,fin
389C,Täysiaikaisen vastasyntyneen vakava hengitysongelma,Täysiaikaisen vastasyntyneen vakava hengitysongelma,389C,Respiratory distress syndrome of mature infant,Respiratory distress syndrome of mature infant,15,fin
390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma","Vastas,sp>2500, muu ong",390X,"Neonate, birthweight 2500 g or more, with other significant problem","Neonate, birthweight 2500 g or more, with other significant problem",15,fin
391,Normaali vastasyntynyt,Normaali vastasyntynyt,391X,Normal newborn,Normal newborn,15,fin
392,Pernan poisto aikuinen,"Pernan poisto,aikuinen",392X,Splenectomy age >17,Splenectomy age >17,16,fin
393,"Pernan poisto, lapsi","Pernan poisto,lapsi",393X,"Splenectomy, age 0-17","Splenectomy, age 0-17",16,fin
394,Muu veren tai vertamuodostaviin elimiin vaikuttava leikkaus,Muu veren tai vertamuodostaviin elimiin vaikuttava leikkaus,394X,Other OR procedures of the blood and blood forming organs,Other OR procedures of the blood and blood forming organs,16,fin
394O,"Muu vereen tai vertamuodostaviin elimiin vaikuttava leikkaus, lyhyt hoito","Muu vereen tai vertamuodostaviin elimiin vaikuttava leikkaus, lyhyt hoito",394O,"Other OR procedures of the blood and blood forming organs, short therapy","Other OR procedures of the blood and blood forming organs, short therapy",16,fin
395,"Punasolusairaus, aikuinen","Punasolusairaus,aikuinen",395X,Red blood cell disorders > 17,Red blood cell disorders > 17,16,fin
396,"Punasolusairaus, lapsi","Punasolusairaus,lapsi",396X,"Anemia and other red blood cell disorders, age 0-17","Anemia and other red blood cell disorders, age 0-17",16,fin
397,Veren hyytymishäiriö,Veren hyytymishäiriö,397X,Coagulation disorders,Coagulation disorders,16,fin
398,"Retikuloendoteliaali- tai immuunijärjestelmän sairaus, komplisoitunut","Retikuloendoteliaali/imm.järj sair,K",398X,"Reticuloendothelial and immunity disorders, w CC","Reticuloendothelial and immunity disorders, w CC",16,fin
399,"Retikuloendoteliaali- tai immuunijärjestelmän sairaus, ei komplisoitunut","Retikuloendoteliaali/imm.järj sair,ei K",399X,"Reticuloendothelial and immunity disorders, w/o CC","Reticuloendothelial and immunity disorders, w/o CC",16,fin
